,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600027.SH,X600362.SH,X600111.SH,X600188.SH,X600157.SH,X600583.SH,X000709.SZ,X601992.SH,X600021.SH,X600309.SH,X000898.SZ,X600352.SH,X601158.SH,X000539.SZ,X000629.SZ,X000792.SZ,X600489.SH,X600547.SH,X600808.SH,X000825.SZ,X000027.SZ,X600660.SH,X000060.SZ,X600578.SH,X600863.SH,X002353.SZ,X600307.SH,X600008.SH,X000831.SZ,X000959.SZ,X000630.SZ,X002470.SZ,X600549.SH,X000012.SZ,X600219.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.50893660438666,0,0,0,0,0,0,0,0,0,0.0141904614530547,0,0,0,0,0.0745171578116222,0,0,0,0,0,0.0155078050170386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272881124427396,-0.0404804821503174,0,0,0.0663379259520069,0,0,0,0,0,0,0.0237211266286303,0,0,0,0,0,0
X600028.SH,0.695295114183163,0,0,0,0.0398118171727244,0,0,0.00472719344708587,0,0,0,0,0,0,0,0,0,0.0483587628094084,0,0,0.0369740573122778,0,0,0,0,0.0500816222799818,0,0,0,0,0.00808001575271912,0,0,0,0,0,0,0,0,0,0.0135208617763078,0,0,0,0.0383991712506683,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.00678306155306318,0,0,0,0,0,0.322003588388175,0,0.213337576320568,0,0,0,0,0,0,0,0.011517198041494,0,0.0178625510007766,0.0521076507669119,0,0,0,0.0601890164610678,0,0,0,0,0.0769768302583807,0,0.0431526331506646,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000831399905970604,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0870714436771177,0,0,0,0,0.112730162710018,0.166986656874512,0.0281285333177527,0,0.3732692050863,0,0,0,0,0,0,0.0209215806058988,0,0,0,0,0.0690833917737858,0,0,0,0,0,0,0,0,0,0,0.127577501701238,0,0,0,0,0,0,0,0,0,0,0.0451639323471914,0,0,0.00419199141239641,0.00668308475163536,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.303513415917343,0,0,0,0,0,0.00142705993860268,0,0,0,0,0.140675478924007,0.0689024786681798,0.0702887408714085,0,0.251760819891657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610247621392354,0,-0.0913697289691116,0,0,0,0.00182546218970164,-0.0143599958451655,0,0,0,0,0,0
X600795.SH,0,0,0,0.0124939099446086,0,0,0,0.0174782878478037,0,0.275016593461502,0,0,0.164183430447653,0.0241555811409371,0,0,0,0,0,0,-0.0572370036677746,0.0292981413819559,0,0,0,0,0,0,0,0,0,0.0864744523902268,0.0366600390168073,0,0,0,0,0.247455588420566,0,0,0,0,0,0,0,0,0,0.0410922523235817,0.0764367572822544,0,0,0.00320148892649141,0,0,0,0,0,0
X600585.SH,0,0,0.371649410951754,0,0,0,0,0,0,0,0,0,0.122025556525617,0,0,0,0,0,0,0,0.0657678594443169,-0.0475974564051476,0.153813225761095,0,0,0,0,0,0,0,-0.00182267488972045,-0.0177630116684377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607402279923229,0,0,-0.0158272073426341,0,0,0,0,0,0,0
X601600.SH,0.269470405328152,0,0.146196063063883,0,0.133046249637586,0,0,0,0,0.158693594262371,-0.131068691238007,0.110164648846331,0,0.0253307260670129,0,0,0,0.0516452831619671,0,0,0,0,0,0,0,0,0,0.110542993813396,0,0,0,0.0583944906166978,0,0,0,0,0,0,0,0,0,0,0,0,0.037812593428055,0,0,0.0111958890831735,0,0,0,0.0208675773008934,0,0,0,0,0,0
X601898.SH,0,0,0.246709546606302,0,0.188975064940356,0,0,0.175537434503261,0,0.0345192014798696,0,0,0.0612814421857228,0,0,0,0,0,0,0,0,0.0184260027173199,0,0,0.00807958884663803,0.00958518686682848,0.0352093682994665,0,0,0,0,0.0103326428298902,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00169997543683123,0.0516891960008416,0,0,0,0,0,0
X601991.SH,0,0,0,0.243647339606757,0,0.0380617121405334,0,0.0535361728201599,0.247389762137323,0,0,0,0.0443437915140981,0.114918057867293,0,0,0,0,0.0631284187671258,0,0,0.211681774397381,0,0,-0.0370682978690847,0,0,0,0,0,-0.0715176834238821,0,0,0.0541526162645709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205241663431254,0,0,-0.00496661980656194,-0.0161483850813614,0,0,0,0,0,0
X600010.SH,0,0,0,0.223533332315413,0.0570311228129115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267431054212412,0,-0.0490208875310463,-0.00884653114411902,0,-0.0610437797906922,0,0,0,0,0,0,0,0,0,0.218025403107315,0,0,0,0,0.20824232250295,0,0.0816771867268542,0,0,0,0,0.0291589667664955,0,0,0,0.0557100686649585,0.0568853197154414,-0.184793099179028,0,0,0,0,0
X600688.SH,0.0541109188188935,0,0,0,0.0774490483603175,-0.146207530280425,0,0,0.294484290170016,0,-0.123524362487911,0,0,0,0,0,0,0,0,0,0,-0.0337460615881364,0,0,-0.177464575870288,0.434692554496522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165534253410767,0,0,0,0,0,0.150742205419319,0,0,0,0,0.00388583083680697,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.128028089474722,0.204220782954316,0.192858643258951,0,0,0.312246994003235,0,0,0,0.0280054473251056,0,0,0,0,0.060346129451108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121685185153506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205330826791838,0.0611452096516708,0,0,-0.00157875019367581,0.0325533225709981,0,0,0,0,0,0
X600027.SH,0,0,0,0.255770807578341,0,0.395108370549291,0,0,0,0.0702274336346667,-0.0228485354063958,0,1.73472347597681e-18,0,0,0,0,0.000439621594687938,0.0177695647614867,0,0,0,0,0,0,0,0.143367553098295,-1.73472347597681e-18,0,0,0,0,0.00333400955669266,0.124509729661489,0,-0.023141684703776,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.040928511440416,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0910384466714162,0,0,0.00700758916896614,0,0,0,0,0,0.0883829874064923,0,0,0,0.072761203473347,0,0,0,0,0,0,0.0328501187384165,0,0,0,0,0,0,0,0.226540017545215,0.0395561277378417,0,0,0,0,0,0,0,0,0.0910324709515489,0,0,0,0,0.00057812920233004,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0593214313373971,0,0,0.000391024371431787,0,0,0,0,0,0.0319285725665797,0,0,0,0,0,-0.0143163297926569,0,0,0.108322092405441,0,0,0,0,0.105337118947125,0.116720136703372,0,0,0,0,0,0,0,0,0,0,0.0910924601371041,0,0,0.030368795861697,0,0,0,0.0189897113926867,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0247731868954504,0,0,0,0,0,0.0257734869313344,0.0254088675723625,0.205874614735511,0,0,0,0,0.128491522159972,0,0,0.085622288225749,0.0345491043188471,0,0,0,0.020531089437328,0,0.141757779010431,0,0.132838231853219,0,0,0.153871404246835,0,0,0,-4.33680868994202e-19,0,0,0.0868135083962965,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0
