,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X002466.SZ,X600362.SH,X600886.SH,X000898.SZ,X300072.SZ,X600547.SH,X600516.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600808.SH,X600299.SH,X000709.SZ,X600801.SH,X000932.SZ,X600426.SH,X000408.SZ,X000883.SZ,X601158.SH,X601699.SH,X600219.SH,X601003.SH,X002271.SZ,X600315.SH,X000830.SZ,X600339.SH,X000792.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.346646099992976,0,0,0,0,0,0,0,0,0,0.00505125856418939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298422275903269,0,0,0.0524109141131732,0.0606357828483462,0,0,0,0.0310061014378067,0,0,0,0,0,0,0,0,0,0.124351300877507,0.0542712507068443,0.014044107340856,0,0.0051235565388273,0.00667057721432406,0,0,0,0,0,0
X600028.SH,0.341410052817369,0,0.0595578711003177,0,0,0,0,0,0,0,0,0.103708082809295,0,0,0,0,0,0,0,0,-0.121154684823353,0,-0.032894584225223,-0.0184996826196862,0,0,-0.238232462707307,0,-0.0512735907420716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103068662460421,0,0,0,0,0,0.0101859128551849,-0.0182767102111035,0,0,0,0.0436645536828982,0,0
X601088.SH,0,0.0505774036662629,0,0.293035671944906,0,0.0155415825175321,0,0,0,0,0,0.546814736002764,0,0,0,0.00565002291699722,0.00828232948704466,0,0,0,0,0,0,0,0,0,0,0,-0.0403240512567219,-0.120576221704841,-0.182529842309494,0,0,0,0,0,0,0,0,0,0.0546074369056132,0,-0.0206369600924776,0.0455606350231373,0,0,0,0,0,0,-0.00151841873897285,0,0,0,0,0,0
X600585.SH,0,0,0.264609628663527,0,0,0,0,0,0,0,0,-0.107015006137072,0.210353308827213,0,0,0.0618812302732767,0,0,0,0,0,0,-0.0413622970684702,0,0,0,0,0,0,0.143009183690275,0,0,0,0,0.365972955826607,0,0,0,0,0,0,0,0,0,0.0378530353916225,0.124829109601875,0,0,0,-0.0159471103039244,0,0,0,0,0.0263810440387315,0,0
X600019.SH,0,0,0,0.164251555827211,0,0.151598377077534,0,0,0,0,0,0.184096590674035,0,0.242088611649341,0,0,0,0,0,0,0,-0.305588500503338,0,0,0,0,0.0355624052546032,0,0,0,0.11170020662654,0.0184762455408646,0,0,0,0.174282344156554,0,0,0,0,0.122634639579734,0,0,0,0,0,-0.0580462459261182,0,0,0.00987261737590103,0,0,0,0,0.0218964879461549,0,0
X600309.SH,0,0,0.176052010413302,0,0,0,0,0,0,0,0,0,0,0,0.460174270209713,-0.176658135356806,0.0661159110097799,0,0,0,0,0.0111741115560413,0,0,0,0,0,0,0,0.259177842965837,0,0,0.106318764278477,-0.586203357308988,0.0320158576079523,0,0,0,0,0,0,0,0,0,0,0.155159767688085,-0.0822955760828641,0.0751188042712299,0.181059465370224,0.0192261459535186,0.0662101579053884,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0489636368374426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158046012032606,0.343287926482998,0.0318573334354057,0,0,0,0,0,0,-0.0943094608324774,0,0,0,0,0,0,0,0,0,-0.0199572193632499,0,0,-0.136677482607805,0,0.115649789840769,-0.0139132005827115,0,0,0,0.00745474769742828,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.26437821832228,0,0,0,0,0,0,0.913544849939675,0.0749353870901498,0,0.203226019544529,0,0,0,0,0,0,0,0,0.255445551035363,0.437708513156157,0,0,0,0,0,0,0,0,0,0.00647312614782902,0,0,0,0.146846386311325,0,-0.0777316785742009,-0.025975614176792,-0.0201229911718443,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219503254018741,0,0,0,0,0,0,0,0.123544536067293,0,0,0,0.0826867188159035,0.0605481607974177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266598476050602,0,0.0764629868564341,0,0,0,0,0,0,0,-0.0166275603991529,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0985022422960316,0,0,0,0,0,0.0775660105972045,0,0,0,0,0,0,0,0.0176257771639509,0,0,0.0494030145792862,0,0,0,0.071115475448492,0,0,0,0,0,0.127505401317522,0,0,0,0.09574925893221,0,0,0,0,0,0,0.143311490425306,0,0,-0.0543884273742591,0,0.0451368976490101,-0.00532913047598262,0.00872984333845256,0,-0.0546637399952831,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0293068136153751,0,0,0,0,0,0,0.0407681837443541,0,0,0.112010580844689,0,0,0,0,0.116225246592246,0.131474561330352,0,0,0.00240319418165279,0.0603096433343557,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.048695439847221,0,0,0,0.12275251876164,0.0222747582425003,0,0.00942168821254322,-0.00413105727271052,0,0,0,0,0,0
X600188.SH,0,0,0.229550760913089,0,0.147040038115357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0951845753074546,-0.235441148817207,0,0,-0.0312566532485337,0.143867591768509,0,0,0,0,0.0951230793187466,0.0585359186388416,0,0,0,0,0,0,0,0.697775976846314,0.0242313321894586,0,-0.0238912601649585,0,0,0.067266462301998,0,0,-0.0292902038852243,-0.0229160832171591,0,0,0,0,0,0
X600688.SH,0.159301076404973,0.136927269808211,0.0574993857616295,0.00315401645104903,0,0,0,0.0399095001593568,0,0,0,0,0,0,0,0,0.155276083258047,0,0,0,0,0,0,0,0,-0.0415624453447592,0,0,-0.127909617103364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603534624373106,0,0.0277236416903426,0.088931384456136,0,-0.0183499194225,0,0.0242048427229257,0.00830144378776723,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0644557010895609,0,0,0,0.161846395914101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189583257501979,0.0673123962655052,0,0,0,0,0,0,0.0512379986004709,0,0,0,0,0,0,0.259168133801763,0,0,0,0,0.0191126868610771,0,0,0,0,-4.52879448681089e-05,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.135960183127136,0,0,0,0,0,0,0.0261328136188879,0,0,0,0,0,0,0,0.102404815495658,0.0842130481048086,0,0,0,0,0,0,0,0.00377202742887633,0,0.0111544890266048,0.0714559647255681,0,0,0,0,0,0,0,0.0116570306705363,0.0212362912985334,0.10646216520626,0,-0.00030360844066929,-0.00348048589575682,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0554226531158637,0.0988479698576169,0,0,-0.0740943062872898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822970059218579,0.587202734753919,0,0,0,0,0,0,0.20766373955055,0,0,-0.370530034306198,-0.687705566080825,0,0,0,0,0,0,0,-0.231837159249798,0.300306341880503,0,0.00735397658852941,0,0,0,0.0522223332250747,0.0210917009877699,0,0,0,0,0,0
X600362.SH,0,0,0.129352941746382,0,0,0.173379342092575,0,0,0,0,0,0,0,0.364799946251372,0,0,0,0,0,0,0.106004348073206,0,0,0,0,0,-0.0379625946462815,0.146868216762136,0,0,0,0,-0.0327156790215095,0,-0.0187511825792099,0,0,0,0,0,0.0992467343734324,0,0,0,0,0,0.0631766848364636,0,0,0.0168781393916541,-0.0144677756689832,0,0,0,-0.0634559673734066,0,0
X600886.SH,0,0,-0.00771874684105691,0,-0.0748515578967064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206710277931296,-0.0976085983515346,0,0,0.0679343664016941,0.153520479165143,0,0.113784594520249,6.93889390390723e-18,0,0.0861187198798866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186587072410168,0,0,0.00231629099264226,-0.0173498905336239,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.068428644839419,0,0,0.0620833139382992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523125119303818,0.134101645981418,0,0,0.0255983430189283,1.73472347597681e-18,0,0,0,0,0.156848951399917,0,0,0,0,0,0,0.174279822831508,0,0.0466008188696259,0,-0.0122582290784751,0,0,0.0109890066792098,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.0158001583688502,0,0,0,0,0,0,0,0,0,0,0,0,0.336192073653016,0,0,0,0,0,0,0.423284608948162,0,0,0,0,0,0,0,0,0,0.519845496996451,0,0,-0.153788972286682,0,0,0.0267476597131112,0,0,0.0994768146635811,0,0,0.0430132732040591,-0.0277440822497101,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.000104406820877109,0,0,0.0858376021935866,0,0,0,0,0,0,0,0,0.0870901428881004,0,0,0,0.106142618577336,0,0,0,0.125545859213744,0,-0.0553594938308713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778517425605784,0.0876570826071665,0.0808922794096543,0,-0.0147477816924882,0.00891706556017944,-0.0391597350274117,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181211160642051,0,0,0,0.0835393951953346,0,0.250797968535941,0,0.109610044309619,0,0,0,0,0,0.146702350452459,0,0,0,0,0,0.0281956844921316,0,0,0.283190533804597,0,0.166883847348811,0,-0.0142653151964325,-0.0212204736899656,0,0,0,0,0,0
X600027.SH,0,-0.0438112793549985,0,0,0,0,0.501825643741232,0.0445275718084682,0,0.0610370487910419,0,0,0,0,0,-0.0961025731922447,0,0.492393481598931,0,0,0,-0.0660574275934063,0,0,0,0.00449048805837976,0,0,0,0,-0.0713651967709157,0,0,0,0,0,0,0,0,0,0,0,-0.126740229764973,0.149348605858091,0,0,0.0409167957604772,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0020919844201178,0,0,0,0,0,0,0,0,0.273498202230796,0,0,0,0,0.144158780218417,0.320655534725022,0,0,0,0.349581045407813,0,0,0,0,0,0,0,0,0,0,0,0.0943181533520332,0,0,0,0,0,-0.0412384823684826,0,0,-0.106726897020791,0.0533111189976833,0,0.0208939018148965,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184969382991223,0,0,0,0,0,0,0,0.0287859361635441,0,0,0,0.0519392602669978,0,0.0553502348067126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140758056592379,0,0.0607124246473948,0,-0.0019422549697199,-0.00551314498563742,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.175270003014928,0,0,0,0,0,0,0,0,0,0,0,0,0.0357957894989178,0.0745299968588305,0.0990050940379034,0,0,0.100279587826067,-1.73472347597681e-18,0.103053022609193,0,0,0,0,0,0,0.00378629521629563,0,0,0,0,0,0,0,0,0,0.121249504747067,0.00567342684230704,0.280105608984958,0,0,-0.0460389225573099,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.0197184923442549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167477461813945,0,0.238857898674154,0,0.250360294925996,0,0,0,0,0.0167271643290416,0,0,4.33680868994202e-19,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0474518782351088,0.0111818490564812,-0.0351229429452226,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0490414224118467,0,0,0,0,0,0,0,0.0115728476900344,0,0.0820031486957109,0.189302217274429,0,0,0,0.0934508954469785,0,0,0,0,0,0,0,0,-0.181277542805294,0,0.0379047667152861,0,0,0,0,0,0,0.0916314157132594,0.405016451570731,0,0,0,0.0139503407490038,-0.0152064068824292,0,0,0,0,0,0
X000553.SZ,0,0,0,0.236782368304694,0,0.0380351346781909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241662792661834,-0.105831300696448,-0.0542980608356463,0,0.128142231072794,0,0,0.0768542667211298,0,0,0.00829180465134955,0,0,0,0,0,0,0.123420153500771,0,0,0,0,0,0,0,0,0,0.0628612217196965,0.332402992099368,0.1399763142285,-0.0393083111231002,-0.0078238603806994,0,0,0,0,0,0
X000786.SZ,-0.01872574668366,0,0,0.119815804962838,0,0.145514615284136,0.0856181800687439,0,0,0,0,0,0,0,0,0,0,0,0.196129517100989,0,-0.0801211535918744,-0.141425248929831,0.0403551742993668,0,0,0,0.377904280052753,0.0768188856646933,0,0,0.128060325926368,0,0,0,0,0,0,-0.41419547979341,0,0,0,0,0,0.091296165616665,0,0,0,-0.0436708130648594,0,0.0193232177837415,0,0,0,0,0,0,0
X002110.SZ,0,0,0,0,0.300785640883621,0,0,0,0,0,0,0.012079209259062,0,0,0,0.15294397838992,0,0,0,0,0,0,-0.0248047066768387,0,0,0,0,0,0,0,0,0,0,0,0,0.493314963478653,0,0,0,0,0,0,0,0.0801658295794329,0,0,-0.0691629599932602,0,0,0,-0.00579194921543416,0,0,0,0,0,0
