,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X600795.SH,X002271.SZ,X601600.SH,X601991.SH,X600027.SH,X600426.SH,X600803.SH,X000983.SZ,X600176.SH,X600362.SH,X601699.SH,X600348.SH,X000408.SZ,X600096.SH,X000629.SZ,X600995.SH,X000723.SZ,X000786.SZ,X600160.SH,X600141.SH,X000933.SZ,X600219.SH,X600985.SH,X600378.SH,X300073.SZ,X600157.SH,X002080.SZ,X600489.SH,X600801.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.79742086374669,0,0,0,0,0,0.0455294001392069,0,0,0,-0.00485355880928698,0,-0.0617787888850134,0,0,0,0,0,0,0,0.130091897442878,0,0,0,0,0,0,0,0.15533624613676,0,0,0,-0.00369887560597622,-0.06685069588209,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0104131747555902,0,0,0,0,0.023784967365307,0,0,0.0129046465011562,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.399341403782884,0.118736273771182,0,0,0.135103235962546,0,0.0828300970346586,0,-0.022902724949887,-0.165901758006586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234254447671117,0.0514379835066971,0,0,0,0,0,-0.140904201184501,-0.115608123305496,0,0,0.0492321886699274,0,0,0,0,0,0,0,0,0,0,0,0,0.00311189337358574,0,0,0,0,0,0,0
X600028.SH,0.468918601108874,0,0,0,0,0,0.0489821541727871,0,0,0,0,0.0245059963989283,0,0,0,0,0,0,0,0,0,0,0.0435035093534844,0,0,0,0.0592433714762374,0,0,0,0,0,0.016249264714905,0,0,0,0,0,0,0,0,0.0317116345662197,0,0,0,0,-0.00753737823614042,0.0826849244679189,0,0,0,-0.000634319507568068,0.00224268295823883,0,0,0,0,0,0
X600309.SH,0,0.0845670204338729,0,0,0,0,-0.0803168127095356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575826646026621,0,0,0.050460156058817,0,0,0,0.0679694822353863,0,0,-0.0464156450994409,0,0,-0.0137995513815678,0.00763381936620044,0,0.00858378012065351,0.101175261902013,0,0,0,0.109277339451599,0,0,0,0,0,0,0.018286835362767,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.532061973091586,0,0,0,0,0,0,0.155341521113267,0,0,0,0,0,0,0,0,0,-0.0559580039946888,0,0,-0.00303396250680566,0,0,0.0753276112868708,0,0,0.0886056558436223,0,0,0,0.0155101692552202,0,-3.46944695195361e-18,0.00361840257946184,0,0,0,0,0,0.0853213478309871,0,0,0,0,0,0,0,0,0,0.142861056054415,-0.0806377978164414,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.6930987002045,0,0,0,0,0,0.070654859035839,0,0,0,0,0,0,0,0,0,0,0,-0.0419305302194105,0,0,0,0,0,0,0,0.296848688533944,0,-0.0738039759253677,0,0,0,0,0.191871801312406,-0.0900669556546665,0,0,0,0,0,0,0,0,0.166859542612447,0,0.0444214548471347,0,0,0,0,-0.0908032906075122,0,0
X002460.SZ,0,0,0,0,0,0.305585410492263,0,-0.0850016412554408,0,0,0,0,0.0583090824224882,0,0,0,0,0,0.0874805463251853,0,0,0,0,0,0,0,-0.229604907254601,0,0,0,0,0.0278288153577689,0,0,0.0583504105241948,0,0.101568783945556,0,0,0.0500786740916349,0.101404156043815,0.0685333836969617,0,0,0,0,0,0,0,0.0512267962505253,0,0.0615374274946574,-0.053217172606136,0,0,0,-0.0906665038175919,0,0
X600585.SH,0,0,0,0,0,-0.0206440863339241,0,0,0,0,0.0517812165343358,0,0,0,0,0,0,0,0,0,0.0772908631829719,0,0,0,0.0285767690703655,0,0,0,0,0,0,0,0,0.0758224778104287,0,0,0,0.0538041017505072,0,0,0.0113624818964452,0,0,0,0,0,0,0,0.465201827512317,0.0136903622148522,0,0.0409538206698522,0.0287245094205263,0,0,0,0,0,0
X601898.SH,0.0462900869661419,0.0737820414025494,0,0,0,0,0,0,0,0,0.0379789957557627,0,0,0,0,0,0,0,0,0,0,-0.0733008992463782,0,0,0,0,0,0.281857282912909,0,0,0.0517574550956989,0,0,0.164893848966641,0,0,0,0,0,0,0,0.136521291530645,0.00952193209161182,0,0,0.067439707690922,0,0,0,0.181842881679781,0,0,-0.020176001577696,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.233980847794527,0.0773169526146501,0,0,0,0.0683339596546639,0,0,0.0936462598604802,0,0,0,0,0,0,0,0,0,0.0041185314086545,0.0632010995886127,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0353306998402011,0.0356692230795052,0,0,0.179899497005455,0,0.0272629541039759,0,0.164440016737143,0,0,0,0,0,0,0,0,0,0.0234365409254881,0.0186591574047493,0,0,0,0,0,0
