,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600688.SH,X600795.SH,X000786.SZ,X600126.SH,X002466.SZ,X600529.SH,X600111.SH,X600027.SH,X600299.SH,X601992.SH,X600176.SH,X600315.SH,X002353.SZ,X600426.SH,X002075.SZ,X002080.SZ,X000723.SZ,X600486.SH,X600612.SH,X600219.SH,X601158.SH,X600516.SH,X000898.SZ,X000932.SZ,X000883.SZ,X002409.SZ,X000959.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174349409370037,0,0,0.00183216252732151,0.0687778604393658,0,0,0,0.226193496789279,0,0,0,0.00549290203383544,0,0,0,0,0,0,0,0.0903863209396419,0,0,0,0.010478539303102,0.0269204854888132,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.017989008845433,0.002449645934649,-0.0104897677487577,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0604608148285172,0,0,0,0,0,0.0252757556593497,0,0,0,0,0,0,0,0,0,0,0.0362022025071874,0,0,0,0.103787594416063,0,0,0,0,0.0988000579839624,0,0,0,0.0644031696492888,0,0,0,0,0.0475331811874342,0,0,0,0,0,0,-0.0030414987470553,0.00509693448888883,-0.00725424999108372,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.0618024177347017,0,0,0,0,0,0,0,0,0.240287671549396,0,0,0,0,0,0,-0.0376085785267592,0,0,0,0.0830575637223151,0,0.199850094668928,0.0191770650161386,0,0.0745883257677439,0,0,0.0967824824166961,0,0,0,0,0,0,0,0,0,0,0.0408194859195667,-0.0615222922693817,0.0158780534435718,-0.0245635217267727,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0468634443916303,0.04377880341158,0,0.111555342095385,0,0.00670081056742661,0,0.539631092044868,0,0,0,0,0,0,0,0,0,0,0.0133777310793412,0.010500561376897,0,0,0.000823560441237719,0,0,0,0,0,0.0555689668893777,0,0,0,0,0.0303835073890649,0,0,0,0,0,0,0,0,0,0,-0.0107281720566776,0.0118186828087889,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.103342151276532,0,0,0,0.0413875386057262,0,0,0,0,0,0,0,0,-0.0449860890348327,0,0,0.0909738063053529,0,0.0153992628061523,0,0,0,0,0,0.0380709185935967,0.0369897121476592,0,0.302170979878522,0,0,0,0,0,0,0,0,0,0,0,0.089724786758383,0,0.00387514248454451,0,-0.00528674294163628,0.0048999130881369,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0145768272783704,0,0,0,0,0,0,0,0,0,0,0.46587259153957,0,0,0,0,0,0,-0.00799260092534065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242598846019679,0,0,0,0,0,0,-0.0420724143700474,0,0,-0.056011369828608,-0.0163733206492489,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0515869937685974,0,0,0,0.00586021282562842,0,0.0871609489937473,0,0,0,0,0,0,0,0,0,0.0124974796637776,0,0,0,0.0105632705978058,-0.0135199785162937,-0.0613586871097685,0,0,0.110682667621741,0,0,0.110303452657564,-0.0308526809421379,0,0,0.032716388294038,0,0.121179715387841,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00387551071206526,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.13973017952654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914189033050369,0,0.220978362525371,0,0.0275717825503918,0,0,-0.25745466201186,0,0,0.242611736298984,-0.0446636291511021,0,-0.0704144890670804,0.0412718479530204,0,0,0,0,0,0,0,0,0,0,-0.105696822594241,0,0,-0.104304059779434,-0.0020979729037125,-0.0173865497428678,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.113256999404616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870003616102577,0,0.0988146399953064,0,0.192237396984064,0,0,0.0583583198979419,0,0,0.0537645522926097,0.0622741451730763,0,0,0.126306573208096,0,0,0,0,0,0,0.135457944440058,0,0.216982632848656,0.0605452396227621,0.00507767078553198,-0.0184166571019172,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706201479272601,0,0,0,0,0,0,0,0.0832066993873402,0,0.0748218378475178,-0.0614615904552118,-0.0796876764944045,0.0281272186318442,0,0.247877569374295,0.212976435385852,0,0,0,0,0.0141477065052308,0,0,0,0.0736258217328633,0,0,0,0,0,0,0,0,0,0.124452082017871,0,0.0281792304064009,-0.00955122070188963,0,0,0,-0.245417095529848,0,0
X002271.SZ,0,0,0,0.353319096607102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225531037647746,0,0,0.0771022084019753,0.0173330472961435,0.167964076667833,-0.0468187387767024,-0.145971165623969,0,0,-0.00182872658811504,0.0522527277919146,0,0,0,-0.00256289904157267,0,0.137182127236436,0,0,0,0,0,0,0,-0.0457579668249522,0,0,0,-0.0023343603417448,-0.00404681298356437,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0101577484151303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416708961670476,0,0,0.109701989850657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228437249466701,0,0.0321552299777385,0.0531462324962978,0,-0.00194613724381351,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0252932650044547,0,0,0,0,0,0,0,0,0,0,0,0,0.0204752711628123,0,0.290352106761,-0.0449077887320049,0,0,0,0,0.0930823148615549,0,0,0,0.0464050177406734,0,0,0,0.183788936593705,0,0,0,0,0,0,0,0,0.022873809609805,0,0,0.0344506719188303,0.0196005247368404,-0.0067515565303938,0,0,0,0,0,0
