,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600111.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X601158.SH,X000898.SZ,X600583.SH,X000709.SZ,X000792.SZ,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X000825.SZ,X600489.SH,X000629.SZ,X600547.SH,X000630.SZ,X600549.SH,X600808.SH,X600352.SH,X600660.SH,X000831.SZ,X601699.SH,X600578.SH,X600008.SH,X000959.SZ,X000983.SZ,X002470.SZ,X600098.SH,X600315.SH,X600307.SH,X000937.SZ,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.618053636290453,0,0,0,0,0,0,0,0,0,0,0,0,0.0712733335924064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356806123552407,0,0,0,0,0.0129393428007208,0.0292263127084474,0.00719706633210322,-0.0100000145036757,0,0,0,0.0852241171900142,0,0,0,-0.0198225366109736,0,0,-0.040035139932215,0,-0.102163707665657,0,0
X600028.SH,0.604867610926385,0,0,0,0,0,0,-0.0300507500744102,0,-0.0282804979693984,0,-0.0888654862624683,0,0,0,0,0,0.3249617955511,0,0,0,0,0,0,-0.0510120396112888,0.111257322881374,0,0,0,0,0,0,0.0483050366421581,0,0.0457588690630929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180654655920862,0,0.0023578252296708,0,0,-0.0581710785652513,0,0
X601088.SH,0,0.0808772275095652,0,0,0,0,0.157500649265654,0,0,0,0,0,0,0,0.147672645333901,0,0,0,0.0788265994390353,0,0,0,0,0,0,0.0506274881451399,0,0,0,0,0,0,0,0,0,0,0,0.0769923078527869,0,0.0256807084155343,0.0149870020528033,0,0.123802396149763,0,0,0,0,0.0262964972642236,0,0,0,-0.0118032979184855,3.639209435058e-05,0,0,0,0,0,0
X600011.SH,0.0300365606199885,0,0,0,0,0.188109667362955,0,0,0,0,0,0.0273062758525017,0,0,0,0.28878032653798,0,0.178042783945506,0,0,0,0,0,0,-0.0951560594458324,0,0,0,-0.0559896979587171,0,0,0,0,0,0,0,0,0.0948837225901509,0,0,0,0,0.0361605518320403,0,0,0,0,0,0,0,0,0.0145851826154885,-0.0354714144763179,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.200483636603242,0.035486458246021,0,0,0,0.116667238465715,0,0,0,0,0.00706329228358835,-0.0215287941142052,0,0,0,0,0,0,0,0,-0.0137249612975117,0,0,0,0,0,0,0,0.0818483207895762,0.0987287329217675,0,0,0,-0.0324714668266087,0.0243783917899657,0,0,0,0,0,0,0,0,-0.0200454367143371,0,0,0,0,-0.087315874083303,0,0
X600019.SH,0,0,0,0.0626807215640975,0,0,0,0,0,0,0,0.0499346828778903,0,0,0.051667279242042,0.0475632156965741,0,0,0,0.0025398149842368,0.318067403616832,0,0.12347533712414,0,0,0,0,0.0847540688305637,-0.0194132027769868,0,0.157272669895944,0,0,0,0,0,0,0,0,0,0,0.104463043315235,0,-0.0843655313520107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.328682390553233,0.0423352108633993,0,0,0,0,0.0484173589718156,0,-0.00209819982431401,0,0.0946035995367191,0,0,0,0,0,-0.00803813627961276,0,0,0,0,0,0,0,0,0,0,0,0,0.107818743435874,0.164764041121708,0,0,0,0.0983759298980743,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0157913950598675,-0.0172465128602604,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0871966429166473,0,0,0,0,0,0,0,0.0399194645740423,0.0934380310333505,0,0,0.0586448781148845,0,0,0,0.0239917974957499,0,0,0,0,0,0.0737230772202051,0,0,0,0,0,0.0779241898903699,0,0,0.0921171436603487,8.67361737988404e-19,0,0,0,0,0.00216964370131395,0,0,0,0,0,0.001034117334603,-0.0338340369162034,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374095071325704,8.67361737988404e-19,0,0,0,0,0,0.136279722309871,0,0,0,0,0,0,-0.0150596013387925,0.000565040219468801,0,0.175064181818864,0,0,0,0.0355041800150088,0,0,0,0.111044729024832,0,0,0,0,0,0,0,0,0,0,0,0,0.0211039888219206,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358558099273956,0,0,0,0,0.168397858690822,0,0.235903518331317,0.0508253951873483,0,0,0,0.0244138735924047,0,0,0,0,0.139460039515805,0,0,0.310376410346762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933508741681862,8.67361737988404e-19,0,0,0,0.0909576472179083,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.116742118289325,0,0,0,0,0,0,0,0,0.0643428844141509,0.0164394522281697,0,0,0,0,0,0.000698246756080069,0,0,0.0632536818455163,0.0169255667090005,0.0208595252486334,0,0,0.259439262370221,0,0,0,0,0.0562222342845766,0,0.0259951590920646,0.0264344276435433,0,0.016997432276327,0,0,0,0,0,0,0,-0.0204341629864392,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.035863120980741,0,0,0,0,0,0,0,0,0,0,0.12213562122356,0.212852609570385,0,0,0,0,0,0,0,0.0744773846195344,0,0,0,0.00919314991071203,0,0,0,-0.0880673084528478,0,0,0,0.0449813172823744,0,0.149724957771334,0,0,-0.0507253236635285,0,0,0,0,0,0,0,0.116130391359719,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600795.SH,0,0.133279862789825,0,0,0,0,0,0,0,0.0151500538421525,0,0,0,0,0,0.0162161759505803,0.0248603616155871,0,0,0,0.205734788054671,0,0,0,0,0.0990431772250627,0,0,0,0,0,0,0,0,0.0109664741376794,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0139461569008145,0,0,0,0.0211085574079784,0,0,0.0128734401589808,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.21772125820439,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.193551323649782,0,0,0,0,0,0,0,0,0,0,0.107689151154606,0,0,0,0,0.258061608979952,0,0,0,0,0,0,0,0,-0.00222692422439178,0,0,0,0,0,-0.00281372068051504,0,0,0,-0.0303056641283646,0,0
X600188.SH,0.22062105237064,0.197736008634556,0,0,0,0,0.152436314902495,0,0,0,0,0,0,0,0,0,0,0.250955603467102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773647265619018,0,0.0859011505011308,0,0.337606752878771,0,0,0,-0.0206603641844963,0.0316935552108769,0,0,0,0,0,0
X600027.SH,0,0,0,0.238942664545821,0,0,0,0.161692075854515,0.0315058767317175,0.0141390576675739,0,0,0.0241622590597671,0,0.0451709860072044,0,0,0,0,0,0.1990289299804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877757671187187,0,0,0,0,0,0,0.0148000999007414,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0194341506012963,0,-0.122424971970164,0,0,0,0,0,0,0,0,0,0,0,0.14009223347185,0,0,0.00425178013687384,0,0,0.112945881327656,0,0,0,0,0.236498183308502,0,0,0,0.0650223287336925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00798458071142636,-0.00556912749742012,0,0,0,0.00233767630566514,0,0
X600688.SH,0,0.149135446782688,0,0,0,0,0,0,0,-0.00700401229208559,0,0,-0.0141448243387712,0,0.240155327955089,0,0,0,0,0,0,0,-0.0972514704864718,0,0,0.0907383267426842,0,0.210180040499846,0.0283337124636388,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0126953057619459,0,0,0.0634700121534997,0,0.14592125660566,0,0,0,0,0,0.0147123464135579,0.0140409267321945,0.177607003168634,0,0,0,0,0
X601992.SH,-0.206978478746852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124144482552102,0,0,0.260234145216818,0,0,0,0,0,0,-0.14148983698691,0.258125102093373,4.33680868994202e-19,0,0,0,0.0495952237329571,0,6.93889390390723e-18,0,0.0963241955695363,0.0517371724265974,0,0,0.112227992494466,0,0,0,0,-0.0327786996204494,-0.00769306881327891,0,0,0,0,0,0
