,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X000301.SZ,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X002271.SZ,X000708.SZ,X600010.SH,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X000629.SZ,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X600348.SH,X000983.SZ,X601991.SH,X000786.SZ,X600803.SH,X002080.SZ,X600096.SH,X000723.SZ,X300073.SZ,X600160.SH,X601699.SH,X600027.SH,X600141.SH,X600219.SH,X600378.SH,X600157.SH,X600801.SH,X600549.SH,X002353.SZ,X002407.SZ,X600295.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.142427948710244,0,0,0,0,0,0.01238771974215,0,0,0,0,0,0,0,0,0.0928091713713314,0,0,0,0,0,0,0,0.00382788066629063,0.0994514648976152,-0.083837325408888,-0.125897393196589,0,0,0,0,0,0,0.110993740663732,0,0,0,0.0475938477236299,0,0,0,0,0,0,0.0841628353122981,-0.009401871891069,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,-3.46944695195361e-18,0.168477509066678,0.054020231958078,0,0,0,0,-0.204359921895775,0,0,0.0133088428320104,0,0,0,0,0,0,0,0,0,-0.06628739654091,0,0,0,0,0,0.101206877985736,0,0.00725388857091464,0,0,0,0.13853264138651,0,0,0.327646434339345,0,0,0,0,0,0,0,0,0.0824043261536157,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0203361109651193,0,0,0.0307662922536203,0,0,0,0,0.0354649109330874,0,0,0,0,0.0315531269133431,0,0,0,0,0,0,0.0833621158097356,0,0.0141426055914371,0.0120914011756715,0,0,0,0,0,0.0159248023426512,0,0,0,0,0,0,-0.0112380493846572,0,0,0,0,0,0,0.094165073164197,0,0,0,0,0,0.0235085768275267,0,-0.0194421415472165,0,0,0,0,-0.0157572357985249,0,0
X600309.SH,0,0.10540831401947,0,0,0,0,0,0,0,0,-0.0605471661016928,0.0184338955499388,0,0,0,0,0,0.00542318477804851,0.158477751702928,0,0,0,0,0,0,0,0,0,0.0208340380455621,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0586664128925877,0,0,0,0.0289703347565837,0,0,0,0.0242745962895282,-0.0166177884828089,0.039919948687351,0,0,0.00247530420367074,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.650123394747169,0,0.0374826635412392,0,0.019057055360659,0,0,0.0196212220521015,0,0,0,0.0584843186721837,0,0,0,0,0.0501711434930576,-0.218985398291486,0,0,0,0,-0.0471703908056389,0,0,0,0,0,0,0,0,0,0,0,0.101194659936083,0,0,0,0,0,0,0.135399858524255,0,0.124849981982731,0,0,0,0,0,0,0.0239667616149088,0,0
X600188.SH,0.0533414509023483,0.0702491593257534,0,0,0,0,0,0.123661461051441,0,0,0,0.299680213587248,0,0,0,0,0,0,0,0,0,0,-0.0284251512964454,0.0643306780778046,0,0,0,0,0,0.0753034574945427,0,0,0,-0.0044209850031424,0,0,-0.00798698546114204,0,0.355580766912384,0,0,0,0,0,0.000957132965376451,0,0.0692583551031491,0,0.0180796096200251,0,0,0,-0.0440005576093001,0,0,0,-0.00124514876010908,0,0
X002460.SZ,0,0,0,0,0.133183118702615,0,0,0,0,0,0,0,0.0436104553173815,0,0,0,0,0.187450290087023,0,0,0.0848334586157748,0,0,0,0,0,0,0,0,0.00887734117490874,0,0,0,0.033721068556084,0,0.0531060785213167,0.0867071338639621,0.0714537233403585,0.0864962166299092,0,0,0,0,0,0,0,0,0.0860985055134474,0,0,0,0,0,0,0,0,0.0621882527764377,0,0
X600585.SH,0,0,0,0.0105996495090944,0,0.117992369086284,-0.0280241563428515,0,0,0,0,0,0,0,0,0.127496801412229,0,0,0,0,0.0595253788773804,0,-0.0315767691135442,0,-0.0665308144474786,0,0,0,0.000748599699052893,0,0.144253944855537,0.0852927588492812,0,0,0,0,0,0,0,0,0,0,0,0,0.226703945186377,0.0421714557400304,0,0,0,0,0,0,-0.0397611961568496,0,0,0,-0.011284953597786,0,0
X000792.SZ,0,0,0,0,0.31450711007195,0,0,0,0,0,0,0,0,0.0780185126181229,0.00930468380657515,0,0,0.0612277776641896,0,0,0,0,0,0.112602908414857,0,0,0,0,0.0948285429840212,0,0,0.00945400449060231,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.225400086011849,0,0,0,0,0,0,0,0,0,-0.0529530467166532,0,0,0,0,-0.0297220647668099,0,0
X600019.SH,0.0310962834958764,0,0,0,0,0,-0.0218593825692647,0,0,0,0,0,0,0.114140927709939,0,0,0,0.0671222277884359,0,0,0.0704259760119747,0,0,0.0619955051684365,0,0,0,0,0,0,0,0.0179705586629276,0,0,0,0.159076506138931,-0.0246338546062341,0,0.0650966699247575,0,0,0,0,0.0382328572333042,0,0,0.0429240723239078,0,0.0170996696384723,0,0,0.0337725127295156,0,0,0,0,0.022545994814572,0,0
X000301.SZ,0,0,0,-0.0177652785358435,0.0103464779390937,0,0,0,0,0,0,0,0,0,0,0,0,0.158817435752184,0,0,0,0,0,0,0,0,0,0.439979797534238,0.0738295705372607,-0.0144092239154689,0,-0.0736194963825178,0,0.105835067975445,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0158025710987159,0,0,0,0,0.151968893098053,0,0
X601898.SH,0.0492910168645678,0.199626493547671,0,0.0994363046884945,0,0.0240410527132876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401206145652767,0,0,0,0,-1.73472347597681e-18,0.30666597998834,0,0,0,0,0.24641438427566,0,0,0,0,0,0,0,0,0.0590645901914421,0,0,0.0420342204960494,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00938186511898711,0,0
X600111.SH,0,0,0,0,0,0,0.15592141911123,0,0,0,0.278528649494175,-0.0241215619760379,0,-0.00256341203170554,0,0,0,-0.0169873966482787,0,0,0.144099320161539,0,0,0,0,0,0,0.171685619032337,0,0,0,0,0,0,0,0.239439709223767,0,0,0,-0.0288173571493049,0,0,0.299275883940234,0,0,0.16248309392807,0,0,0,0,0,0,0,0,0,0,0.0444519345619667,0,0
X600011.SH,-0.291966809692288,0,0,0,0,0,0,0,0,0,-0.217487065017253,0,0,0,0,0.503376516255797,0,0.271507475292876,0,0,0.37791366756666,0,0,0.0445752700704579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06687520949242,0,0,-0.123100509346349,0,0,0.0199035273809867,0,0,-0.0605144596845781,0,0,-0.0901676077656877,0,0,0,0,-0.0977991189110572,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845534776924105,0,0,0.266075701113373,0,0,0,0,0,0,0.11292119861883,0,0,0,0,0.112944415018193,0,0,0,0,0.0663708629647709,0,0,0.0335880586196347,0,0,0,-0.106183567242629,0,0,0,0,0,0,0.0970899705566297,0,0,0,0,-0.078999539927085,0,0,0,-0.00201219702785648,0,0
X002271.SZ,0,0,0,0,-0.0166606510672269,0,0,0,0,0,0,-0.226899877715577,-0.0766405121207799,0,0,0,0,0,0,0,0,0,0.0251958315330839,0,0,0,0,0,0.349699806610338,0,0,0.926677711959031,0,-0.0180027561976164,0,0,-0.0222626414517032,0,0,0,-0.0419663241183636,0,0,-0.272295747256113,0,0,0,0,0,0,0,0.00349808687158035,0,0,0,0,0.0256189612949446,0,0
X000708.SZ,0,0,0,0,0,0,-0.0550133111603806,0.0224861669249594,0,0,0.079691112623033,0,0,0,0,0.0422889054337641,0,-0.0995204571265343,0,0,0,0,-0.0537070457932792,0,0.14230185235543,0,0,0.0730008161205288,0,0,0,0,0,0,0,0,0,0,-0.0437085656892043,0,0,0,0,0,0,0.0508049884136806,0,0,0.0659227336801212,0,0,0,0.0413334321357367,0,0,0,0.0246767717891324,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0126481085314322,0,0.245861605402819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707200442820919,0,0,0,0,0.134104109608303,0,0,0,0,0,0,0,0,0,0,0,0.363299067293433,0,-0.230747817565476,0,0,0,-0.00974113109805892,0,0,0,0,0.015439378104762,0,0
X000877.SZ,0,0,0,0.0828628087950265,0,0,0,0,0,0,0,0,0,0,0,0,0.0338759164346195,0,0,0,0,0,0,0,0.108121952704937,0,0,0,0,-0.00744961051548101,0,0.222496025595419,0,0,0,0,0,0,0,0,0,0,0.0249297549934604,0,0,0,0,-0.0533446711808807,0.0351595223157869,0,0,0.0504272329777527,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496967547950134,0,0,0,0.00454309873699199,0,0,0,0,0,0,0,0.0559725597996896,0,0,0,0,0,0,0,0,0.0880933991954617,0.0937001183427013,0,0,0,0,0,0.0719615474343547,0,0,0,0,0,0,0,-0.0357605655941474,0,0
X601600.SH,0,0,0,0,0,0,0.0721451614830184,0,0.04069665522448,0,0,0,0.0861104170785583,0.0315862554976905,-0.0233917831310118,0,0.0483717106489217,0.109901252734457,0,0,0,0,0,0,0.10887592113772,0,0.10065941527718,0,0,0.0611578985193726,0,0.00136594403422288,0,0,0,0,0,0,0,0,0,0.15761354560667,0,0,0,0,0,0,0.151688073971851,0,0,-0.0271991955586016,-1.73472347597681e-18,0,0,0,-0.0311015586875698,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.3451673371096,0,-0.0211198950145616,0,0,0.0244741715669407,0,0,0,-0.0217064998811667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737689565621452,0,-0.0212033597645893,-0.0120496678116037,0,0,0,0,0,-0.0478752866560112,0,0,0,0,-0.0860847273515059,0,0,0,-0.0392844463210193,0.0267001699941516,0.0395488952510027,0,0,0,0,-0.007379349961785,0,0
X600795.SH,0,0,0,0,0.0658843119518766,0.18358152717606,0,0,0.109214911508038,0,0,0.0497862929705075,0,0.268257305409247,0,0,-0.2125852741897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728007460613935,0,0,0,0.0320031053063759,0,-0.0086103337536215,0,0,0.132751675444622,0,0,0,0,0,-0.152979948807273,0,0,-0.104370916456436,0,0,0.0426411073129337,0,0,0,0,0.0239980294186133,0,0
X000629.SZ,0,0,0,0,0,0.212240133898105,0.131783744391289,0,0,0,0,0,-0.237060290151987,0.188481535859334,0,0,0,0,0,0,0,0,-0.283918980872044,0,0,0,0,0,-0.102002292663995,0,0,0,0,0,0,0,0.114128242446842,0,0,1.73472347597681e-18,0.205658240762037,0,0.147806304692873,0,0,0,0,0.25312265692714,0.350031705342521,0,0,0,0.112429306457649,0,0,0,0.129483151032751,0,0
X600426.SH,0,0,0,0.0351219572363459,0,0,0,0,0,0,0,0,0.110916843344401,0,0,0,0.0652186310407886,0,0,0,0.0572580005006452,0,0,0,0,0,0,0,-0.121212965306845,0.166701193016188,0,0.0112802424080149,0,0,0.0467548293496494,0,0.180603692823506,0.061183093447596,0,0,0.15874241101785,0.141442790793301,0,0,0,0,0,0,0,0.16863623887902,0,-0.0380127715035191,0,0,0,0,-0.0714931170173216,0,0
X600176.SH,0,0,0,0,-0.0263749569289461,0,3.46944695195361e-18,0,-0.0290552881892226,0,0,0.227479791558305,0,0,0,0,0,0.116227783852013,0,0,0,0,0,-0.0391490323440518,0,0,0,-0.00680052649454964,0.0117043037358593,0,0,0.28173564257095,0.0422001448152014,0,0.0163429613162569,0,0.00930488629308538,0,0,0,0,0,0,0,0,0,0,0.0986979371686306,0,0.0681937857100763,0,-0.0333067553716452,-0.0564145667431578,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0466300929038035,0,0,0,0,0,0.0174259205292763,0,0,0,0,0,0,0,0.0938892528733148,0,0,0.0428465818021387,0.00553350656293571,0,0,0.0301796793099338,0.0943809546491685,0.114646807725463,0,0,0,0.0291801707012121,-2.16840434497101e-19,0,0,0,0,0,0,0.307328417761695,0,0,0,0,0,0,0.0225093126082124,0,0,-8.67361737988404e-19,0,0,0,0,0.00991257553320537,0,0
X000408.SZ,0,0,0,0,0.172647826448556,0,0.216307688645945,0,0.131934683278337,0,0,0,0.0470417463013819,-0.183473533110657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237080733288223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894299305649921,0.0969619565756248,0,0,0,-0.0878377563633181,0.0757002663435481,0,0,0,0,0,0
X600348.SH,0,0,0,0,-0.333461995948604,0,0,0,0.193325083671415,0,0.28307416201587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199325264184659,0,0,-0.0608713995335049,0.33731404041735,0.666079300200373,0,0,0,-0.109500063129224,0,0,0.308576512626432,0,0,0,0,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.129777337544714,0,0,4.33680868994202e-19,0,-0.021708475570446,0.333681525529023,0,0,-0.0106895342906376,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378764345144864,0,0,0,0,0,0,0,-0.0364515119826852,0,0.765182156079655,0,0,0.107551755806344,0.0684675277352961,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140480380755097,0,0
X601991.SH,0,0,0,0,0,0,-0.131466227988748,0.0617090762752485,0,0,0,0.0601125335582154,0,0.00992969570283665,0,0.0534061477778337,0,0,0,0,0,0,0,0,0,0,0,0.0773558651624539,-0.0180515689042173,0,0,0,0,0,0.128678538704728,0,0,0,0,0.430788894598324,0,0,0,0,0,0,0,0,0,0,-0.0369379411697198,-0.0261649555461722,0,0,0,0,0.0227621026849606,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0109485839137073,0,0,0,0.548936956188933,-0.0960344616952211,0,0,0,0,0,-0.0387937854744013,0.122851546602326,0,0.419110560210084,0,-0.0832707949304926,-0.00191393663241286,0,0,0,0,0,0,0,0,0,0.0197868702378375,0,0,0,0,0,0,0,0.0855960571163244,0,-0.0255679282877395,0.00100437188654267,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0.0995293929867099,0,0,0,0,0,0,0.173633925463623,0,0,0,0,0,0,0,0,0,0,-0.0284939395395197,0,0,0,-0.0403416037973165,0.0522107513818246,0.0412336518050816,0,0,0,0.0227611163928842,0,0,0,0,0,0,0,0.0171907119985268,0,0,0,0,0,0.00850584693483057,0,0,0,0.0111467872595274,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,-8.67361737988404e-19,0,0.140383017801142,0,0,0,0.0289367504638427,0,0,0,0.154037028514701,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260602488073716,0,0,0.086361147060853,0,0,0,0,0,0,0,0.108994159112321,0,0,0,0,0.0496491421336364,0,0,0,0.0325084201189683,0,0
X600096.SH,0,0,0,0,0,0.183124727971805,0,0.0871672353055083,0,0,0,0.111325895799214,0,0,-0.0683310949917018,0,0.0196261912588072,0,0,0,0,0,0,-0.0360953933838318,0,0,0,0.0017368812571784,0,0,0,0,0,0,0,0,0.0388480303221301,0,0,0,0.876098124089894,0,0.0706863281656799,0,0,0,0.105167003079644,0,0,0,0,-0.0160901779767672,0,0,0,0,-0.00943601458675217,0,0
X000723.SZ,0,0,0,0,0,0.00533627289239596,0,0,0,0,0,0,0.150508075468434,0,0,0,0,0.0986008401891435,0,0,0,0,0,-0.0533882629296593,0,0,0,0,0,0,0,0,0,0.059176500775702,0,0,0,0.10042363857285,0,0,0.0879015277820332,0,-0.0481487107513791,0,0,0,-0.011412215281907,0.261664746671915,0,0,0,0,0,0,0,0,0.0397280803284222,0,0
X300073.SZ,0,0,0,0,0,0,0.162601411155695,0,0,0,0,0,0,0.0541048438577597,0,0,0,0,0,0,0,0,0,0.206563289147937,0.0959559900145188,0,0,0.0134132137438997,-0.0663937522631966,0,0,0,0,0,0,0,0,0.0694379989972634,0,0,0,0,0,0,0,0,0,0.149443065673358,0,0,0,-0.110771629622054,0.108215618479956,0,0,0,-0.00428544161545892,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0596928672662318,0,0,0.0451578869371026,0,0,0,0,0,0,0,0.0422246446994507,0,0,0,0,0.0613954922098184,0,0,0,0,0.10749809271536,0,0,0.151469159589336,0,0,0,0,0,0,0,0,0.205859032207717,0,0,0.258373344241695,0,0,0,0.0249350985406321,0,0,0,-8.67361737988404e-19,0,0
