,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X601992.SH,X600309.SH,X000539.SZ,X000027.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X000883.SZ,X002470.SZ,X600352.SH,X600021.SH,X600660.SH,X601918.SH,X000792.SZ,X600098.SH,X600623.SH,X600489.SH,X600863.SH,X300072.SZ,X002004.SZ,X600022.SH,X600547.SH,X600578.SH,X600808.SH,X000629.SZ,X600008.SH,X600307.SH,X000060.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.687543818639136,0.131017414875549,0,0,0,0,0,0,0,0.038339875598336,0,0,0,0,0,0,0,0,0,-0.0779744392562382,0,-0.0361024406415479,0,0,0,-0.00232650341381281,0,0,0,0,0,0.0559161499490177,0,0,0.010533627596308,0,3.46944695195361e-18,0,-0.0042889569430443,0,0,0,0,0,0,-0.00131721073091772,0,0,0,-0.0203905952582876,-0.0202290697455345,0.0687201945086932,0.0386192803185256,0,0,0,0
X600028.SH,0.207890675349837,0,0.208455655578874,0,0,0,0,0,0,0,0,0,0,0,0.00719252355014748,0,0,0,0,0.150506487449826,0,0,0,0.0479182407874358,0,0,0,0,0.0200429952371675,0,0.0704281381888436,0,0,0,0,0.0159139879790563,0.0575951074291418,0.00226500902788804,0,0,0,0,0,0,0,0,0.0400451562064081,0,0,0,-0.00899483609921707,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.12440691339605,0,0,0,0,0,0.173614283074048,0,0,0,0,0,0,0,0.308829914102805,0.197987277919093,0,0,0,0,0,0,0,0.0501973316370669,0,0,0,-0.0477461333795801,0,-0.0364435195673938,0,0,0,0.0228265785526097,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,-0.0162139265698799,0.00301662096797385,0,0,0,0,0,0
X600011.SH,0,0,0.109460500372294,0,0,0,0,0,0,0,0,0.437496524030513,0.161501263089571,0,0,0,0,0,0,0,0.0621539035896977,0,0,0,0,0,0,0.018912301051174,0.191959269110282,0,0,0,-0.0581011631902676,0,-0.0563373042590598,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00580093154173748,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0449057823049248,0,0,0,0,0,0,0.0586736055850793,0,0,0,0,0,0.191499943537227,0,0,0,0.204839455161282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027571027267129,0,0,0,0,0,0.188460380620024,0,0,-0.00165002906579374,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.16530189346665,0,0.0415317837660197,0,0.067308507312555,0,0.00542048934686578,0.241260159401079,0,0,0,0.0924166788195428,0,0,0,0,0.113027199249553,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0071916178064041,0,0,0,0,0,0,0,-0.0405624979145753,0,0,0,0,0,0,0
X600585.SH,0,0,0.143533925329437,0,0,0.12452153982484,0,0,0.216506085955281,0,0,0,0,0.115303616150306,0,0,0,0.0712208648452503,0,0,0,0.141463374838765,0,0,0,0,0,0,0,0,0,0.0567031765237042,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0125775238764105,0,0,0,0,0,0,0
X601898.SH,0,0,0,-0.0437397789803571,0,0,0,0,0,0.295386448449731,0,0,0,0,0.103979752927715,0,0,0,0.106030452278099,0.0713576534270427,0,0,0,0.050088519553917,0,0,0,0,0,0.0549294302334364,0.188528069938979,0,0.0859989312388951,0,0,0.0309914431797351,0.147450830792481,0,0,0,-0.286062214326873,0.0581526312133875,0,0,0,0,0.0584618467214212,0,0,0,-0.0237847609707258,0,0,0.13917181321017,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.27130634369063,0.179776350167206,0,0,0,0,0,0,0.0536983394820193,0.0968636130671062,0,0,0.097647600478465,0,0,0,0,0,0,0,0,0,0.0757653091413919,0,0,0,0,0,0,0,0,0.0163728212732378,0,0,0.0352754427954478,0.00569765382277088,0.0286615769589936,0,0,-0.0141575343982437,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.179940222519335,0,0,0,0,0,0,0.0825672806364567,0,0,0,0.144541181724194,0,0,0,0,0.104289869264865,0,0,0,0,0,0,0.0335958775541345,0,0,0,0,0.102239596738849,0,0,0,0,0,0.0304246095892149,0.0274422482181476,0,0.139433927112841,0,0.0375356401771598,0,0,0,0,0,0,0,0,0,0,0
