,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X000792.SZ,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600547.SH,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X601991.SH,X600426.SH,X600362.SH,X600027.SH,X600803.SH,X000983.SZ,X600176.SH,X601699.SH,X600160.SH,X600348.SH,X000408.SZ,X000629.SZ,X000723.SZ,X600378.SH,X600995.SH,X600219.SH,X600096.SH,X600489.SH,X000786.SZ,X600157.SH,X002353.SZ,X000933.SZ,X600399.SH,X600985.SH,X600688.SH,X000807.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.660644269696427,0,0,0,0,0,0.170492737294724,0,0,0,0,0,0,0,0,-0.0645588925575835,0,0,0,0.0534127149111281,-0.0212354860056712,0,0,0,-0.0167517232096188,0.0490421073396673,0,0,0.00387276353598353,0,0,0,0,0,0,-0.00557715204394552,0.0822062160584452,0,0,0,0,0.0885583259952533,0,0,0,0.0542405866530094,0,0.00248660176755262,0,-0.000263992191067467,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.3691604107001,0,0,0,0.0712296685602108,0,0,0,-0.129156324090873,0,0,0,0,-0.0534206462686011,0,0,0,0,0.0309219650048466,0,0,0,0,0,0.162273322469678,0.178974934599409,0,0,0,0,0,0,0,-0.071921285528812,0.10826911597707,-0.0617630884201256,0,0,0,0,0,0.097203949972929,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.35369474471846,0,0,0,0,0,0.0157274262534483,0,0.061096330915891,0,0,0,0,0,0,0,0,0,0,0,0,0.121992474114673,0,0,0,0,0,0.0531521878981568,0,0,0,0,0,0,0,0,0,-0.00949875127950144,-4.33680868994202e-19,0,0.0982696185060656,0,0,0,0,0,0,0,0,0,0,0,0.0163707684973685,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914749902049173,0,0.117492559688959,0.130521909196193,0,0,0,0,-0.184638865981311,0,-0.12245871735611,0,0,0,0,0,0.342227713113783,0,0,0,0,0.168576462213924,0,0,0,0.0886249405403293,0,0.0139225938669771,0,0,0,0,0,0,0
X600188.SH,0,0.84729564218189,0,0,0,0,0,0,0.0436711928803686,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543095371731578,0.0138393681654091,0.023394230176785,0,0.0366399035916546,0,0.0441281936059547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0580063226618744,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.436308039067073,0,0,0,0,0,0.0413361726425603,0.0115440876530737,0,0,0,0.0283528871105405,0,0,0.122814824255019,0,0,0,0,0,0,-0.165120398726199,0,0,0,0,0,0,0.0902448338005828,0,0.00471468748491415,0,0.18817385934832,0,0,0,0,0.241978900456123,0.0207082727037113,0,0,0,0,0,0,0,-0.0252328477755578,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.444690405048331,0,0,0,0,0,0,0,0,0,0.0408237594079875,0.050452962895943,0.0490938595999053,0,0,0.160014058344789,0,0,0,0,0,0,0.0260429042072263,0,0,0.181333653149478,0.0871235941971182,0.0130102632964407,0.501496099758439,0,0,0,0,0,0,0,0,0,0,-0.106275390603493,0,0,-0.168825858551803,0,0,0,0.0260355841522338,0.0241286601282651,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0380488129566296,0,0,0,0.137354655719768,0.129483956947457,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0880784292180821,0,0,0,0,0,0,0,0,0.117444735934993,0,0.431400306497138,0,0.0322614411951556,0.0327944482799617,0,0.0252549933019166,0,0,0,0,0.0133665307149953,0.00909512317500082,0,0,0,0,0,0
X601898.SH,0.0265858303632521,0,0,0,0,0,0.0664836289992993,0,0,0,0,0,0,0,0,0,0,0,0,0.0750171747723793,0,0,-0.0914412077636876,0,0,0,0,0.241377686031041,0.413211848812085,0,0.0921031443888279,0,0,0,0,0,0,-0.00300375796807379,0,0,0,0,0,0,0.0953878155142214,0,0.00347096155245894,0,0,0,0,-0.0299165777061375,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.155774797129512,0.0872754674211414,0,0,0,0,0,0.131144150743284,0,0,0,0,0,0,0,0,0.0494494645213735,0,0,0,0,0,0,0,0,0,0,0,0.164409662974796,0.00383942330683212,0,0,0.0411605958019729,0,0,0,0.129228580409415,0,0,0.0408487934568574,0,0,0,0.0846209504289182,0.0559037739140519,0,0,0.0364927512590668,0,0,0,0,0,0
