,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X002466.SZ,X600583.SH,X000027.SZ,X600160.SH,X600352.SH,X000539.SZ,X600309.SH,X000792.SZ,X600660.SH,X000709.SZ,X000630.SZ,X000898.SZ,X600098.SH,X000060.SZ,X000883.SZ,X000629.SZ,X600021.SH,X002470.SZ,X600547.SH,X600489.SH,X002004.SZ,X600578.SH,X600863.SH,X600022.SH,X600315.SH,X300072.SZ,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0376209894076527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144098354112326,-4.33680868994202e-19,0,0,0,0,0.120571833976741,0,0.132984425322857,0.0537525000191818,0,0,0.0598854195723081,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0105539531523077,0,0.0408329502901743,0,0,0,0,0
X600028.SH,0.406969136378679,0,0,0,0,0,0.0568838727737541,0,0,0,0.0270064881854899,0,0,-0.0134216424609073,0,0,0,0.00652515646276444,0,0,0,0,0,0.152556553922185,0,0,0,0,0,0,0,0,0,0,0,0.00802271416010602,0,0.0261036795231591,0,0,0,0,0.0308548449915771,0,0,0,0,0.0334169773765851,0,0,0.0134204112820011,-0.00687306899901299,0.0623386931741613,0,0,0,0,0
X601088.SH,0.183232212944943,0,0,0,0,0,0.105575689449403,0.0908046385807383,0,0,0,0,0,0,0,0.0612127513307839,0.0137789111135615,0,0,0.0295745787969095,0,0,0,0.0150077106429605,0,0,0,0,0,0.0177966343512502,0,0.144019605422274,0,0,0,0.0549584253657997,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0221774973693698,0.012660384850688,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.122415324159367,0,0,0,0.0511016367134479,0,0.0468839407115442,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.095430863168903,0.0112037746930209,0,0.147403810999695,0,0,0.0884812166697256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00564945352733485,0.0177436674081363,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438472077273205,0.00642410528579425,0,0.0733741633640472,0.500522690155586,0,0.0741442925655714,0,0,0.0219224441245345,0,0,0,0,0,0,0,0,0.104484178694226,0.0304384506162373,0,0,0.0321552467279672,0,0.135569790136341,0,0,0,0,0,0,0,0,0,0,0,0,0.0135126805551445,-0.0181479232087848,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611759535382025,0,0,0.168498266693705,0,0,0,0,0,-0.0213529655673077,0,0,0.0155426103070947,0.0434458952108393,0,0,0,0,0.0592513671277133,0,0,0,0.0466549712499332,0,0,0,0,0,0.118018438136076,0,0,0,0.163163756472449,0,0,0,0,0.00447525889368926,0.0105997918577363,0,0,0,0,0,0
X600585.SH,0,0.0319233119511911,0,0,0,0,0,0,0,0,0,0,0,0.0906808480101758,0,0,0,0,0,0,0,0,0.00907337903192442,0.104833652656474,0,0.0250336678783593,0,0,0,0,0,0.272549611680549,0,0,0,0.0359968529753431,0,0,0,0,0,0,0,0,0,0,0,0,0.0320980612852007,0,-0.0233237210088862,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0265325321452883,0,0,0,0.161112416419181,0,0.101876566247553,0.0565460233539294,0,0.063979323804675,0,0,0,0,0,0.00213196104573656,0,0,0,0.079831464812358,0,0.202642290721444,0,0,0,0,0,0,0.161040779364457,0,0,0,0.017432444342858,0,0,0,0,0,0.035936410311563,0,2.16840434497101e-19,0.00270680710570662,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0577538784121603,0,0,0,0.0530451872202916,0,0,0,0.028953920942917,0,0.043508221524615,0,0,0,0,0,0,0,0,0.0305263831765139,0.0292514329931726,0,0,0,0,0.102264337325796,0,0,0.0392846564685004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335524559438876,0,0.00135764012984776,1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0119624965104127,0,0,0,0.150925125647141,0.0586797441347629,0,0,0,0.16189135423907,0,0,0,0,0,0.0199213419490241,0,0,0,0,0,0.177082728499492,0,0,0,0.129731826815618,0,0,0,0,0,0.109997788685491,0,0,0,0,0,0,0,0,0,0.00348794849622454,0,0,0,0,0,0
