,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600547.SH,X600362.SH,X600111.SH,X000786.SZ,X000301.SZ,X601600.SH,X600010.SH,X600886.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X600801.SH,X600803.SH,X601991.SH,X000932.SZ,X600352.SH,X600219.SH,X000898.SZ,X600795.SH,X000027.SZ,X600489.SH,X600688.SH,X600157.SH,X600486.SH,X002080.SZ,X000723.SZ,X600516.SH,X600027.SH,X000807.SZ,X300037.SZ,X000825.SZ,X600299.SH,X000883.SZ,X601168.SH,X002353.SZ,X600315.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.159714144777616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608928581898094,0.127606379851351,0.01616116164502,0,0,0,0,0,0,0,0,-0.0207611229213007,0,0.0156328956472416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50838115731266e-05,0,0,0,0.0532650723915119,0,0,0,-0.00249603195589696,0,0,0,0,-0.00976266453404197,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0229337028656846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133734478539872,0.0324166161583617,0,0,-0.0521554498881288,0,0,0.00098496279010228,0.133860246119188,0,0,0,0,0,0,0,0,0,0,0.125309514445182,0,0,0,0,0,0,0,0,0,-0.0206453169890931,0,0,0,0,0.00209843666265475,0,0
X601088.SH,0,0,0,0,0,0,0,0.0987339500720585,0,0,0,0,0,0,0,0,0,0,0,0.0710531876528841,0,0,0,0,0,-0.0281663774489566,0,0,0,0,0,0,0.0189745038673352,0,0,0,0,0,0,0,0,0.202801888557882,0,0,0,0.0231626002523331,0,0,0,0,0,0.0211651428064761,0,0,0,0,0.00526665173801366,0,0
X600309.SH,0,0,0,0,0,0,0,0.249849805874973,0,0,0,0,0,0,0.224161560744258,0,0,-0.0694274442522735,0,0,0,0,0,0.00814840257565831,0,0,0,0,0,0.124394779241109,0,0,0,0,0,0,0.162125217616501,0,0,0,0,0,0,0,0,0,0.0589944320514408,0,0.0516138594598634,0,0,0,-0.0407361500973898,0,0,0,-0.00553190709066935,0,0
X600585.SH,0,0,0,0,0,0,0,0.0317344431067414,0,0,0,0,0,0,0,0,0,-0.0223255190657899,0,0.121080395473218,0,0,0.0214625159926766,0,0.155441603466761,0,0,0.0571813336797793,0,0,0,0,0,-0.0141501592753751,0,0,0,0,0,0.0445971386901946,0,0,0,0,0,0,0,0,0.0545238741658689,0,-0.0374303849847163,-0.0237807601265947,0,0,0,0,-0.023065824372846,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0874562944251251,0,0,0,0,0,0.133258773682375,0,0.0656045711850251,0,0,0,0.118821406176623,0,0,0,0,0,0.0830249290286555,0,0.303334171056735,0,0,0,0,0.0398894873054528,0,0,0,0,0,0,0,0,0,0,0.27761804476748,0,0,0,0,0.165196114064453,0,0,0,0.011763472705307,0,0,0,-0.0111977790722631,0,0
X002271.SZ,0,0,0,0,0,-0.233024596869633,0,0.0238263260012152,0,0.102907042613007,-0.0438182047623404,0,0,0,0,0,0,0,0,0.0659265887677577,0,0,0,0,0,0,0,0,0,0.0895200092371697,0,0,0,-0.116135531091496,0,0,0.0969992707871176,0,0.0456110304185062,0,0,0,0.142094012163992,0,0,-0.0152574260818974,0,0,0,0,0,0,-0.0250802112289545,0,0,0,-0.0307225151408497,0,0
X002460.SZ,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.191883625387313,0,0,0.0393374036770823,0.145252990390063,0,0.00637469794145417,0,0,0,0,0,0,0,0.146337648026316,0,0,0,0.0696911503925698,0.13109065585753,0.186334508581051,0,0,0,0,0,0,0.439956469809565,0,0.0578642018920471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990992942312572,0,0,0,-0.0169323768089641,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0643200594070888,-0.0979665411702554,0,0,0.255122025962605,-0.0967846857590522,-0.19249322365774,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371844317090628,0.232104631976193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350263655760604,-0.056443154651862,0,0,0,0,0,0.260877931322199,-0.280205311828555,0,0,0,-0.0367349773526813,0,0
X600660.SH,0,0,0,0,0,0,0.13740226890899,0.0512209260513491,0,0,0,0,0.0942217482832299,-0.0635072490570792,0,0,0,0,0,0,0.0597335234711083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230496716049288,0.0286289341918055,0,0,0,0,0.0611754850430753,0,0,0,0,0,0,0,0,0,-0.0246686981647105,0,0,0,-0.0348625774478937,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0654011727256268,0,0,0.0835400310226232,0,0,0,0,0,0,0,0,0,0,0.0550796279579031,0.243914757644569,0,0,0,0,0,0,0,0,0.00100314299499544,0,0,0,0,0,0,0,0.12282562868035,0,0.0710723408836387,0.0516631724468684,0,0.0106361227770406,0,0,0,0,-0.0734804942238022,0.108002416662763,0,0,0,0.00445271291047059,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173647485870084,0,0,0,0.0746981288565459,0,0.0144476932598601,0,0,0,0,0,0,0.0244972119494536,0,0,0,0,0,0.150021794976011,0.0150923453205275,0,0,0,0,0,0,0,0,0,0.106175107737731,0,0.0231458758910821,0,0,0,0,0,0.00815381066358551,0,0,0,0,-0.00502896670834956,0,0
X600362.SH,0,0,0,0,0,0,0.0742074440493162,0,0,0,0,0,0,0,0,0,0,0,0,0.0297300750721004,0,0,0,0,0,0,0,0,0,0.0270175459602645,0,0,-0.132858894568809,0,0,0,0,0.248187240569048,0,0,0,0,0,0.0250404997099315,0,0,0.545174248570064,0.0980650594478457,0,0,0,0,0,0,0,0,-0.0155977815595407,0,0
X600111.SH,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.20040115989099,0,0.386629903259509,0,0,0,0,0,0,0,0,0,0.40846291016999,0,0,0,0,0.0978539891326138,0,0,-0.0527148245834324,0,0.00811342614693127,0,0,0,0,0,-0.0799894703032775,0.0721759417705688,-0.0638905092182278,0,0.364007647884596,0,0,0,0,0,0,0,0,-0.0897611219960708,0,0
X000786.SZ,0,0,0,0,0,0,0,0,-0.117565987475288,0,-0.00566592216986446,0,0,0,0,0.274243515618191,0,0,0,0,0,0,-0.188078294870304,0.12264305443772,0,0,-0.244476632404159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182931039035022,0,0,0,0,-0.105381979214982,0,0,0,-0.0102614713187392,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0.0785169723484025,0,0,0,0.254809762573124,0,0,0,0,0,0,0.147134799645094,0,0,-0.0498986115114627,0,0.505896184279953,0,0.0458612345111287,0,-0.0485852809218988,0,0,0,0,0,0,0.0748327591591217,0,0,0,0,0,0,0,0,0,0.0365055453821247,0,0,0,0,0,-0.0341051188181496,0,0,0,-0.0680241372789951,0,0
X601600.SH,0,0,0,0,0,0,-0.0644700928973286,0,0,0,0,0,0.0777240796512299,0.0768708606555532,0,0,0,0,0,0,0,0,0,0.0223589537077046,0,0,0,0.131599025529948,0,0.171709312784988,0.034025287793097,0,0,0,0,0,0,0,0,0,0,0.253407335998909,0,0.0421211245982348,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158628220911753,0,0
X600010.SH,0,0,0,0,0,0,0,0.0364803326607484,0,0,0,0,0,0,0,0.17266088152328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196167091664033,0,0,0,0,0,0,-0.132436175967684,0.196730135155297,-0.0397149514952222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00895609110581171,-0.0515420839725959,0,0.0744821312694252,0,0,0,0,0,0,0.207169732262518,0,0,0,0,0,-0.0229516423618504,0,0.146137976560644,0.185551372536877,0,0,0,0.0348118420433395,0,0,0,0,0,0,0.0166688065715597,0,0,0,-0.0246726604850416,0,0
X600188.SH,0,0,0,0,0,0,0.0940462496786392,0,0,-0.318742649217768,0,0,0,0.0993719140482663,0,0,0,0,0,0,0,0,0,-0.098444750445961,0,0,0,0.0205561429871281,0,0,0,0,-0.172332875008388,0,0,0.323268562708068,6.93889390390723e-18,0,0,0,0,0.220528425217301,0,0,0,-0.0303125100864856,0,0.0396731989436367,0,0,0,-0.0107691121053535,0.0342235571382555,0,0,0,0,0,0
X600176.SH,0,0,0,0.22839231976,0,0,0,0,0,0.222563721586532,0,0,0,0.0802963378949802,0,0,0,0,0,0,0,0,0.228283821679689,0.0377411799447337,0,0,0,0,0,0,0,0,-0.0603365955979946,0,0,0,0.0973321251166588,0,0,0,0,0.166640297729369,0,0,0,0,0,0,0,0,0,-0.0405818565735825,0,0,0,0,-0.00661202165954855,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0210853919868619,0,-0.112040946738094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392736809224379,0.0522891922288689,0.0143812035525192,0,0,0,0.0559745748312765,0.0745168340670827,0,0,0,-0.0494717996469922,0,0.0046258267323949,0.0458993034783421,0.145887173947863,0.0985952323040872,0,0,0,0,0,0,0,0,0,0.011562468942598,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.0269895473687395,0,0,0.0523986856446063,0.136858204386571,0,0,0,0,0.151500929354885,0,0,0.207063796047088,0,0,0,0,0.0670317611493372,0,0,0.0427984525801468,0,0,-0.203708327594603,0,0,0.0839763718332303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.261226815888077,0,0,-0.0144446034664813,0,0,0,0,-0.00843598081011169,0,0
X002466.SZ,0,0,0,0,0,0,0,0.42468686344727,0,0.0267723832772894,0,0,0,0.270562560664332,0,0,0,0,0,-0.23813636582921,0,0,0,0,0,0.125480328665356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659236708674263,0,0,0,0,0,0,0,0,0.000216962401235974,0.0714543712095461,0,0,0,0,-0.0115539604085354,0,0
X600801.SH,0,0,0,0,0.0451533519626716,0,0,0,0,0,0,0,0,0,0,0,0.149435008855329,0.0401922897235838,0.146669364587604,0,0,0,0.00207604096361854,0.0116146184434727,0,0,0,0.0845373376616383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596857613960736,0.0440252226698322,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00644043155907321,0,0
X600803.SH,0,0,0,0,-0.317121751648246,0,0,0.167985090421934,0.0870573180433003,0.165954193970682,0.134949578120426,0,0,0.112172827943854,0.117517106614418,0.0479929424055771,0,0,0.185380813000507,0,-0.0191824150058735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286140026993256,0,0,0,0,0,0,0,0,0,-0.000852941291880433,-0.0431277235812707,0,0,0,0,0,0
