,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X002466.SZ,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X600489.SH,X601699.SH,X000877.SZ,X600160.SH,X000983.SZ,X600803.SH,X600426.SH,X601991.SH,X000408.SZ,X000807.SZ,X000630.SZ,X000933.SZ,X000786.SZ,X601168.SH,X600985.SH,X600612.SH,X600176.SH,X600219.SH,X002271.SZ,X002128.SZ,X000932.SZ,X000883.SZ,X600096.SH,X600348.SH,X000027.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0116771945893518,0.295035426532262,0,0.100414736562176,0.0027195769744736,0.047318575592259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392814190351339,0,0,0.0354047766311227,0,0,0,0.0150499644394403,0,0,0,0,0,0.0719692861172025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214052233561701,0,0.0710026676877029,0,0,0,0,0
X600028.SH,0,0,0.135046597088252,0,0,0.0105461585335079,0,0,0.157703039012204,0,0,0,0,0,0.0627540905476675,0,-0.0781080935135474,0,0,0,0,0,0,0,0.00937703160099043,0,0,0,0,0,2.60781158729073e-05,0,0,0,0,0,0.12953039233002,0.0272830653443453,0,0,0,-0.0142194987476658,0,0.0780093082777899,0,0,0,0,0,0,0,0.0307439880541819,0,-0.0237616861583774,0,0,0,0,0
X601088.SH,0.0142705878267818,0,0,0,0.166821250693474,0,0.269975475392143,0,0,0,0,0,0,0,0,0,0,-0.0113238779423003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163952834692679,0,0,0,0,0.155126711525011,0,-0.0988537847087037,0,0,0,0,0,0,0.030798967136029,0,0.0836277635226458,0.0889007545006937,0,0,-0.0225133574904945,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581007112988984,0,0,0,0.104625369869983,0,0,0.0828848898703657,0,0,0,0.202160766824825,0,0,0.309136222073057,0,0,0.0721417400448411,0,0,0.0799301835624237,0,0,-0.155299249321465,0.0456424937187819,0,0,0,0,0,0,0,0,0.0495996414718226,0,0,0,-0.0524880529443642,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.15745472194979,0,0,0.0160580033913864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866942673897121,0.350051032347836,0,0,0.134085108929013,0,0,0,0,0,0.00274813458597381,0,0,0,0,0,0,0,0,0.139868566609,0.0332075355401306,0,0,0.00431616447393115,0,0.00505945168129228,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.198371966059652,0,0.602513946887254,0,0,0,0,0,0,0,0,0,0,-0.158707401745304,0,0.171875768255481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298275194413755,0,0,0,0,0,0
X600011.SH,0.0292699576899041,0,0,0,0,0.167516884707117,0,0,0,0,0,0,0,0,0.125295756633606,0,0,0,0,0,0,0.283981265983614,0,0,0,-0.0385051506183149,0,0,0,0,0.139961642260653,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.023645346297917,-0.0511961845781553,0.0599141622907585,0,0,0,0,0
X600019.SH,0,0,0,0,0.0845232896259558,0,0,0,0,0,0,0,0,0,0.0516298353604535,0,0,0,0,-0.0204412331099322,0,0,0,0.0501223314586637,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0772173888408015,0.0271667029477084,-0.0210090976979588,0,0,0,0,0.1294683095633,0,0,0,0,-0.0474478446707122,0,0,0,-0.0151486255203667,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.314390630077207,-0.0337193544034813,0,0,0,0,0,0,0,0,0,0,-0.024810201718602,-0.0295817730722213,0,0,0,0,0,0.888803040807249,0,0,0,0,0,0,0,0,0,0,0.0780685819713111,0,0,0,0,0,0,-0.0405460177099947,0,0.0491913792930408,0,0,0,0,0,0,-0.0150764410550598,0.00128501130720481,0,-0.0710606558914091,0,0,0,0,0
X601600.SH,0.200671631457125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195370056687576,0,0,0.131820978161615,0,0.1130154862513,0,0,0.094529232555875,0,0.273609482256898,0,0,0,0.0747173880951812,0.169781725161596,0,0,0.0234043855547249,0,0,0,0,0,0,0,0,0,0,0,0,0.0323749866131634,0,0,0.00498715726855441,0.0212356262523968,0,0,0,0,0
