,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X601600.SH,X600795.SH,X600585.SH,X600688.SH,X600886.SH,X601991.SH,X600027.SH,X000709.SZ,X600583.SH,X600157.SH,X000539.SZ,X600362.SH,X600111.SH,X600188.SH,X002075.SZ,X601992.SH,X601158.SH,X600309.SH,X000898.SZ,X600352.SH,X002353.SZ,X000027.SZ,X000792.SZ,X600863.SH,X000629.SZ,X000883.SZ,X600021.SH,X600808.SH,X000878.SZ,X000825.SZ,X600307.SH,X600660.SH,X600578.SH,X000060.SZ,X000959.SZ,X601918.SH,X600098.SH,X002470.SZ,X600489.SH,X600022.SH,X600547.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.556663751461097,0,0.0419072060242168,0,0,0,0,0.0440099314883084,0,0,0,0,0,0,0,0.0203168250840257,0,0,0,0,0,0,0,0.112169710337514,0,0.0112063640812569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869287450408381,0,0,0,0,0,0.0696804992513463,0,0.00625497695545023,-0.00495713969152581,0,0,0,0,0,0
X600028.SH,0.383695488230967,0,0,0,0,0,0.143560220043975,0.0214422753398034,0,0,0,0,0,0,0.0145070780587004,0.0107215331631337,0,0,0,0,0,0,0,0,0,0,0.0196531752823256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698172973411972,0,0,0,0,0,0.0857859151121545,0,0,0.0236774213130946,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.17091308760752,0.133376304157819,0,0.0590193500161071,0,0.0212193574349683,0,0,0,0.0543170707264995,0.0937991460766313,0,0,0,0.0312372595601746,0,0,0,0,0,0.125898295334304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495107791864077,0,0,0,0,0,0,0,-0.0141405465589802,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.100689672748325,0,0.0398801831743423,0,0,0,0.106435992550237,0.158708788659219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418175822715803,0,0,0.0383554709790168,0,0,0,0,0,0,0,-0.00530557276890932,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00110313068469345,0,0,0,0,0,0,0.00649245887703381,0,0,0,0,0.160078519298053,0,0,0,0,0,0,0,0,0.0269450195545929,0,0,0.117505931217962,0,0.0651586210456323,0.232521766329275,0,0,0,0,0,0.0783430239570351,0,0,0,0,0,0.164847446810722,0,0,0,-0.000317753135407541,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0722974592969735,0,0,0,0,0,0,0.0568365807961136,0.105337059071418,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.192242543022288,0,0,0,0,0.02371629199221,0,0,0.00336596202542833,0.0626034355615075,0,0,0,0,0,0.089912594982008,0,0.0997039458261511,0,0,0,0.0670003546690484,0,0,0,-0.00311124881697732,8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.129974917381348,0,0,0,0,0.240890694115853,0,0,0,0,0,0.10214840974071,0,0.0399205570608405,0,0,0,0,0,0,0,0,0,0,0,0,0.00471345960387987,0.108524316768663,0,0,0,0,0,0,0,0.195972518578212,0,0,0,0,0,0,0,0.00097826949279463,0.0018183035871751,0,0,0,0,0,0
X601600.SH,0,0.0658877257796092,0,0,0,0,0,0,0.0745798452787247,0,0,0,0,0,0.0308263130916011,0,0,0,0,0.117569028624985,0,-0.0956621373408345,0,0,0,0,0,0,0,0,0,0,-0.0323807667540854,0,0.275414714289205,0,0,0,0,0,0.305119213861333,0,0,0,-0.0622811676185991,0,0,0,0,0,0,0.0244950952611569,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.145751145767533,0,0,0,0.0485758182641886,0.14029786595926,0,0,0.058929516503876,0,0,0,0,0,0,-0.00890223836699521,0,0,0,0,0,0,0,0.219044296900881,0,0,0.0752967764359138,0,0,0,0,0,0.19177974133006,0,0,0,0,0,0,0.0497216478356405,0,0,0,0.0013566337711109,0.0173575189815638,0,0,0,0,0,0
X600585.SH,0,0,0.148701358875383,0,0,0.059797829345726,0,0,0.0815463601586702,0,0,0.156713800461869,0,0,0,0,0,0,0,0,0,0,0.100885340560462,0,0,0.0449547620106988,0,0,0,0,0,0,0,0,0,0,0,0,0.154864250052886,0,0,0,0,0,0,0,0,0,0,0,-0.0175969281221743,-0.0125147824293517,0,0,0,0,0,0
