,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600803.SH,X600111.SH,X600010.SH,X002460.SZ,X000983.SZ,X600160.SH,X601699.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X002128.SZ,X000807.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600219.SH,X600176.SH,X601168.SH,X000408.SZ,X600348.SH,X000883.SZ,X600096.SH,X002353.SZ,X000027.SZ,X002271.SZ,X600995.SH,X000932.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0904375486011441,0.448304815460087,0,0,0,0,0.0663518966155638,0.167197433448668,0,0,0,0,0,-0.149058709919306,0.0326995906178635,0,0.044620482872647,0,0,0,0,0,0,0,0,-0.044791241810121,0,0,0,0,0.0546636844506178,0,0,0,0,0,0,-0.0905936736654995,0,0,0,0,0,0,0,0,0,-0.0260816313002009,0,0,-0.0038087135527645,0.00638420633756824,0,0,0,0,0,0
X601088.SH,0.211505731702052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545554821705284,0,0,0,0.260498179434263,0,0.0619980630567601,-0.0319047037402416,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402957180641644,-0.0228214005189922,0,0,0.0492372812349401,0.102281666502099,0,-0.049475371348714,0,0,0,0,0,-0.0050684949918123,0.0458483931386585,0,0,0.0718915912832443,0,0
X600028.SH,0.477283286747652,0.00570139153162983,0,0,0,0,0.122129018568324,0,0,0,0,0,0.0594148883795975,0,0,0,0,0,0,0,0,0,-0.105820697951214,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0241691331038444,0,0.0326659253883697,-0.00354454120920127,0,0,0,0,0,0,0,0,0.0507813683130136,0,0,-0.0362646974110981,0,0,0,0,0.00686708137458237,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0670103561049518,0.085574113715358,0,0,0.126823644879088,0.00255227269852071,0,0,0.0140159913556223,0,0,0,-0.0024575517796337,0.0155251553555525,0,0,0,0,0,0,0,0,0,0,0,0.0116840104203505,0,0.0375485094098054,0,0,0,0,0,-0.118240377116593,0,0,0,0,0,0,0,0,0,0,0,0.0338321163558949,0,0
X600188.SH,0.107451117211869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381436596583177,0,0.255445861028865,0,0,0,0,-0.00512232513552299,0.0986875188952376,0.0626327573637072,0,0.270297305416456,0,0,0,0,0,-0.00669541707331078,0.00182782529162662,-0.0841980439888036,0,0,0,-0.270941345472646,0,-0.126218804583274,0,0,-0.0700966167673625,-0.032815420968645,0,0,0,8.67361737988404e-19,0,0
X601898.SH,0,0.144661518119713,0,0,0,0,0,0,0,0,0,0,0.0357711209494811,0,0,0,0,0,0,0,0,0,0,0,0,0.160912687574968,0,-0.0131150841961163,0,0,0,0,0.0553174054755246,0,0.253096097597076,0,0,0,0,0,0,0,0,0.208225346624969,0.0862528132944844,0,-0.0460452388787071,0,0,0,0,0.210187665472151,-0.0484002055932671,0,0,0,0.167541594447497,0,0
X600019.SH,0,0.0733813298948876,0.057758429941199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201527645567672,0,0.0799986025820464,0,0,-0.172587859015861,0,0,-0.00269502952652558,0.0532828105796052,0,0,0,0,0,0,0.0357318029896643,0,0,0,0,0,0,0,0,0.0263271463207907,0,0,0,0,0.0379835376888006,0,0.413795723420371,0.105504877222913,0,0,0,0,0,0,0,0,0
X600011.SH,0.0175233202948858,0,0,0,0,0,0,0,0,0,0,0,0,0.344067297831731,0,0,0,0,0.0653588302685281,0,0,0,0,0,0,-0.0755854042090858,0,0.223811991532956,0,0,-0.174356737202721,0,0.208355800875722,0,0,0,0,0,0,0,0,0,0,0,0.0418260614580731,0,0,0,0,0,0,0.0418208060482635,0.0281985577883907,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00593323328179012,0,0,0,0,0,0,0,0,0,0,0,0.0828810968007749,0,0,-0.0837699846740571,0,0.0885409377951614,0,0,0,0,0,0,0.301575619367519,0,0.112411014415151,0.00405723642245099,0,0,0,0,0.324544943999208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607095712660244,0,0
X600886.SH,0,0,0,0,0,0.0634639572206342,0,0,0,0,0,0,0,0.261759036545723,0,0,0,0,0,0,0,0,0,0,-0.0252986147045983,0,0.048004370038822,0,0,0,-0.147766654976853,-0.0905739251447524,0,0,0.0541787487596986,0,0.069006466092,0,0,0,0,0,0,0,0,0,-0.0333629058965895,0,0,0,-0.223124175220874,0,0.0077407884105511,0,0,0,0.0717404025544974,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779525079390858,0,0,0,0,0,0,0,0,0,0,0,0.0138478718580842,0,0.153029356439812,-0.0318292266914462,0,0,0,-0.0229682234690006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711764700803123,0.072916115608007,0,0,0,0,0,0
