,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601600.SH,X601898.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600027.SH,X600299.SH,X000709.SZ,X000792.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X600489.SH,X601158.SH,X600426.SH,X601699.SH,X600157.SH,X600808.SH,X600219.SH,X002470.SZ,X000830.SZ,X000883.SZ,X000630.SZ,X600315.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230387654262242,0.00959398698486779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195187771398266,0,0,0,0.0548973388528656,0.0256370629793203,0.018422795775233,0,0,0,0,0,0.0279161522709997,0.0489686866647741,0.0244006427506315,0,0,0,0,0,0,0.0816322107361966,0,0,0,0,0,0,0,0,0.00622371314877399,0,0,0,0,0,0,0
X600028.SH,0.185088363635856,0,0.126413610363252,0.148217148133338,0,0,0,0,0,0.206098475270078,0,-3.46944695195361e-18,0,0,0.0497998326106654,0,0.144578971249389,0,0.0391935549169067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911780032503394,0,0,0,0,0,0,0,0,0,-0.0329971087526683,0,0,0.0174310023936139,0,0,0,0,0,0
X601088.SH,0,0.0835650597608158,0,0.333825552579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169882589226151,0,0,0,-0.109435347620392,0,0,0,0,0,0,0,0,0.342685280525899,0,0,0,0,0,0,0,0,0,0,0.00648188017900663,-0.0207529091173954,0,0.0465834893705445,0,0,0,0
X600019.SH,0,0,0.455299047959661,0,0,0,0,0.199718765770094,0,0,0,0,0,0,0,0,0,-0.0763338230895879,0,0,0,0,0,0,0,0,0,0,0,-0.07871699703757,0,0,0.113773775444434,-0.123856892033958,0.0364446556364631,0,0,0,0,0,0.131930796337972,0,-0.0101167773940569,-0.038939870289183,0,0,0,0,0,0.0176937684414894,0,0,0,0,0,0,0
X600585.SH,0,0,0.325810414605942,0.184198534835507,0,0,0,0.174791875763508,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0939812098374877,0,0,0,0,0,0,0.143201006533654,0,0,-0.0552272890022697,0,0,0,0,0,0,0,0,0,0.010941317389232,0,0,0,0,0.0156227864100899,0,0,0,0,0,0.000726645186953473,0.0388187276570686,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.158320220200552,0,0,0,0,0,0,0,0,0,0,0,0,0.118485461760124,0,0.0370595037239378,0,0.123363916316696,0,0,0,0,0.126702796540613,0,0.153985741961988,0,0,-0.054407175432437,0,0.0867119962777753,0,0,0,0,0.120988364517883,0,0,0,0,0,0,0,0,0,0,-0.00761028839010353,-0.0301082194669123,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.114415351283835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174737685025213,0,0.0241188882630851,0,0,0,0.10479795390766,0,0,0,0,0,0,0,0,0,0,0,0,0.0573118759073989,0,0.117214818120368,0.0209733587046241,0,0,0,0,0,-0.0236806278876145,0.013644634718135,0,0,0,0,0,0
X600188.SH,0,0,0,0.642432619120325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110119373966094,0,0,0,0,0,0.353565020359502,0,0,0,0,0,0,0,0,-0.06605855153962,0,0,0,0,0.0431395663650675,0.034579848545284,0,0,0,0.155138064303953,0,0,0,0,0,-0.00485985080167884,0.0488283882794103,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.474071489548783,0,0,0,0,0,0,0,0,0,-0.122677045937664,3.46944695195361e-18,-0.357802773783245,0,0,0,0,0,0.26049226826735,0,0,0,0,0,0,0,0.265378779084695,0,0,0,0,0.0717196068804515,0.03033268145254,0,0,-0.623559094994974,-0.102565503135466,0,0,0,-0.536372540087586,0,0.0862620646200327,0,0,0,0,0,0,0
X601898.SH,0,0.0220930166953744,0,0,0,0.0248608010887799,0,0,-0.0474182201467218,0,0,0,0,0,0.396719234624871,0,0,0,0,0,0,0,0,0,0,0,0.0283042565043528,0.0732901303237044,0,0,0,0.0734060729034692,0,0,0,0,0,0,0.00685762045424298,0,0.170307524139782,0,0.0434744966400488,0.0584686958335532,0,0,0,0,0,0.0148128911881759,0,0,0,0,0,0,0
