,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600547.SH,X601600.SH,X600688.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X600299.SH,X000709.SZ,X000629.SZ,X002460.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X000825.SZ,X600801.SH,X601158.SH,X002110.SZ,X000553.SZ,X600489.SH,X600339.SH,X000786.SZ,X000883.SZ,X600583.SH,X601699.SH,X000301.SZ,X000932.SZ,X000630.SZ,X600426.SH,X000792.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.184532372769858,0,0,0,0,-0.102699729164342,0.0296537869146984,0,0.128565747534246,0,0,0,0.0495808235910703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746014929920975,0,0,0,0,0,0,0.184951090290669,0,0,0.0223698928105675,0,0.402201199313813,0,0,0,0,0,0.012743990951287,0.0210647501757856,0,0,0,0,0,0
X600028.SH,0.0232960252722901,0,0,0,0.534768371412802,0.110732391467891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0712387825254313,0,0.00753498566465217,0,0,0,0.0202946768706993,0,0,0,0,0,0,0,0,0,0.307707917290644,0,0,0,0,0,0,-0.142516024248291,0.003894337117868,0.0122834086943235,0,0,0,0,0,0
X601088.SH,0.0730240994829961,0,0,0,0,0,0,0,0.129472163865705,0,0,0.00805411906079865,0,0,0,0.0333326700929956,0,0,0,0.0924419074058553,0,0,0,0,0,-0.0516084182049932,0,0,0,0,0,0,0,0,0,0,0.208921642677023,0,0,0.0472567087653615,0,0,0,0,0.0152585392824876,0,0,0,0,0,0.0344766754020953,-0.0653284203872287,0,0,0,0,0,0
X600585.SH,0,0,0.183893467342307,0,0,0.103548270133974,0.0347548491585767,0,0,0,0,0,0,0,0,0,0,0,0,0.0368266075164127,0,0,0,0,0,0,0,0.0134489935747061,0,0,0,0,0,0,0.455359120765542,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0882461457561655,0.115340812333921,0,0.0044478061401135,0.00937732605512108,0,0,0,0,0,0
X600019.SH,0,0.149022790666382,0,0.0495169449135167,0,0,0,0,0,0,0,0,0,0,0,0.0396506248517531,0,0,0.0391838952302708,0.524482354054087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260853129052932,0,0,0,0,0,0,0,0.200675473440897,0,0.00808413944045203,0,0,0.00232368926618513,0,0,0,0,0,0.183433576102678,0
X600011.SH,0.052710353925834,0,0,0.0827571165736463,0,0,5.34673211800005e-05,0,0,0,0,0,0,0,0.0757199484991809,0,0,0,0.760506187294012,0,0,0,0,0,0.00443989942408495,0,0,-0.013171715085367,0.0117437620072096,0,0,0,0,0,0,0,0,0,-0.157191968267669,0,0,0,0,0,0,0,0,0,0.0102898842892504,0,-0.0233601896909052,0.0595267658217284,0,-0.0677351103192007,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106100538025656,0,0,0,0,0,0,-0.413339272939263,0,-0.30024836466208,0,0,0,0.214472740377374,0,0,0,0,-0.492352622261576,0,0.128056707838925,0,0,0,0,0.199936180186055,0,0.265563682031526,0,-0.232769802721059,0,0.0426049256482772,0,0.0343093147276748,0,0,-0.118505229599169,0
X600010.SH,0.103161557545456,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0204779812698015,0,0,0.163828341894362,0,0,0.171595621487379,0,0,0.00695903694189776,0,0,0,0,0,0.0510036875718176,0,0,0,0,0,0.0554288087726019,0,0,0,0,0,0.0908973996702668,0,0,0.0841937343291287,0,0,0,0,0,0,0,0,0
X601898.SH,0.0912103903544743,0,0,0,0,0,0,0,0,0.15591870922564,0,0,0,0,0,0,0,0,0,0,0,-0.0187553118103647,0,0,0.00934218564747428,-0.0436387721405124,0,0,0.024162233945501,0,0,0,0,0,0,0,0,0,0.0938235649193034,0.0717763804189514,0,0,0,0.300943177909869,0.226430976715298,0.0793533656843795,0,0,0,0,0.0168337096720347,0,0,0,0,0,0,0
X601991.SH,0,0,0,-0.0394945767673022,0,0,0,0,0.153369615631946,0,0.0685262240244108,0,0.042727266558118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101974216357715,0,0,0,0,0,0,0,0,0,0,0.0710166760957536,0,0,0,0,0,0,0.0243581237274815,0,0,0,0.168707925540624,0.111051307109837,-0.0190258855549141,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.125625559554875,0,0,0,0,0,0.0157279047251424,0,0.260978666067939,0,0,0,0,0.00918172133703515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695298436624107,0,0.0161102775114364,0,0,0,0,0,0,0,0.0649665432606152,0,0,-0.125752386003026,0,0.373658600824582,0,0.0793389736399499,-0.0404963776160962,0.113851964921607,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0161696076477503,0.0442812356110066,-0.00731737514744941,-0.0519500619951083,0,0.075351608474214,0,0,0,0,0,0,0,0,0,0,-0.0143825366008443,0,0,0,0,0,-0.0153131311212761,0,0,0,0,-0.0125168363356459,0.260159080291921,0,0,0,0,0.518662925585453,0,0,0,0,0,0,0,0,0,-0.0320079090634495,0,0.0166969118964442,-0.0245828715876471,0,0,0,0,0,0
X601600.SH,-1.0842021724855e-19,0,0,0.136305585630067,0,0.00717212630376719,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114893065583334,0.0073734680701287,0,0,0,0,0,0,0,0,0,0,0,0,0.0164548415413899,0,0.00403169827602873,0,0,0.165175372456901,0,0,0,0,0.128837580683048,-0.000239843315359975,0,0,-0.0978794176102117,0,0,0,0,0,0
X600688.SH,0.0118449103104151,0,0,0,0,0,0,0,0,0,0.18856606759376,0,0,0,0,0,0,0,0.165534533777519,0,0,0,0,0,0,0.0366110334590843,0,0,0.0333301429159427,0.345747146777598,0.031532650713083,0,0,0,0,0,0,0,0,0,0,0,0.00322240051496082,0,0,0,0,0,0,0.0568419291231883,0.036474829058853,0,-0.085453339997975,0,0,0,0,0
X600886.SH,0,0.0257966633380163,0,0,0,0.228599148679596,0,0,0,0,0.0940315217793604,0,0,0,0,0,0,0,0.041570045795566,0.0758002266657778,0,0,0.112665434546378,0,0,0,0,-0.0166079318283212,0,0,0,0,0,0.0430377224460044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000603476888788364,0.00667262731056869,0,0,0,0,0,0
X600188.SH,0,0,0.676843257503735,0,0,0,0,0,0,0,0.0514106408767442,0,0,0.155307073679783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238352024868348,0,0,0,0,0,0,-0.0918809712610513,0,0,0,0,0,0,0,0,0.0264857885367368,0,0,0,0.451928011156681,0.0189503165438307,-0.0394557775508338,0.0241929349671872,0.00422300804596071,0,0,0,0,0,0
X600795.SH,0,0.0718756388641563,0,0,0,0,0,0,0,0.0198068379132593,0.0133371700268105,0,0,0,0,0,0,0.175171396827637,0.137396256464265,0,0,0,0,-1.73472347597681e-18,0.0264626113532027,0.0288522444046041,0,0,0,0,0.00733577451129395,0.104867283147166,0,0,0,0,0,0,0,0.0523779560894619,0,0,0,0,0,0,0,0,0,0,-0.00998687699034892,-0.0275948146052297,0,0,0,0,0,0
X600362.SH,0,0,0.0181162021146328,0.0615817628792079,0.0447184561017298,0,0.0823240235121747,0,0,0,0,0,0.00306960329280266,0,0,0,0,0,0,0,0,0,0,0.137206605108728,0.0818586851609917,0,0,0,0,0.0393079066052138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118239435583248,0.0608202124912172,0,0,0,0.00441078945621314,-0.0860348581385193,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.487669677457435,0.418562387030222,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.568081696391192,0,0,0.00121098150562255,-0.0419979803729529,0,0,0,-0.157642498910398,-0.0510423473998222,0,0,0,0,0,0,0,0,0,0,-0.0336323221947033,0,0,0,0,0,-0.110341235386413,0,0,0,0,0,-0.0458474999501524,0,-0.00628617951140996,-0.0292058931314635,-0.115788772480962,0,0,0,0,0
X000898.SZ,0,0,0,0.0112681961390901,0.579978265775978,4.33680868994202e-19,0,0,0,0,0,0,0.0571687732977808,0,0,0,0,0,0.0259827330233206,0,0,0,0,0,0,-0.0554424795752513,0,-0.0465662771864154,0,0.30542207274131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.110265369082992,-0.0536391558248335,-0.154721835716736,-0.00923728681172224,3.46944695195361e-18,0,0,0,0,0,0
X601992.SH,0,0,0,0.105498026250195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398273065269017,0,0,0.0998881377058091,0,0.396014252112592,0,0,0,0,0,0,0,0,0.0369017357638358,0.0623402110991237,0.0249497276528483,0,0.0861058047484961,0,0,0,0,0,0,0,0,0,0,0,0.0485387813625476,0.0492837473407638,-8.67361737988404e-19,-0.0160727659771513,0,0.039123120734175,0,0,0,0
X600111.SH,0.117624861457082,0,0,0,-0.0608727717291786,0,0,0,0,0,-0.0549460043060953,0,0.1885268500152,0,0,0,0,0,0,0,0.102087774776824,0,0,0,-0.111793210927223,0,0,0,0,0,0,0.274559937166671,0.043485792839831,0,0.21894564068866,0,0,0,0,0,0.186694741315585,0,0.0745674019149264,0,0,0,0,0,-0.0497612328712014,0.0512133307221098,-0.0130079061403548,0.0127419719014573,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-0.0993435211841655,0,0,0,0,0,0.0289498745695482,0,0,0,0,0,0,-0.0294090740294095,0,0,0,0,0,0,0,0,-0.00014625070731374,0.0222432025367424,0,0,0,0.0919609086473148,0.0149290757309547,0.476943520871276,0,0,0.238866311872664,0,-0.0313124547542705,0.147655830045747,0,0,0,0,0,0,0.00656389470500467,0,0,0.0262650211320525,-0.111105292274473,0,0,0,0,0,0
