,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X000792.SZ,X600795.SH,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X600362.SH,X600010.SH,X600111.SH,X000301.SZ,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X600489.SH,X600160.SH,X601991.SH,X600985.SH,X000408.SZ,X000786.SZ,X000630.SZ,X000933.SZ,X000807.SZ,X601168.SH,X002271.SZ,X600612.SH,X000932.SZ,X600176.SH,X002128.SZ,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X000831.SZ,X002353.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.311892672641599,0,0.0316937516545615,0.169566229070542,0,0,0.056419524599271,0,0,0,0,0,0,0,0,-0.0118866107463589,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383354578939053,0.064415622727404,0.0679102405790617,0,0,0,0
X601088.SH,0.0601363294797251,0,0,0,0.172180730639255,0.199308773357239,0,0.0507462711086594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303353535787964,0,0,0,0,-0.0704094931374077,-0.0257364325077019,0,0.134534981593322,0,0,0,0,0,0.0042039515755686,0,0,0,-0.253978783278474,0,0.105002040988344,0,0,1.38777878078145e-17,0,0,0,0,-0.00837780200307352,0.0198651211548268,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.200800310057388,0.147689469870734,0,0,0,0,0,-0.0834742371754009,0,0,0,0,0,0,0,0.110640501742375,-0.0632011405320411,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0278634364995401,-0.00404846486939056,0,0.181338985050544,-0.00131298270597257,0,0,0,0,0,0,0,0,0,0,0.00773628645597262,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440184494254714,0,0,0.165102892621732,0,0,0,0,0.0992268785534255,0,0.307263207449816,0,0,0,0.0614411047802105,0,0,0,0,0,-0.0736466587719979,0,0,0,0,0,0,0,0.0235768417176793,0.0674243012276276,0,0,-0.00390061210806702,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.211602741880005,0,0,0,0,0,0,0,0,0,0.0106913115822783,0,0,-0.0551965342324131,0,0,0,0,0.199804643308434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183622574548121,0,0,0,0,0.0914428452992124,0.237071439559137,0,0,0,0,0.00719122059548019,0,0,0.00533674591325085,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.139236400270192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387698362170592,0.392605174933706,0,0,0,0,-0.017691300801973,0,3.46944695195361e-18,0,0,0,0,0,0.0374446080972694,0,0.0178898537560128,0,0,0,0,0,-0.0136222223246723,0,0,0,0,0,-0.0159690432626544,0,0.10697080613361,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0747832854095418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142944231221223,0,0,-3.46944695195361e-18,0,0,0,-6.93889390390723e-18,0,0.141562196788294,-0.113184412184028,-0.0584052278982067,0.121472752672531,0,0,0,0,0,0,0,-0.0263138472813491,-0.0258102053721886,0,0.011606721816947,0,0,0,0,0,0,0
X600011.SH,0.122310826649696,0,0,0,0.0644980658638894,0.173919335592755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285699166199949,0,-0.164596062494188,0,0,0,0.0923412009476341,0,0.0344469079722778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520550025082939,0,0.00896034377773271,0.0116563909943407,0.0170282878686381,-0.0179695165929269,0,0,0,0,0,0
X600585.SH,0,0,0,0.192598128372682,0,0,0,0,0,0,0,0,0.147297330920308,0,0,-0.0187092717048227,0,0,0,0,0,0,0.055389295980705,0,0,0,0.00870302374303494,0,0,0,0,0,0,0,0.11534765706201,0,0,0,0.00841707268719324,-0.0101490773487932,0,0,0,0,0,0,0,0,0,0,0,0,0.00413903786196993,-0.0684966227287121,0,0,0,0,0
X600660.SH,0.166963223668143,0,0,0,0,-0.0670319280844102,0,0,0,0,0.0747724529628481,0.111325603476858,0,0,0,-0.00619482738184904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018501909511898,0,0,0,0,0,0,-0.124851941905039,-0.089260551464314,0,-0.041999333759588,0,0,0,0,0,0,0,0.0416353096099989,0,0.12886540078259,0,0,0.0348509097317267,0.107515898792011,0,0,0,0,0
X600547.SH,0,0,0,0.112538687370432,-0.268773986465758,0,0,0,0,0,0,0,0,0,0,0,-0.000110575272269861,0,-0.0591611491168512,0,0,0,0,0,0,0,0,0,0.583691528183389,0,0,0,0,0,0,0.185032109676984,0,0,0.042622197236327,0,0,0,0,0,0,0,0,0,0,0.00704502355381997,0,-0.00751267654570068,0.00968682612468148,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0416714082983831,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.415497938979212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886414138065813,0,-0.0238162686186914,0,0,0,0,-0.0161065584747949,0,0,0,0,0.13046697337431,0,0,0,0.0119709456271487,0,0,0.105583444377882,-0.00435624274698104,0,0,0,0,0,0,0
