,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X601600.SH,X600795.SH,X600547.SH,X601991.SH,X002271.SZ,X600027.SH,X600803.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X600348.SH,X601699.SH,X000408.SZ,X000723.SZ,X000629.SZ,X600096.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X000933.SZ,X300073.SZ,X600157.SH,X002080.SZ,X002353.SZ,X000807.SZ,X600549.SH,X600985.SH,X600295.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0898273999213817,-0.0600286964528726,0,0,0,0,0,0,0,0,0,0,0,-0.0409171969284669,0,0,0,0,0,0,0.238867368644578,0,0.10763322109374,0,0,0,0,0,0,-0.0268841413057253,0,0,0,0,-0.021824916474428,0,0.0139767991115184,0,0,0,0,-0.032677536564685,0,-0.0164108133442186,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.419732732839433,0.227905141727134,0,0,0,0,0.143665485473857,-0.135965549106196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890629180501601,0,0,0,0,-0.0966924400240614,0,0,0,0.00888919139805908,0,0,0,0,0,0,0,-0.0921877117892186,0,0.195276752373363,0,0,0,0.0106201736705033,0,0,0,0,0,0
X600028.SH,0,0,0,0.0562820052449719,0,0,0,0,0,0,0.031164019659599,0,0,0,0,0.0892975673857117,0,0,0,0,0,0,0,0,0,0.0124932290234859,0,0,0,0.0445247944156717,-0.0118153960905668,0,0,0,0.0107421000593152,0,0,0,0,0,0,-0.027996389147833,0,0,0.0562493426399508,0,-0.00803383421556894,0,0,0.0232427088136403,0,0.00527549589402457,0.00526607702389786,0,0,0,-0.0306427796120977,0,0
X600309.SH,0,0,0,0,0.0659799539498969,0,0,0,0,0.0541004293871463,0.086499059454302,0,0,0,0,0,0.015369330664175,0,0,0,0,0,0,0,0,0,0.0354446845187463,0,0,0,-0.0103933140881126,0,0,0,0,0,0,0.0500548969168772,0,0,0,0,0,0,0.0294001096630574,0,0,0,0,0,0,0,-0.0164432603750995,0,0,0,0,0,0
X600188.SH,0,0.162379881839882,0,0,0,-0.0479197282759194,0,0,0,0.598513360099441,0,0,0,0,0,-0.0543557089143896,0,0,0,0,0,0,0,0,0.00322898748911663,0,0,0,0,0.175728850865736,0,0.00902292492080078,0,0,0.0273084146573942,0,0,0,0,0,0,0,0,-0.00506128252224043,0,0,0.0367705883290388,0,0,0,0,-0.115885158446768,0,0,0,0,0,0,0
X002466.SZ,0,-3.46944695195361e-18,0,0,0,0,0.548007496278344,0,0.333070234780909,0,0,0.0258270834021511,0,0,0,0,0,0,0.0828748922400089,0,0,0,-0.166826013771596,0,0,0,0,0,0,0,0,0,0.214996730917275,0.0433490732528401,-0.132892028269601,0,0.0253654830520395,0.0220715213834865,0,0,-0.115290837871111,0,0,0,0.194319731307202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.210916610956047,0,-0.409410171690468,0,0,0,0.0778180328507876,0,0,0,0,0,0,0.0773670867004997,0,0.0802937560824793,0,0,0.134569359562878,0,-0.134643641602485,0,0,0,0,0,0,0,0.207979478365805,0.0209677842108579,0,0.238924409868221,0,0,0,0,0.047632940257934,0,-1.38777878078145e-17,0,0,0,0,0,-0.0175660216563444,0,0.0936301225198468,-0.0629395582599188,0,0,0,0.00939277750761784,0,0
X600585.SH,0,0,0,0,0.101355158668962,0,0,0,0,0,0,0,0,0.000345065742365925,0,0,0,0,0,0,0.0715449800285143,0,0.0765940235979984,0,0,0,0,0,0,0,0.00414445535837223,0,0,0,0.0251097563452163,0,0,0,0.19000027221958,0,0.0437534595960475,0,0,0,0.0426933078108769,0,0,0,0.0606260321291395,0,0,0.00933583654587944,0.040008885367976,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.203762096711369,0.256176612686872,0,0,0,0.145635681360193,0,0,0,0,0,0.0623164443560088,0,0,0.0275901574551958,0,0,0,0,0,0,0,0,0,0,0.0751612743839858,0,0,0,0,0,0,0,0.000485572534792245,0.0853743807162646,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0221316633530259,0,0,0,0.0284438812706387,0,0,0,-0.0851979321181949,0,0
X601898.SH,0,0.0627231020616223,0,0,0.0283473085954456,0,0,0,0,0,0.0138534173335629,0,0,0,0,0,0,0,0,0,0.0182266975317419,0,0,0,0,0,0,0,0,0.341687249387298,0,0,0,0,0,0.164446348436012,0,0,0,0.0447026699956007,0,0,0.139582092703701,-0.096225207526359,0.225128424439016,0.00715552230868099,0,0.0176228304656148,0,0,0,0,-0.0197759858647376,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0868333043508103,0,0,0.138381707675794,0,0,-0.269059907339912,0,0,0,0,0.152813190682343,0,0,0,0.208247551966376,0,0,0,0.585157802124709,0,0,0,0,0,-0.0765463841780729,0,0,0,0,0,0,0,0,0,0,-0.0715088996766674,0.333095761071133,0,0,0,-0.244648315670305,0,0,0,0,0.00353335138429945,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.110393695474257,0,0,0,0,0,0,-0.0937969097861256,0,0.145271776297907,0,0,0,0,0,0,0,0,0.196872602962138,0.251455146436406,0,0,0,-0.059676491279871,0,0,0,0,-0.0473863658751055,0,0,0,-0.293120409083454,0.053250493590173,0,0,0,0.419132061627368,0,0,0,0,0,0,0,-0.0485043579050419,-0.0584329968678943,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0453206551542208,0,0,0,0,0,0.101409802179944,0,-0.089385036497149,0,0,-0.00643619689527577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960603072954886,0,0,0,0.255660518144675,0.0321665832143827,0.0848458672914785,0.0421895010915783,0,0,0,0,-0.00823876286687489,0,0,0,0,-0.0211869273918159,-0.0536678590487514,0,0,0,0.0273053950916471,0,0
X600111.SH,0,0,0,0,0,0,0.0727740313273354,0,0,0,0,0,0,0,0,-0.107744124008617,-0.233906030745956,0,0,0,0,0,0,0,0,0.185837624914563,0,0,0,0,-0.0626077593002867,0,0.468894280386178,0,-0.0132880183345497,0,0,0.0463002162178226,0,0.0608202454622664,0,0,0,0,0,0,0.189311651624477,0,0,0,0,0,-0.0608212522591283,0,0,0,0,0,0
X600660.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0708760937730589,0,0.0365537088050399,0,0,0,0,0,0,0,0,-0.106338556246405,0,0,0,0,-0.0865453051673909,0,0,0,0,0.144038684949984,0,0,0,0.0186502704546805,0,0,-0.0299680933608233,0,0.0264196801032731,0,0.189469242105791,0,0.0314504104431733,0,0,0,0,0,-0.0233486321538735,0,-0.0685654133009102,-0.0551653182549266,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0217306445866409,0,0,0,0,-0.0755362179080184,0,0,0,0.0265262887701888,0,0,0,0.0693415271085838,0,0.0802061008836719,0,0,0,0,0,0,0,-0.0421489799195567,0,0,0,0,0,-0.0267161589143541,0.167036854401562,0,0.0110212889126024,0,0,0.0863962041995343,0,0,0,0,0.0108529987594605,0.0382239009572491,0,0,0,0,0,0
