,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X000898.SZ,X600489.SH,X600516.SH,X600176.SH,X000709.SZ,X000786.SZ,X002460.SZ,X000629.SZ,X600299.SH,X002466.SZ,X000883.SZ,X600219.SH,X601158.SH,X600985.SH,X002353.SZ,X000630.SZ,X000553.SZ,X600426.SH,X600583.SH,X600612.SH,X601699.SH,X000027.SZ,X000825.SZ,X000401.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00381265624302265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653699901262341,0,0,0,0.00872985469522999,0.0112390347907018,0.0156193159102538,0.0394445601855741,0.0480160409579701,0,0,0,0.0800379956869206,0,0,0,0.00431237859339411,0.0850934945529087,0,0,0,0,0,0,0,-0.0027398451946947,0.00725518267130752,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165614055951306,0,0,0,0,0,0,0,0,0,0,0.0213647651645882,0.0153308330919324,0,0.036291340983947,0,0,0,0,0,0,0,0,0.0730754791799976,0,0.0897073044431012,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0196271602726804,0,0,0,0,-0.00491641593288995,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504150682345996,0,0.0351953505714096,0,6.93889390390723e-18,0.046650991337419,0,0.0301520345474575,0,0,0,0,0,0.0720779837306442,0,0,0,0,0.154945191900917,0,0,0,0,0,0,-0.0598993449104824,0,0,0,0,0,0.107041324082026,0,0,0,0,0,-0.00759477582500268,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325486251243947,0.315014612864927,0,0.0519530036026701,0,0,0.0804978147660557,0,0,0,0,0,0.00155944596902733,0,0,0,0,0,0,0,0.0421857220921715,0,0,0,0,0,0.0760859456000597,0,0,0,0,0,0,-0.00973375589992345,0,0,0,0,0.0173354613940395,0,0
X600019.SH,0,0,0,0,0,0.0694238246164184,0,0,0,0,0,0,0,0,0,0,0,0,0.0565156513742507,0.149253038332277,-0.0304498754234263,0.024697718002439,0,0,0,0,0,0,0,0,0,0.103962215980886,0,0.117868401219928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135646208928097,-0.021706229768826,0,0,0,0.0165095093845031,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291938125420047,0,0,-0.00418028680239963,0,0,0,0,0,0.02229358957724,0.186426103311309,0,0,0,0,0,0,0,0,0,0,-0.0653996701802779,0,0.198420753764846,0,0,0.0824787716028,0,0,0,-0.105815913527013,0,0,0,0.0484281519908553,0,0,0,0.176837511322471,0,0
X600011.SH,0,0,0,0,0,0,0,0.0193751539694062,0.207427050286544,0,0,0.143711451513816,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0620689514505889,0.0331114866707564,0,0.278706792997112,-0.168646708871571,0,0,0,0,0,0,0,0.25493681233987,0,0,0,0,0,0,0.0595417219832883,0,-0.14765621855613,0,0,0,0,0,0,0,0,0,0.000364308970972063,0,0,-0.304217267383521,0,-0.00607713071246866,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0665710289325083,0,0,0.0623100860012544,0,0,0,0,0,0,0,-0.221723295119698,0,0,0,0,0.0119522293492505,0,0.691316781482444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121083553461745,0,0.217899195480812,0,0,0,-0.0573538239459557,0,0,-0.0708349196594287,0,0,0,0,-0.104980390441586,0,0
X600010.SH,0,0,0,0,0,0,0.37202310397097,0,0,0.218314481603803,0,0,0,0,0.145831019409529,0,0,0,0,0.124530990963216,0.0717953055438828,0.0198075986060987,0,0,0,0,0,0,0,0,0,0.0316299834798062,0,0,0,0,0,0,0.21284378489139,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531948808263395,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.161131935501211,0,0,0,0,0,0.339793646941921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136203034172173,0,0,0.00281477541033846,0,0,0,0.0449588212589745,0,0,0,0.26392787096581,0,0,0,0,0,0,0,0,0,-0.0511774748518067,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609642632316539,0,0,0,0,0.0358228136750997,0.0488716583825665,0,0,0,0,0,0,0,0,0,0,0,0.216698561711305,0.0569843587497311,0,0,0,0,0,0.0732444344496571,0,0,0,0.116626523238565,0,0,0,0.0413127863015056,0,0,0,0.0064798288541156,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.123583845484281,0,0,0,0.0593907112035427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457448110881201,0,0,0,0,0,-0.0430616489108181,0,0,0.0885771507457592,0,0,0,0,0,0,0,0.0393633479464395,0,0,0.1216461583263,0,0,0,0,0,0,0,0,0,0.00904215042124838,0,0.00593396037712297,0,0,0.0115614559849725,0,0
X600660.SH,0,0,0,0,0,0.0981739923643041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138442134835933,-0.0290036614414149,0,0,0.0840190031797504,0.0121079558098427,0,0,0,0,0,0,0,0,0.0101482373505905,0,0,0,0,0.0213088263639551,0.0764347057943403,0,0.0288449147742656,0,0,0,0.0189678630729374,0,0,0,0,0,0.00147891716119025,-0.0135693557316466,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245552331359859,0,0,0,0.0158895039255157,0.0656975870582816,0.0214982278260164,0.0212088422336643,0,0.12585660698006,0,0,0,0.00126835772872551,0.0840239281755167,0,0,0,0,0,0,0,0,0,0,0.0842192608832566,0,0,0.0799428456777484,0.0210471647910797,0,0,0,0,0,0,0,0,0,0,0,0,0.00354660810320493,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.301960495686521,0.130708386466756,0,0,0,0,0,0,0,0,0,0.0192151739076283,0.0372578864381586,0.0323530872873301,0,0,0,0,0,0.00781349645058552,0,0,0,0,0,0,0,0,0,0,0,0,0.194020811833872,0,0.166136718214404,0,0.149361310121153,0,0,0,0,0,0,-0.0172355094403146,0.0247394649950806,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026278353026555,0,-0.0131690355980839,0,0,0,0,0,0.00331050985661198,0,0,0,0.00315808145661178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228229642910338,0,0.216346381015589,0,-8.67361737988404e-19,0,0.0132181368461238,0,0,0,0,0.0295088514055914,0,0
X600188.SH,0,0,0,0,0,0.0201412147228966,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216561036960391,0,0,0.0985087873317917,0,0,0.0579753659800954,0,0,0,0.176776847691984,0,0,0,0,0.0944725508041593,0,0,0,0,0,0,0,0,0.125045210960241,0,0.0824079718289468,0,0.0301450600235756,0,0,0,0,-7.61391747314109e-05,0,0,0,0,0.00593637924333633,0,0
X600795.SH,0,0,0,0,0,0,0.00132351004773533,0.00229381979064399,0,0,0,0,0,0,0.0217625759487568,0,0.0948721211913455,0,0.0349266311832668,0.043412899466786,0,0.0150724139651652,0,0,0,0,0,0,0,0,0,0,0,0.0926150220774709,0,0,0,0,0,0,0,0,0,0,0,0.0520594803442105,0,0,0,0,0,0,-0.0593778278683806,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447360406214781,-0.0428232424389823,0.57970265670622,0,0,0.266422947552176,0,-0.138775549871426,0,0,0,0,0,0,0,0,0,0,0,0.463539557900612,0.148052567737143,0,0,0,0,0,-0.490313533203496,0,0,0.0597660413968712,0,0,0.00307719033710194,0,0,-0.294227841377312,0,0.0808775060196467,0,0
X600801.SH,0,0.28193799720612,0,0.322412361922036,0.184381056488276,0,-0.0439670246818309,0,0,0,0,0,0,0,0.184330524351447,0,0,0,0.0664810563328428,0,0,-0.0305297916671589,0,0,0,0,0,0.148979381747194,0,0,0,0,0,0.0262981056196102,0,0,0,0,0.0805658501329113,0.0214718107292274,0,-0.0926493943513002,0,0,0,0,0,0,0.314212901984204,0,0,0.0267849152212425,8.67361737988404e-19,0,0,0,-0.0218610078029588,0,0
X600111.SH,0,0,0,0,0,0,0,0.0939490436301944,0.800868494294566,0,0,0,0,0,0,0,0,0,-0.0349838642669831,-0.0543761719795282,0,-0.409289017004837,0,0,-0.249625594752713,0,0,0.0455906951971423,0,0,1.73472347597681e-18,0,0.119877864975016,0,0.0150472564271779,0,0,0,0,0,0,0,0.672272436406146,0,0,0,0,0,0.529187860817464,0,0.046953920458164,-0.0187564064163274,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,1.11408341031163,0,0,0,0,0,0,0,0,0,0,0.142485151687784,0,0.0146567475133061,0,-0.156178708523276,0,0,0,0,0,0,0.131586366040633,0.482062804063686,0,0,0,0,0,-0.146560288271423,0,0,0,-0.245987215490984,0.185698127882128,0,-6.93889390390723e-18,0.538709556862277,0,0,0,0,0,0,0,0,0.10121530675961,-0.0879749473888801,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234668997581025,0,0,0,0.030116352168935,0.133640850484559,0,0.0115235386007989,0,0,0,0,0,0.149314248108836,0.00388905885407343,0,0,0,0,0.240222372797449,0,0,0,0,0,0.0390208991476211,0,0.0530736458814988,0,0,0,0,0,0,0.0211398782413966,0,0,-0.00537929063874098,0,0,0,0,4.33680868994202e-19,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569846768812564,0.0945125831729087,0,0,-0.134407364993803,0,0,-0.068525256804769,0,0,0,0,0,0.201901136404976,0,0,0,0,0,0,0,0.172959135206659,0,0,0,0.033504034361372,0,0.27855066857226,0,0,0,0.00633767948357384,-0.0455480208357458,0,0,0,0.0140656607682156,0,0
X002271.SZ,0,0,0,0,0,0.00113482887227286,0,0.0732087352234797,0,0,0,0,0.292895107517689,0,0,0,0,0,0,0,0,0.023117913605492,0,0,0,0,0.0529238204635506,0.0327010829480579,0,0,0,0.0367434723064694,0,0,0,0,0,0,0,0,0,0,0.0997021132161013,0,0,0,0,0,0,0,0.198493746786635,-0.00344742010713011,-1.73472347597681e-18,0,0,0,-3.46944695195361e-18,0,0
X000898.SZ,0,0,0,0,0,0.0986584354080828,0,0,0,0,0,0,0,0,0.0173154611220753,0,0,0,0,0,0.0226276063290753,0,0,0,0,0,0,0.000496612894784178,0.084099101776527,0,0,0,0.0240186930300492,0.0278803736296896,0.0594349729591643,0,0,0,0,0.0593079806571775,0,0,0.0871870513780786,0,0,0,0,0.0846085707016872,0,0,0,-0.00513774682568544,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.0544913035873226,0,0.729376579753422,0,0,0,0,0,0,0,0,0,0,0,-0.0586480696748349,0,0.0475840176477384,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.112768011457211,0,0,0,-0.0594943744358266,0,0,0,0,0.125881017824892,0,0,0,0,0,0.0374500458705354,0,2.16840434497101e-19,0.0205830058650052,0,0,0,-0.0077284919444555,0,0
X600516.SH,0,0,0,0,0,0,-0.551058266257114,0,0,0,0,0,0,0,0,0,0,0,0,0.0925589400288102,0.185193352459948,0.107390574657704,0.0378882941526882,0,0,0,0,0,0,0,0,0,-0.111495169712629,0,0.710257689638127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264976700587258,0,0,0,0,0.183157795566128,0,0
X600176.SH,0,0,0,0,0,0.232168332067904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136092926762297,0.0583661970323689,0,0,0,0,0,0,0,0,0,0.0196396855021258,0,0,0.058642597635718,0,0,0,0,0,0.104668490674061,0,0,0.230983080081082,0,0,0,0,0,0,0,0,-0.0393433070685283,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064509834077169,0,0,0,0.0893505322860189,-1.0842021724855e-19,0,4.53838657746524e-05,0,0,0,0,0,0.0314468937779732,0,0,0,0,0.0516146630236667,0.00515546822769109,0,0,0,0,0,0.0443065937359414,0,0,0.0884701862384962,0.0860613395989658,0,0,0,0.0228286751621929,0,0,0,-0.0166416365370357,0,0,0,0,0.0315783647316016,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0956733414871794,0.337818700417446,0.180867232360202,0.151151683360973,0.120841846810307,0,0,0,0.00434875866841812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398203338418334,0.131969322815563,0,0.0366867072705899,0,-0.0239318171003104,0,0
X002460.SZ,0,0,0,0,0,0.023592156630809,0,-0.121148216622157,0.0246800617256099,0,0,0,0,0,0,0.0902352030119955,0,0,0,0,0,0,0,0,0,0,0,0.145843145345231,0,0,0.0844023778639567,0,0,0,0.808100803083676,0,0,0,-0.042232144550295,-0.273863331053628,0,0.148907593563393,0,0,0,0,0,0,0,0,0,-0.0118356465082701,0.00287339796479737,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,-0.421435133772165,0.293312423807986,0,0,0,0,0,0,0,0.0395735251672972,0,0,0,0,0,0.126878036822392,0.130799488689698,0,0,0,0,0,0.193809490866127,0,0,0,0.304162580454995,0,0,0,0,0,0,0.568771024365432,0.152287375991975,0,0,0,0,0,0,0,0,-0.243826861134466,0,0,0.0316167827656843,0.0493903529147359,0,0,0,0.0136464630735059,0,0
X600299.SH,0,0,0,0,0.0751378130967131,0,0,0.0554530031170645,0,0,0,0,0,0,0,0,0,0,-0.00685874457050249,0.0883878388530902,0,0.139261127760779,0,0,0,0,0,0.0214575489306093,0,0,0,0,0,0,0,0,0,0,0.15234049513034,0.0996019554752071,0,0,0,0,0,0,0,0.113902618750582,0.148451349645295,0,0,-0.0231613923205463,0,0,0,0,0.158498947190007,0,0
