,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600623.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000709.SZ,X000792.SZ,X600309.SH,X600489.SH,X600352.SH,X000898.SZ,X600583.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X000983.SZ,X000723.SZ,X000060.SZ,X002470.SZ,X000959.SZ,X002075.SZ,X600021.SH,X600549.SH,X002407.SZ,X600022.SH,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0978301991376642,0,0.115761892106512,0,0,0.0481587150046745,0.0364405501612385,0,0,0,0,0,0,-0.00480219057727852,-0.033138056161011,0.00976211451280357,0,0,0,0,0,0,0,0,0,0,0.2225420968725,0,0,0.124742184397885,0,0,0,0,0,0.0329016856719281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635517152036686,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0727372796734868,0,0,0,0,0.0723704898393239,0,-0.00299294167539006,0,0.0163891156062856,0,0,0,0,0,0,0,0,0,0,0.0503154176415127,0,0.0992668294757248,0,0.116183415632651,0,0,0,0,0,0,0,0,0.081876811515162,0,0,0,0,0.0148281251908619,-0.0411684344647023,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.220259976147728,0,0,0,0,0,0,0,0,0.0976094513769947,0,0,0.0282303539556462,0,0,0,0,0,0,0,0,0,0,0,0,0.0435806388815186,0,0,0,0,0.209918391736726,0,0.11531532843418,0.0275527449900871,0,0,0,-0.0416598447079038,0,0,0,0,0,0,0,0,0,0,0.00141230539697419,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0466199327563361,0.0380037767351404,0,0,0,0,0,0.340319314549306,0,0,0,0,0,0.00544618290302195,0.0418941803211362,-0.00324303465764779,0,0,0,0,0.036732735138721,0,0,0,0,0.107271916448616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00227861560803447,-0.0386376071853846,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526732601952504,0.259482828748866,0,0,0,0,0,0,0,0,0.090866267099775,0,0,0,0,0.0624415851584774,0,0,0,0,0,0.0773419897914153,0.152259678301524,0,0.0286180703715659,0,0,0,0.0468843122224551,0,0.0230144944543575,0.0375484274834213,0.124958968693731,0,0,0,0.00767604831976649,-0.0423951827515945,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0990349100896618,0,0.447029222092787,0,0,0,-0.0509017703981944,0,0.0818393387876743,0,0,0,0,0,0,0,0,0,0,0,0,0.0418698114306858,0,0,0.0585647400442906,0,0,0,0,0,0,0,0.0768886063154366,0,0,0,0.108360801660036,0,0,0,0.0198830394502015,0,0,0,0,0.0501543724349158,0.045247369587301,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0146892275062846,0,0,0,0,0,0,0,0,0,0,0,0.0791408672250378,0.0419468900171628,0,0,0,0.00293264513513156,0,0,0,0,0,0,0.0707820579261705,0,0.072387776243182,0,0,0,0,0.24767556012361,0,-1.73472347597681e-18,0,0,0,0.0626859260580314,0,0,0,0,0.0284086713556762,0,0,0,-0.00577162646713579,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0189715712208549,0,0,0,0,0,0.0568231361913671,0,0,0,0,0,0.0277770962569605,0,0,0,0,0,0.449714646855025,0,0,0,0.106952424975564,0,0,0,0,0,0,0,0.199652131506533,0,0,0,0.100408638432749,0,0,0,0,0,0,0,0,0,0,-0.0152972342898723,0.017636083606884,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842182243065534,0,0,0,0,0,0,0,0.0366951484614332,0,0,0.055620894809794,0.0649964615620714,0,0,0.057525655355377,0.287311860835431,0.0448514875125716,0,0,0,0,0.0704321940686201,0,0,0.0607909032936637,0,0,0,0,0,0.0142631506953977,0,0,0,0.117830708585009,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.140356896260397,0,0.135471884053844,0,0,0,0,0,0,0,0.148595043367322,0,0,0,0,0,0,0,0,0,0,0,0.0199695301738431,0,0,0,0,0.126037995700176,0.122278756803402,0,0,-0.0499182227985666,0.0160947082915063,0.0990680293511542,0.0733020787499129,0.0210314289984752,0,0,0,0.0100046891709557,-0.0333061892247269,0,0.372950727154016,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.113906214660438,0.0138707049754676,0,0,0,0,0,0.052915012403215,0,0,0.0294904766306615,0,0,0,0,0,0,0,0,0,0,0.0290883455185604,0,0,0.0513774860044295,0.138718969009142,0,0,0,0,0.1041586697778,0,0,0.0410868044858612,0,0,0,0,0,0,0,0,0,0.115971525018386,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329255063346555,0,0,0,0,0.0046439533709435,0,0,0,0.0404978233324757,0,0,4.33680868994202e-19,0,0.101302156084074,0,0,0,0.145820908727129,0.0059853337904774,0,0.0128004033068081,0,0,0,0,0,0.187643919445365,0,0,0.17286177173292,0,0.11656754196157,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.291939329855986,0,0,0.104841117639096,0,0.0243773753024047,0,0,0,0,0,0.123330605119665,0,-0.286485317061284,0,0,0,0,0,0,0,0,0.0961889764276959,0,0,-0.085836774176041,0,0,0,0,0,0,0,0,0.243666363413214,0,0,-0.0743743341631518,0.158633990782976,0.119315489744114,0,0.0285780388050634,0,0,0,0,0,0,-0.056458005465611,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.116538007876863,0.0286316132025865,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0660281980440366,0,0,0,0,0.0952469619194716,0,0,0.0542432734616777,0,0.012460951900522,0,0.149113061379274,0,0,0,0,0,0,0,0.00216588855721193,0,0,0.228663716787078,0,0.00813987445409815,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.309103736181394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187099269074358,0,0,0.0370862733625286,0,0,0,0,0,0.0508369586126125,0,0.107084713514223,0,0,0.16754457944198,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308031761905232,0.0427301048920402,0.0999423110803529,0,0,0,0,0,0,0,0.201022143168585,0.181932240747486,0,0,0.0783153746352689,0,0,0,0,0,0.0350373345591804,0,0.0833737467286665,0.125001344336893,0,-0.00626617806725852,0.0890014496125391,0,0,-0.0215311931745537,0,0,0,0,-0.00594589716995836,0.0288770522254679,0,0.257012327525736,0,0,0,0
X600111.SH,0,0,0,0,0.125942555268719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728113845319767,0,0,0,0,0,0.0360648372642083,0,0,0.0116143724791419,0.0473131285261662,0.0978486513393445,0.045506598804023,0,0,0,0.266335358883328,0,0,0,-3.46944695195361e-18,0.0369386504744587,0,0,0,0,0.24581785582745,0,0,-1.73472347597681e-18,0.0197473197065187,0,0,0,0,0,0,0,0,0
