,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600011.SH,X600010.SH,X600188.SH,X000877.SZ,X000301.SZ,X002271.SZ,X600660.SH,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X600426.SH,X000408.SZ,X002080.SZ,X601991.SH,X600219.SH,X600795.SH,X000786.SZ,X600803.SH,X600027.SH,X002326.SZ,X300037.SZ,X600399.SH,X300073.SZ,X600141.SH,X000831.SZ,X600688.SH,X000959.SZ,X600516.SH,X000825.SZ,X600157.SH,X600486.SH,X600096.SH,X000027.SZ,X600801.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.247711106758166,0,0,0,0,0,0.000604629114995458,0,0,0,0.0481225332684691,0.0402514275464506,0,0.0113354406167939,0,0,0,0,0.0158844971157964,0,0,0,0,0,0.100938174514636,0,0,0,0,0,0,0,0.109024420953972,0,0,0,0,0,-3.46944695195361e-18,0.104814478787088,0,0.0391102650449742,0,0,0,0.0894301858607594,0,0,0,0,-0.010853516652194,0,0,0,0,-0.0412947170390684,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0881836954739834,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070272281582015,0,0,0,0,0,0.0318023620822273,0,0.0430777313093811,0,0,0,0.117550786904005,0,0,0.0502671383686334,0.113492761746381,0,0,-0.0139250090817163,-0.0117035462015534,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.112796375274734,0.133112350489635,0,0.272973847828519,0,0,0,0,0,0,0.111617229079383,0,0,0,0,0.132693182592384,0,0,0,-0.121569415143037,0,0,0,0,0,0,0,0,0,0,0,0.00700539056652674,0,0,0.134852135392725,0.033395650915121,0,0.0860657564486068,0,0,0,0,-0.000990892707982858,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0164930615279628,0.12470709540365,0,-0.0781394143400548,0,0,0,0,0,0,0.169405323261126,0,0,0.200774163149805,0,0,0,0,0.0082251560367274,0,0.109984800003636,0,0.0138790462236428,0,0,0,0,-0.0857623268318137,0,-0.047650511526383,0,-0.0131790473933764,0.0841928717493503,0,0,-0.0141511161570243,0,0,0,0,0,0,0,0.0139764322331962,0,0.0280285979145672,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.2307940210426,0,0.329318648936846,-0.00675738736237728,0,-0.122448577626104,0,0,0,0.0804039693376632,0,0,0,0,0,0,0.155817827698628,0,0,0,0,0,0,0,0.0597487877692588,0,0,0,0,0,0,0.162608308733163,0,-0.0217979951228828,0,0,-0.0188930300878033,0,0,0.00929137686022633,0,0,0,0,-0.0343052340545782,0.0439175125276885,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.140967350117094,0.0978747701170563,0,0.0434631791326128,0,0,0,0,0,0,0,0.296232141057479,0,0,0.00781695670566986,-0.0956408860918002,0,0,0,0.0499507456603769,0,0,0,0,0,0,0,-0.0714918890223631,-0.127528467917245,0,0,0,0,0,0,0,0.374043868971916,0,0,0,0.00154028823925294,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.308348550798209,0,0.314091881847769,0,0,0.0946553356220533,0.0719828789321994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119161397268679,0,0.212470560495284,0,0,0.120684782214153,0,0,0,0,0,0,-0.124424187657112,0,0,0,0,0,0.00665786773580599,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.292725965995369,0,0,0,0,0.0154139314499592,0,0,0,0,0.126249176077972,-0.0438720435494951,0,0,0,0,0,0,0,0,0,0,0.362045715400547,0.0540626754457008,-0.234323378269729,0,0,0,0,0,0.00978641077972796,0,0,0.0370500401371437,0,0.128678110800296,0.16413722399126,0,0.0928914881292624,0,0,0,0.0207385210890969,0,0,0,0,-0.0224761246067856,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0711493591594038,0.0512815020188278,0,0,0,0,0.000773934366131619,0.121585858657122,0,0,0,0,0,0,0.0677892976933943,0.0315711684951795,0,0.0825038325322105,0,0,0,0.0186880874885962,0,0,0,0,-0.0237755176041652,-0.11818483211776,0,0,0.0168536348332901,0.0237913177830322,0.246382255751715,0.00470819144893144,0,0,0,0.214176082791878,0,0,-0.0109771266973204,0,0,0,0,0,0,0
X002466.SZ,-0.189764810650079,0,0,0,0.325950964945715,0,0,0.326612781352218,0,0,0,0.122925859177762,-0.0482122414755346,0,0,0,0,0,0,0,0,0,0,0,0,0.121277608952587,0.0711254724047978,0,0,0.0355713899337893,0,0,0,-0.0753276548137614,0,0,0,0.0864248134591919,0,0.180240622271972,0,0,0,0,0,0,0,-0.0520368484932686,0,0,-0.0567122208411586,0.0172847251833462,0,0,0,0,0,0,0
