,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X600795.SH,X000301.SZ,X601699.SH,X600426.SH,X600362.SH,X000877.SZ,X002271.SZ,X000983.SZ,X600027.SH,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X600985.SH,X000630.SZ,X000408.SZ,X000933.SZ,X600219.SH,X600612.SH,X600157.SH,X000723.SZ,X000629.SZ,X600688.SH,X002128.SZ,X300037.SZ,X600995.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.780885754062202,0.267842889004857,0,0,-0.0768719862943467,0,0,0,0,0,0,0,0,0,0.131132408278287,0,0,0,0,0,0,0,0,0,-0.183609189567302,0,0,0,-0.077383685512435,-0.0240411911311442,0,0,0,0,0,0,0,0.0407576282138382,-0.0500115630865724,0,0.0368791161368173,0,0,0,0,0,0,0,0,0,-0.00397569723715451,0.0212116421916422,0,0,0,0.0175976713858895,0,0
X600028.SH,0.506175271203493,0,0.0496975104241338,0,0,0.156894709425906,0,0,0,0,0.11425794238731,0,0.0162465556717464,0,-0.00952994527500102,0,0,0,0,0.0599112884854047,0,0,0,0,0,0,0,0,0,0.0180280946222103,0,0,0,0,0.0953989292538568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174976516008156,0,0,0,-0.00184267857375547,0,0,0,0.0446065741943858,0,0
X601088.SH,0.0224887951511238,0.174612294751409,0,0,0.0781886189599813,0.00135066870347797,0,0.0929427924861984,0,0,0,0,0,0,0,0,0,0,0,0.0413845377230958,0,0,0,0,0,0,0.0512937871031187,0,0,0,0,0.072374832628559,0,0,0,0,0.071082031725255,0,0,0,0,0,0,0,0,0,0,-0.174490758473323,0,0,0,0.0146172623462827,0,0,0,0,0.019223189623374,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192663618952561,0,-0.0737906871510948,0,0,0,0,0.223415808523726,0,0,0,0,0.0646434582055873,0,0,0,-0.0191763181182402,0,0.0132192149774946,0,0.429373151839409,0,0,0,0,0,4.33680868994202e-19,0.615549110988883,0,0,0,0,0.106329162843653,0,0,0,0.00902348275072091,0,0,0,0,-0.128823471337862,0,0
X600188.SH,0,0,0,0,0,0.0351808257355959,0,0.119952713898164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914376461344449,0.160203867025545,0,0,-0.042522810234128,0.511506839079305,0,0,0,0,-2.16840434497101e-19,0,-0.0119650668456012,0,0,0,0,0,0.126755743413162,0,-0.0737134811780403,0,0,0,0,0,-0.0364562142395048,0,0,0,-0.00903782859734278,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.216721093068215,0,0,0,0,0,0,0,0,0,0,0,-0.23447616619317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432760042156934,0.192110296443079,0,0,0,0.588987066840566,0.0194123068355378,0.357761412906676,0,0,0,0,0.159452868048827,0,-0.120288298157419,0,0,-0.0232888462510769,-0.00230811564265105,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0303301102925062,0,0,0,0,-0.0221761699481184,0,0,0,0,0,0,0.0835966258380103,0,0,0,0,0.0793708139207541,0,0.165027535144658,0.198718402861819,3.46944695195361e-18,-0.189121863974448,0,0,0,0,0.0995578536588988,0,0,0,0,0,0,0.0592326654313286,0,0,0,0,0,0,0,-0.110384343448567,0,0,0,-0.0271580948527075,0.0367077947818262,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.28609928640177,0,0,0,0,0,0,0.089935609112757,0,0,0.105972110837832,0.0152124016699551,0,0,0,0,0,0.197524518799587,0,0,0,0,0,0,0,0.178419720566539,0,0.0134178302854261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615469473092344,0,0,0,-0.00641560666953187,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.14612872872216,0,0,0,0,0,0,0,0.271707152078153,0,0,0,0,0,0,0,0,0,-0.071315680305071,0,-0.0199111342835053,0,0,0.267258341207562,0,0,0.0748046941866917,0,0,0.00903161545039583,0,0,-0.0153867572583535,0,0,-0.137285202281539,0,0,0,0,0,0,0,0,0,0,0,-0.00455302499916805,-0.025499416005647,0,0,0,0,0,0
X600547.SH,0.078717793625052,0,0,0,0.0534761246026954,0,0,0,0,0,0,-0.0941552487857857,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.12037232899887,0,0,0,0.00353188452891956,0,0.408178853532038,0,0,0,0,0,0,0,0,0,-0.0514581487655288,0,0,0,0,0,0,0,0,0,0,0,0,0.0328913998131058,-0.0531123014402518,0,0,0,0.0321486575105377,0,0
