,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X601992.SH,X002466.SZ,X600111.SH,X600688.SH,X600795.SH,X600188.SH,X600362.SH,X600516.SH,X002460.SZ,X601991.SH,X600660.SH,X600547.SH,X300072.SZ,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X000408.SZ,X000807.SZ,X000792.SZ,X600339.SH,X600808.SH,X000959.SZ,X600219.SH,X600489.SH,X600549.SH,X002092.SZ,X000723.SZ,X000983.SZ,X600352.SH,X000553.SZ,X601158.SH,X601699.SH,X000883.SZ,X600299.SH,X000630.SZ,X600008.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.024068084564256,0,0,0,0,0,0.038110882840118,0.029344813240519,0,0,0.00473546849942414,-0.0165954691767996,0,0,0.064846113096181,0,0,0,0,0,0,0,0.0284480107357717,1.73472347597681e-18,0,0,-0.0214683616736105,0,0,0,0,0,0,0,0,0.0278065043312784,0,0,0,0,0,-0.0208392653906354,0,0,-0.00821680845893289,0.0119031983908099,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.159105999372397,0,0,0.0367274640535126,0,0,0,0,0,0,0,0,0,-0.016696331478322,0.0273681579393663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341870832896415,-0.0227752717139124,0,0,0,0,0,0.102377900921787,-0.0981829987821001,0,0,0,-0.0479739781698742,0,0,0,0,0,0.00941127590780247,0,0,0,0,0,0
X601088.SH,0,0,0,0.0868552277695366,-0.029611075892453,0,0,0,0,0,0,0,0,0,0.804663452103209,0,0,0,0,0,-0.0430200981377263,0,0,0.020025224334099,0,0,0,0,0,0,0,0,0.0563085862406262,0,0,0,0.0409059892202706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140220221384361,-0.0224327867249411,0,0,0,0,0,0
X600019.SH,0,0,0.0171663810798644,0,0,0,0,0.0898694735939255,0,0.317309660363359,0,-0.0578234985532963,0.0423930803302816,0,0,0,0,-0.018819067937881,0,0,0,0,0.0566136892000774,0.151191914411187,0,0,0,0,0,-0.00373110704028151,0,0,0.280896036020159,0,0,0,0,0,-0.0227599964972345,0,0,0,0,0,0,-0.0604877512739363,0,0,0,-0.0226134312630684,-0.0175209337139062,0.00760662791146725,0,0,0,0,0,0
X600585.SH,0,0.308377479887897,-0.0624512534004584,0,0,0,0,0.0373928018329312,0,0,0,0,0,0,0,0,0,-0.063591772333354,0,0,0,0,0,0,0,0,0,0,0,0.0624594061212666,-0.00840352914853612,0,-0.0655078575911588,0,0,0,0,-0.0232816981408833,0,0,0,0,0,0.0870260304646243,0,0,0,0,0.147134390066442,-0.202345909680149,-0.0232551304989762,0.014811255653458,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0938571050972837,0,0,0,0,0,0,0,0,0,0,0.177880797932914,0.119936474513633,0,0,0,0,0.0786492245098893,0,0,0,0,0,0,0.135193512026794,0.203548152004725,0,0.0066917785491255,0,0,0,0,0,0,0,0,0,0,-0.00406112070935487,0.0154268307566816,0,0,0,0,0,0
X601600.SH,0,0,0,0.180117384186085,0,0,0,0,0,0.243571037746446,0.052099021989041,0.0584367527324916,0,0,0,0,0,0.110582507103375,0,0,0,0,0,0,0,0,0,0,0,0.192276733837013,0.014909285262806,0,0.0570223882442301,0,0.194866210800628,0,0.0652293489829165,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134477137713088,-0.011187596252708,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181259408118358,0.0460403386441251,0.0902868123964814,0,0.0941220994209096,0,0.0373860800585346,0,0,0,0,0,0,0,-0.16522312450062,0,0,0,0.104430759689495,0,0,0.114885885964815,0,0,0,0,0,0.0887800676805366,0,0,0,0,0,0,-0.0127544260396203,0.0166428297754786,0.0463434272690283,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.118851574755389,0,0,0,-0.00376950946722848,0,0,0,0,0.0185815114467768,-0.0152275644070308,0,0.108580826876877,0,0,0,0,0,0,0,0,0.103505344076703,0,0,0,-0.0319591337607407,-0.0895684111648657,0,0,0.0407278774988322,-6.93889390390723e-18,0,0,0,0.00267755148115787,0,0,0,0.0431375959014744,0,0,0,0,0,0.00857992947765187,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0087151248236053,0.0190185480841523,0,0,0,0,0,0,0,0,0,0.0433471946883304,0,0,0,0,0,0,0.246654925398984,0,0,0,0,0,0.0145998374251017,0,0,0.0303327679510497,0,3.46944695195361e-18,0,0.111696902209727,0,0,0.04330468969644,0,0,0,0,0,0,0.261105094786453,0,0,0,0.0125094406568636,0,0,0,0,0,0,0
