,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X600489.SH,X000786.SZ,X002466.SZ,X000898.SZ,X600176.SH,X002460.SZ,X600299.SH,X601158.SH,X600426.SH,X000883.SZ,X002353.SZ,X000709.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000792.SZ,X600315.SH,X000630.SZ,X600985.SH,X000553.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00394929571161745,0,0,0.0234857272961723,-0.0536145030594129,0,0,0,0,0,0,0,0.0217439682278539,0,-0.0258010749272239,0,0.0637518010546945,0,0,0,0.0719251821413882,0,0,0,0,0,0,0.0939095717150522,0,0.0489744934641926,0,0.0494886102733284,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839641483686748,0,0,0,0,0.0210159251838022,0,0
X600028.SH,0,0,0.0222698288243166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236647164609262,0,0,0,0.106962377501843,0,0,0,0,0,0,0,0,0,0,0.025252471439554,0,0.0129562515834961,0,0.0479726488984961,0,-0.0171857013959261,0,0,0,0,0,-0.0536075691352494,0,0,0,0,0,0,0,0,0.312907350495004,0,-0.00881572722209659,0,0
X601088.SH,0,0,0,0.28554958166967,0,0,-0.000872584404634368,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.106338179473515,0,0.0749822213777962,0,0,-0.0559629656617842,0,0,0,0,0,0,0.141834922687325,0.0291092915197191,0,0,0,0,0,0,0,-0.0809154572247879,0,0,0,0,0,0,0,0,0,0.0203565751654894,0,0,0,0.00261023735186199,0,0,0,0,0.0363153263363334,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555361831771239,0.0319344169440525,0,0,0,0.634951953614018,-0.0391610856621956,-0.0270237027810952,0,0,0.0378832481494017,0,0,0,0,0,0,-0.0186643977638976,0,0,0,0,-0.085756749617401,0,0,0,0,0,0,-0.06752236121962,0,0,0,0,-0.0902835661297328,0,0,0,0,0,0,0.00170717197362111,0,0
X600309.SH,0,0,0,0,0,0,-0.0771026448846514,0,0,0,0.0449074708371361,0,0,0.0248186474618153,0,0,0,0,0.0842203593518182,0,0.115953060536358,0,0.0189347982960695,0,0,0.00357149530381098,0.12521986128145,-0.0439151131166253,0.0353545754701175,0,0,0,0.0786417696690185,0,0,0.0529556790807201,0,-0.0734191542669339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165338152074226,0,0
X600019.SH,0,0,0.185442373883172,0,0,0,0,-0.0123005080025608,0.117232262224143,0,0,0,0,0,0,0,0,0,0.0737443991984832,0,0,0,0,0,0,0,0,0.0296607403337481,0,-0.00419170943038524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688438264573537,0,0,0,-0.00360584479764475,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.139094939250602,0,0,0,0.0755540852155383,0,0,0,0,0,0,0,0,0,0.131385482952578,0.83635227949435,0,-0.0860441180294611,0,0,0,0,0,0,0,0.158155784691315,0,0,0,0,0,0,0.180281025312367,0,0,0,0,0,0,0,-0.00832560079462001,0,0,0,0.0808117729682768,0,0
X600011.SH,0,0,0.0500350599210522,0,0,0,0,0,0,0,0,0,0,0,0,0.115787943305532,0.0525201781938939,0,-0.0497638670701245,0,0.203568767518202,0,0,0,0.128686553578375,0.0763397855140235,0,0,0,0.0225122894525896,0,0,0,0,0,-0.0655413654913206,0,0.10078484928595,0,-0.08277519499112,0,0,0,0,0,0,0,-0.149337122743117,0,0,0,0.0109320955724395,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0784632743010563,0,0,0,0,0,0,0,0,0,0,0,0,0.140008856221342,0,0,0,0.00811539622063412,0,0,1.73472347597681e-18,0,0,0.0558721175416955,0.126174393481785,0,0,0,0,0,0,0,0,0,0.0291673870316987,0,0,0,0.159594442039065,0,0,0,0.0121007122788107,0,0,0,0,-0.0184394347275208,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917490210399675,0,0,-0.0851663190056778,0,0,0,-0.119021115272022,-0.018966052446639,0,0.284604100067335,0,0,0,0,0,0,0,0,0,0.182453853191872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227046605929726,0,0,0,-0.0262505273560042,0,0,0,0,0.0507979556527133,0,0
