,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X000709.SZ,X600111.SH,X600352.SH,X600299.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000786.SZ,X000553.SZ,X000825.SZ,X000883.SZ,X002271.SZ,X600583.SH,X002110.SZ,X600157.SH,X002470.SZ,X600021.SH,X000408.SZ,X000539.SZ,X600612.SH,X000630.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.392423859274998,0,0,0,0,0,0,0,0,-0.0726128992049884,0,0,0.0846121368987557,0,0,0,0,0,0,0,0,0,0,0,0.164072898560545,0,0,0,0,0,0,0,0,-0.0299976159227558,0,-0.0230325090463021,0,0,0,0.035812658363173,0,0.0250240690982125,0,0,0,0.0616969770260882,0.0141942954776092,0,0.00718933487176944,0,-0.00842870942348311,0.00394254188865683,0,0,0,-0.00508399987849264,0,0
X600028.SH,0.321465258538895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218576680485577,0,0,0,0,0,0,0,-0.0555064243724557,0,0.0973476688886319,0,0,0,0,0,0,0,0,0,0.311259451958082,0.168723379888134,0,-0.106045713170221,0.124797009371217,0,0,0,0,0,0,0,0.00437899180158966,0.100748965712616,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.168655431792159,0.0489465877952026,0,0,0,0,0,0.128206915325607,0,0,0,0,-0.112612629964547,0,0,0,0,0.191725527756278,0.00336547896216748,0,0,0,0,0,0,0,0,0,0,0,0.0530354618942732,0,0,0,0,0.181099870147621,0,0.0344357100908667,0,0,0,0,-0.0837421657826497,0,0,0,0.0114005826612739,0.00615799759007769,-0.109421506381217,0,0,0.0627599283924951,0,0
X600585.SH,0,0,0.134310514747862,0,0,0.11527010436653,0,0,0,0,0,0,0.0877609271844495,0,0,0,0,-0.0910652332731307,0,0,-0.0490663923575499,0,0,0.0407951998720312,0,0,0.0390770974617212,0,0,0,0.039092729011233,0,0,0.533075300843683,0,0,0.0234205322957129,0,0,0,0,0,0,0,0,0.0381372975759262,-0.243554547899511,0,0,0,0,-0.0192163931006547,0.00797051724902259,0,0,0,-1.73472347597681e-18,0,0
X600019.SH,0,0,0.0768106985093154,0,0,0,0.0362985085627313,0,0,0,0,0,0,0,0,0,0,0,0.0207148145548445,0.16824059133895,0.0220868228373869,0,0.0425957244658418,0,0,0,0,0,0,0.00274423349380694,0,0,0,0,0,0,0,0,0,0,0,0.172052617606062,0.00626919777235913,0,0,0,0,0,0,0,0,0.0177702746868556,0.0149045769500711,0,0,0,0.0582311855589067,0,0
X600011.SH,0,-0.0141890773320498,0,0.0302488108280284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49137837427533,0,0,0,-0.0591813521232319,0,0,0,0,0,0,0,0.0978294377809306,0,0,0,-1.38777878078145e-17,0,0,0.0250814136975922,0,0,0,0,-0.189633743236556,0,0.200815605625304,0,0,0,0,0,0,0,-0.00440094672375447,0.0347560399369079,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291709971238734,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.39217823474864,0,0.118213076440363,0,0.103729301922652,0.259945473197163,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.0229286310997496,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775948647217164,0.0851037058313782,0,0,0.134920862441937,-0.0497067758609522,-0.226430249984308,0,0.220301064901453,0,0,0,0,0,0,0,0,0.0448743126523397,0,0,0,0,0.17605587821699,0,0.0539999549554767,-0.000743674748581244,0,0,0,0,0,0,0,0,-0.00399663699746777,0.0224598421137234,0,0,0,0,0.0291727736326392,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110109684500188,0,0,0,0,0,0.0510533955925123,0.813710506780813,0,0,0,0,0,0,0,0,0,0,0.0316090539977915,0,0,0.0552949279108041,0,0.102406291555183,0.0602548659299434,0,0,0,-1.42003591880888e-06,-0.0100564190074896,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.135250946786556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878205510185432,0.0645557949349255,0,0,0,0,0,0,0.0436140524175608,0,0,0,0,0,0,0,0,0,0.0325541772917091,0,0,0.000248528499043955,0,0,0,0,0,0.0492584670208406,0,0,-0.0042444740143262,0.0138533857619251,0,0,0,0.0118080724476926,0,0
