,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X600547.SH,X002466.SZ,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X600489.SH,X601158.SH,X000792.SZ,X600583.SH,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000983.SZ,X000027.SZ,X000630.SZ,X000723.SZ,X000629.SZ,X600549.SH,X002470.SZ,X002460.SZ,X000012.SZ,X600176.SH,X000060.SZ,X600021.SH,X002407.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0484794002265612,0,0.104028178979386,0,0,0,0,0,0,0,0.0510896549343006,0,0,0,0,0.0020681678810553,0,0,0.212209818694817,0,0,0,0,0.0954288638939745,0,0,0.0332107449951255,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00897629386866579,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0727780900115378,0,0,0,0,0,0,0,1.73472347597681e-18,0.0558338601891517,3.46944695195361e-18,0,0,0,0,0,0,0.0395957246095418,0,0,0,0,0.204151079994462,0,0.0489201927791221,0,0,0,0,0,0,-0.0423859133156941,0,0.0256760136895404,0,0,0,0,0.0122564191812946,0,-0.0103249628274841,0,0,0,0.0113585441232386,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.216985003896706,0,0,0.00233472715825153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134408570504073,0,0,0,0.0377832756792401,0.00711559181390946,0,0,0,0,0,0.0268013629216998,0,0,0.0864941771963719,0.209092094406507,0,0,0,0,0,0,0,0,0,0,0,-0.0224580907623162,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0714682462403766,0,0,0,0,0,0.0205441528086948,0.2188146458065,0,0,0,0,0,0,0,0.0206974600399036,0,0,0.0295072118251684,0,0,0,0.0400589990400948,0.157169960369535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.040000362472141,0,0,0,0,0,0,0.256510484216985,0.0201018772333109,0,0,0.0301184766603808,0,0,0,0,0.169963788653277,0,0,0.0709275814159631,0,0,0,0.206770097710845,0,0,0,0,0,0,0.0464664687005494,0,0,0.0288057641887527,0,0,0.0377717147777502,0,0,0,0.00243872803562327,0,0.00467751635544157,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0137821736629596,0.0180834023758077,0.174196651226712,0.207798309438736,0,0,0,0,0,0.0343459689591739,0,0,0,0,0,0,0,0,0,0,0,0,0.199377684005844,0,0,0,0,0,0,0,0,0,0,0,0.0407767689942973,0,0,0,0,0,0,0,0,0,0,0.0653160693351035,0.00129493314269426,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.166152244150882,0,0,0.0297738236247285,0,0,0,0,0,0,0,0,0,0.0497975944460563,0,0,0.24755437880252,0,0,0,0.0682659636692528,0,0.0495876678190653,0,0,0,0,0,0,0,0,0.0531470996047244,0,0.030923137470696,0,0,0,0,0,0,0,0,-0.0431997475738317,0,0.095526833948592,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0176693249038165,0,0,0,0,0.0553309265929342,0.159783105087466,0,0,0,0,0,0,0.130288932812901,0,0,0,0,0.330021613424426,0,0,0,-4.33680868994202e-19,0,0,0,0.00973294511066398,0,0,0,0.0331963672357168,0.0154068743532039,0,0,0,0,0.107691683832453,0,0,0,0,0,-0.0599840339143446,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0283906565807195,0,0,0.0528891958725318,0,0,0,0,0,0,0.071257749339063,0,0,0,0,0,0.159389838349414,0.13288599586172,0,0.13029600234913,0.15177394485804,0,0,0.0582324183894203,0,0,0.0241166325926819,0.0687281619992987,0.0190860704604958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084565516425673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571748934890595,0,0,0,0,0,0,0.217449774816523,0,0.232368282538512,0,0.0458642098615387,0,0,0.034796282845543,0.123731273230618,0,0,0,0,0.017957039889259,0,0.150849917180591,0.252354743630042,0,0,0,0
