,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X002466.SZ,X601992.SH,X600547.SH,X600886.SH,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600309.SH,X600489.SH,X000709.SZ,X600583.SH,X300072.SZ,X000898.SZ,X600352.SH,X000883.SZ,X000539.SZ,X000027.SZ,X000723.SZ,X002407.SZ,X000630.SZ,X000983.SZ,X002460.SZ,X002470.SZ,X600549.SH,X600176.SH,X000629.SZ,X000060.SZ,X600021.SH,X000012.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.051385967962655,0,0,0,0,0,0,0,0,0.00945905248432857,0,0,0.01895949591743,0,0,0,0,0,0,0,0.223664985720047,0,0,0.112210194723589,0,0.085021810789159,0,0,0,0,0,0,0,0,0,0,0.0382921096615561,0.0126574508276037,0,0,0,0,0,0,0,0.0134431211005773,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0970425521340917,0,0,0,0,0,0,0.0644393239290106,0.0266097972519733,0,0,0,0,0,0,0,0,0,0,0.0763675292063135,0,0,0.183170823675137,0,0,0.0503599112329112,0,0,0,-0.0530246948851039,-0.00238825040982406,0,0,0,0,0.0198401215886396,0,0,0,0,0,0,0,0,0.00706872023330362,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.188562729399402,0,0,0,0,0.0221888495738307,0,0,0,0,0,0.0227836324118659,0,0.00414102565897121,0,0,0,0,0,0,0.0957083978357823,0,0,0,0,0,0,0,0,0,0.0728468816082255,0,0,0.0878985359720262,0,0,0,0,0.195308511491924,0,0,0,0,0,0,-0.0295749296102164,-0.0113000557216236,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0496986015515955,0,0,0,0,0.0135591556865202,0,0.311113429452839,0,0,0,0,0,0,0,0.0249293958812289,0,0,0.0355747791084692,0,0.0447243095332545,0,0,0.112907130730625,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.023930958851351,0,0,0,0.121145513274701,0,0,0,0,0,0,0,0,0.233227846084085,0,0,0,0.234645901159136,0.0215465018308709,0,0.0523515436514054,0,0,0,0,0.0538232761283803,0,0,0,0,0,0.0606373437981688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00391174591999671,0,0,0,0.0370340846452964,0,0,0,0,0,0,-0.0188209810671361,0.0685863538390822,0,0,0,0,0.0275430868039596,0.0575151956019443,0,0,0.0676531021781449,0,0,0.376789310360265,0.00919243489757393,0,0,0,0,0,-0.0737823937604458,0,0,0,0,0,0,0,0,0,0.163943648036965,0,0,0.00693331565058274,0,0,0,0,0,0,0
X600585.SH,0,0,0.11735724246213,0,0,0,0,0,0,0,0,0.147083904989507,0,0,0,0,0,0,0,0.074458681914275,0,0,0,0,0,0,0,0,0.0830520902905375,0,0,0,0,0,0,0,0,0,0,0,0.0361657050655514,0,0.148870953499327,0,0,0,0,0,0.0335664287407224,0,0,-0.008531461975157,0.00683143737708827,0.0840517180205688,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00302678740060982,0,0,0.0941471744158889,0,0,0,0,0,0.0443924043806105,0,0.247080654404509,0,0,0.0835612945524099,0,0,0,0,0.118744438471804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664864676152686,0.0496730059871502,0,0,0.0296718119503938,0,0,-0.0860464413338098,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0282279312378554,0,0,0,0.0396761165847254,0.052088466013173,0,0,0,0,0,0.108169218125435,0,0.204990221046682,0,0,0,0,0.0966018649551992,0,0.0418304024468829,0.038006903018555,0,0,0,0.083761411563872,0,0,0,0,0,0.0513343766901248,0,0,0,0,0,0.147468905780118,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0191382420174853,0,0,0,0,0.0685788956636097,0,0,0.14744764051304,0,0,0,0,0,0,0,-0.106767354435137,0,0.166983903941962,0,-0.041785679371485,0,0,-0.107869426200178,0,0,0.0590910569582085,0,0,0,0.14835335212418,0,0,0,0,0,0.127174503482032,0,0,0,0,0,0.235365317038466,0,0,0,0,0.208205520422251,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.086335496705655,0,0.0249925358121407,0,0,0.00117712976764173,0,0.195514911536944,0,0,0,0,0,0,0,0,0,0,0,0,0.0770816420620309,0,0,0.157228359102526,0,0,0.118150686869213,0,0,0,0.0664132816883785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243883856132444,0.0907675133243609,0.166982893543979,0,0.0508780363136492,0,0,0,0.21954945840839,0,0,0,0,0,0.391922780400213,0,0,0,0,0,0.130352103012522,0,0,0,0,0,0.275034552804499,0,-0.0775389384823089,0,0.0544569361525153,0.0297423104276368,-0.129556335019629,0,0,-0.0523886576116875,0,0,0.193446906604009,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0908415592281222,0,0,0,0,0,0,0,0,0,0,0.0149584818612102,0,0,0.0283417504113906,0,0,0,0,0,0,0.0664929977968241,0,0,0.0859058783294172,0.0165143861135185,0,0,0,0,0.0207850898731574,0.0383964273198915,0,0,0,0.219431253311933,0,0,0,0,0,0,0,-0.0310814670475424,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.13818483038569,0,0.137435064362802,0,0,0,0,0,0,0,0,0,0.0722769412427443,0,0,0,0,0,0,0,0,0,0,0.167997686728568,0,0,0.0947906927392678,0.0473078897025289,0,0,0.00479104349060836,0,0,0,0,0,0.0116244314465844,5.42101086242752e-20,0.0431982223670708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
