,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X000898.SZ,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000792.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X000825.SZ,X600489.SH,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X002470.SZ,X600157.SH,X600549.SH,X600315.SH,X000883.SZ,X600583.SH,X600808.SH,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.353222844876832,0.00182490572390816,0,0,0,0,0,0,0,0,0,0,0.0469801568492754,0,0,0,0.159410276621766,0.0175163571979038,0.0281109156881812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444269895662209,0,0,0,0,0,0,0,0,0,0,0.10655214053405,0.0373972952301393,0,0.0176423967252822,0,8.67361737988404e-19,0.0182532865950932,0,0,0,0,0,0
X600028.SH,0.330024121103277,0,0.407796278446815,0,0,0,0,0,0,0,0,0,0,0,0,0.0906502549004426,0,-0.00384315455156117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0858343678094653,0,0,0,0,0,0,0,0,0.162053150541696,0,0,0,0,0,0.0412664011499539,0,0,0,0,0,0
X601088.SH,0,0.141416957753509,0,0.159522409850237,0.0654449859519401,0,0,0,0.0117229754120367,0,0,0,0,0,0,0.00276786850985853,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0551026683117831,0,0,0,-0.110650870803951,0.019836622052339,0,0,0,0.361063145356828,0,0,0,0,0,0,0,0,0,0,0,0.0172345626363085,-0.0475233166998931,0,0,0,0,0,0
X600019.SH,0,0,0.141987705381726,0,0.232557453001369,0,0,0,0.0150624851449135,0,0,0,-0.00961368363588162,0,0,0,0,0,0,0,0,0,-0.0115535248534992,0.0360388334473324,0,0,0,0,-0.0829126107014584,0,0,0,-0.0397901039332796,0.0228091618564443,0,0,0,0.239999919493622,0,0,0,0,0,0,0,0.207636034807709,0,0,0,0.0255239215830393,-0.0289898978985903,0,0,0,0,0,0
X600585.SH,0,-0.0291954259234571,0.238694379262947,0.394999097993944,0,0,0,0,0.0570759905956431,0,0,0,0.0762793780599896,0,0,0,0,0,0,0,0,0,0,0,0.103677862976073,0,0,0,-0.147964848827315,0,0,0,0.260923803819747,0,0,0,0,0.113416505559508,0,0,0.0295061720951044,0,0,0,0,0,0,0.073556210183867,0,-0.0117436255868462,0.0789531365119484,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0408483594733697,0.0753627218709,0,0,0,0,0,0,0,0,0,0,0,0.0134135843496915,0.199143045938896,0.0378893152631758,0.00994095235772687,0,0,0.0276642090794839,0,0,0,0,0,0,0,0,0,0,0,0.129813162630101,0,0,0.0722164846590976,0,0.00245762857548628,0.101902002098681,0,0.00588600752528238,0,-0.0215971997632996,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.253182157454812,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0250961283734634,0,0,0.1424155201278,0.00505557899116,0,0,0.0586126171844569,0.0689793475399721,0,0,0,0.220357190534738,0,0,0,0,0,0,0.198936226280175,0,0,0,0.0351221267282787,0,0,0,0,0,0,0,-0.0181201170535491,-0.0191287543900193,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0754582694121236,0,0.278358832683809,0,0,0,0,0,-0.0801751966477013,0,0,-0.134890979012373,0,0,0,0,0,0,0,0,-0.323991630932293,-0.160215788322436,0,0,0,0.461797813843235,0,0,0,-0.275632445225004,0,0,0,-0.482893234858413,0,1.38777878078145e-17,0,0,0,0,0,0.0383483105017457,0,0.0837792624721285,-0.278594525173253,-0.728456374065773,0,0,0,0,0
X600188.SH,0,0,0,0,0.0078342109703025,0,0,0,0,0,0,0,0,0,0,0.172663697462962,0,0,0.0730002279348164,0,0,0,0,0.468951650173887,0.198422488361626,0,0,0,0,0,0,0,0,0.07783948652296,0,0.119760879092809,0,0.304737248320561,0,0,0,0,0,0,0,0,0,0.0723180055826351,0,-0.00438067879444258,-1.0842021724855e-19,0,0,0,0,0,0
X601898.SH,0,0.0351351856888365,0,0,0,0,0.0661013080627957,0,0.0921189145344299,0,0,0,0,0,0.317647710282809,0.0172605706510138,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0718986286925764,0,0,0,0,0,0,0,0,0.0118454392219047,0,0.104395301893634,0,0.0885386152060758,0,0,-4.33680868994202e-19,0.163062114582862,0,0,0,0,0,0,0,0,0,0,0
