,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X600188.SH,X600362.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000786.SZ,X000553.SZ,X000408.SZ,X600339.SH,X000723.SZ,X600176.SH,X600219.SH,X600489.SH,X002271.SZ,X000959.SZ,X600352.SH,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X000807.SZ,X000630.SZ,X000983.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0208642384237736,0,0.0614493498951506,0,0,0,0,0.174615177274099,0,0,0,-0.0451834490811917,0,0,0,0,0,0,0,0.0114230370619564,0,0,0,0.0150961437378479,0,0,0,-0.0333817131499932,0,0,0,0,0,0.0443928345582437,0,0,-0.0325259811266338,0,0,0,0,0,0,0,0,0,-6.90624895438869e-05,0.00451616283134575,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0184832627589314,0,0.0217979129421096,0,0,0,0,0,0,0,0,0.0202656209320533,0,0.042111078201012,0,0,0,0,0,0,0,0,0,0,0,0,0.0202323636556209,0.00114379269808845,0,0,0,0,0,0.0547979921434397,0,0,-0.0255935046646759,0,0,0,-0.0158387201096663,0,0,0,0,0,0,-0.0013537975655944,0,0,0,0,0,0
X601088.SH,0,0,0,0.000589562451472243,0,0,0,-0.083221505704972,0,0,0,0,0,1.01190579640627,-0.0979086678897952,0,-0.0059801069242161,0.0434883191105293,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.104740749652082,0,0,0,0,0,0,0,0,0,0,0,0,0.0381480103110344,0,0,0,0.0758513067601078,0,0,0.0831367946344663,0,0,0.0214852576386058,-0.010396401077699,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.117520715891356,0,0,0,0,0,0,0,0,0.00784554294165275,0,0,0,0,0.0421934228545212,0,0,0.0845326286087435,0,0,0,0,0,0,-0.097289551855177,0,0,0,0,0,0,0,0,0.246911235650943,0,0,0,0.214079321257673,-0.0194231121536958,0,0,0,-0.136277743954256,-0.0231355658212081,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0670367274496576,0,0,0,0,0,0,0,0,0.0595568517605447,0,0,0,0,0,0,0,-0.0312458032942428,0,0,0,-0.0860631979642912,0,0.0959591648564063,0,0,-0.18423339594465,-0.177749465385265,0.0354920490794109,0,0,0,0,0,0.124528053366957,0,0,0,-0.144693256315683,0.0287666961711698,0,0.173861837298404,0,0,-0.0312813823690692,0.0426623215779985,-0.0739498538048751,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0477723347318266,0.0736451987056118,0,0,0,0,0,0,0,0,0,0,0.253777868749928,0,0,0,0,0,0,0.335095822117542,0,0,0,0,0,0.00759884976391111,0,0,0,0,0,0,0,0,0.0869275366824642,0,0,0,0,0,0,0.103200203944844,0.00172140887317751,0,-0.00563227921232889,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.207760688418071,0,0.156628245094266,0,0,0,0.249691734565548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00691982913252768,0,-0.033002967468235,-0.24119953882545,0,0,0,0,0,0,0,0,0,0,0,0.164815217275739,0.0614305824798039,0,0,0.136744039040832,0,-0.0111243559288697,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.362443146699607,0,0,0,0,0,0,0.111281892112382,0,0,0,-0.203282786617089,0.0551187365625294,0,0,0,0,0,0.0738965290271583,0,0,0,0,0,-0.165335286163481,0,0,0,0,0.147061847023489,0,0,-0.28794586876321,0,0.358505471597724,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.032583800529856,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108392579272625,0,-0.024270577340129,0.155200594691613,0,0.249559078096854,-4.33680868994202e-19,-0.0688902928270999,0,0,-0.0339749730191245,0,0,0,0,0.0166961104113985,0.0361085069045288,0.0168503206225127,0,0,0,0,0.036961631263278,0.0479978579225622,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172476916573687,0.0147541094824323,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0221451468247093,0,0,0,0.0309942834532205,0,0,0,0,0,0,0.34626897557177,0,0,0,0,0,0,0.118464895657855,0,0,0,0,0,0,0,0,0,0,0.00889710409247097,0,0,0,0,0,0,0,0,0,0,0.123975973153391,0.126861238822337,0,0,-0.0123735605805424,0.00668255757261992,0,0,0,0,0,0
X002466.SZ,0,0,-0.0750094141132057,0,-0.0040638840653662,0,0,0,0,0,0,0,0,-0.00148459149014389,0,0,0.594310216045977,0,0.058562197980985,0,0,0,0,0.0484474350368472,0,0,0,0,0,0,0,0.0541615253194907,0,0,0,0.000209411591035318,0,0,0,0,0,0,0,0,0,0,0,0,0.171109141668868,0,-0.00637216942881114,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.165383142916229,0,0,0,0,0,0,0,0,0,0,0,0,-0.00427394011415303,0,0,0,0.104446121402754,0,0,0,-0.165971490091919,0,-0.0304672869479608,0,0,0,0,0,0,0.0602694172654646,0,0,0.375584006860476,0,-0.0126987939640077,0,0,3.46944695195361e-18,0,-0.020215568102974,-0.0153040390235289,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0573780385262157,0,0,0,0,0,0,0,0.0247768707824729,0,0,0,0,0,0,0,0,0.0524792786977465,-0.086648978717046,0,0,0.0879061632905941,0,0,0.118811698516805,0,0,0,0.0881446201870632,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0699184695802682,0,0,0.0464206368788263,0,0,-0.013446820598258,0.0146075454115565,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0190020429501799,-0.0454929459362806,0,0,0,0,0,0,0,0,-0.122586622303488,0,-0.262393313948537,0,0,0,0,0,0.0851574965933509,0,0,0,0,0,0,0,0,0.0611790466872823,0,0,0,0,0,0,0.191445050924936,0,0,0,-0.0786206774949649,0.0635997277987799,0,0,0,0,0,-0.0170015211667405,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.114684195578953,0,0.0544014086285544,0,0,0,0,0,-0.19841092226154,0,0,0,0.0845215235086683,0,0,0,0,0,0,0,0,0,0,-0.067176007226804,0,0.124351854781814,0.283852943305934,0,-0.115824036946605,0,0.152965586146404,0,0,0,0,0,-0.159337503611757,0,0,0,0.155492290705213,-0.0974857533055021,0,0,0,0,-0.0240208079926033,0.0730890460179876,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318348389154037,0,0,0.0394018061574469,0,0.101548956292694,0,0,0,-0.0268471413222527,0,0,0.106731004503976,0,0,0,0.092932843668598,0,0.0902671039891427,0.023905087067815,0,0,0,0,0,0,0.0181318746758571,0,0,0.152477209923757,0,-0.228584733972186,0,-0.0237277985920273,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.640475989356236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076617537547379,0,0.10488475084256,0,0.138352066519948,0,0.19256918686893,0,0,-0.0598298914238402,0,0,0,0,0,0,-0.172889741390663,0,-0.0402036383653608,0,0,6.93889390390723e-18,-0.13320658180538,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.122709789724719,0.035505070333127,0,0,0.0729849025133733,0,0,0,0,0,0,0,0.156505339421375,0,0,0,0,0,0,0,0,0,0,-0.149208070588728,0.192382878887236,0.00725486052027558,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.423309825629325,0,0,0,0.00010066421030317,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,-0.0737439460897311,0,0,0,0,0,0,0,0.0536069259526678,0.0128038042598488,0.153030756883495,0,0,0,0.0740365733326863,0,0.0330222749447047,0,0,0,0,0,0.0319033927187835,0,-0.0691429156405486,0,0,0.0356309620110722,0,0,0,0,0,0,0,0,0,0,0,0.932815157590309,0,0,0,-0.011485276859217,0,0,0,0,0,0,0
X601991.SH,0,0,-0.0284744163826444,0,0,0,0.0926937746790433,0.0325574540351627,0.129783802930416,0,0.0136960276963359,0,0,0,-0.0833239078610151,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351416779606904,0.000843885011781128,0,0.195154966785606,0,0,0,0,0,0,0,0,0,0,0.158968738665904,0,0.00903359068514364,0,0,0,0,-0.0116604533741456,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.171403495638695,0,0,0.0685891995962598,0,0,0,0,0,0,-0.0199722778307699,0.0960715690935469,-0.0195020302674028,0,0,0,0,0,0.0199142752051608,0,0,0,0,0,0,-0.0150599263325799,0,0.0290122199307053,0,0,0,0,0.72494179138494,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00572968316770808,0,0.00135809507567568,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,-0.0980708141650336,0,0,0,0,0,0,0,0.155127515792264,-0.0624321556760091,0,0,0,0,0,0,0.146951112922367,0,0.226089344767383,0,-0.0285697316293868,0,0,0,0.104964557133224,0,0,0.0204397090908385,0,0,0,0,0,0,0,0,0,0,0.0796660005667505,0,0.254346288043497,0.573685068621662,0,-0.0262593890138796,-0.015593726974337,0,0,0,0,0,0
X600886.SH,0,0.186055503444797,0.0444720666991939,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0568846118219249,0.0216036474012219,0,0.0359265027306644,0,0,0,-0.0892495800764304,0,0,0,0,0,0,0.0144644686102643,0,-0.0845177620360004,0,0,0,0.00695909399533765,0,0,0,0,0,0,0,0,0,0,0,-0.115585257230269,-0.00959210405040176,0.00207835835668888,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-0.180320507658438,0.717383482155863,0,-0.206849644754453,0.121669700017236,0,0,0,0,0.261439278076922,0,-0.169192044954227,0,0,0,0.259566645285388,0,0,0,0,0,0,0,0,0,0.0279943957754776,0,0.105875612664792,0.181439258821344,0,0,0,0.273856668885984,0,0,0,0,0,0,0.252442334062328,0,-0.0633521380984369,0,0.0730687471627487,-0.0370893951939619,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.164536290718527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634856669485403,0,0,0,0,0,0,0,0,0,0.0464610174612557,0,-0.0659009271028112,0,0,0,0.0558046760256385,0,0,0,0,0,0,0.617946442466853,0,0,0,0,0,0,0.111045437099912,0,0,-0.0198610655866606,-0.00915527162492977,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.253142930852997,0,0.0462996826991256,0,0,0,0,0,0,0,0,0,0,0.0453708796745131,0,0,0.0798044619488249,0,0,0,0,0,0,0,0,0,0.0340344829962337,0,0,0,0,0,0.0173786602183191,0.2976440973765,0,0.063805344940308,0,0,0,0,-0.0579032163327338,0,0.0948478466176697,0,0,-0.0541185559707473,0.0204124510634182,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0745726337724336,0.00994416404316985,0,0.0267895739174322,0,0,0,0,0,0,0,0,0,0,0,0.0337475083752363,0,0.0123106484189419,0.0211160447996914,0,0,0.042521634897855,0,-0.0218191684585346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351760507593053,0,0,0.145244190087828,0,0,-0.0130574853808887,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.288923372492938,0,0,0,0,0,0.120275700510693,0,0,0,0,0.0490797802685397,0,-0.0741012326212178,0.264054487718148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196841631408668,0,0,0,0,0,0,0,0,0,0.166349356160889,0,0,0,0,0,0,0
X600027.SH,0,0,-0.0139753775037859,0,0,0,0,0,0,0.187881625557803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255746234088278,0,0.0869612089031404,0,0,0,0,0,0.0306359063678397,0,0,0,0,0,0,0.00162096247540133,0,0,0,0,0.05531036115555,-0.0899394340658429,-3.46944695195361e-18,0,0,0.0379753346036511,0,-0.015014930933209,0.00929035169874076,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448520970503593,0,-0.0478302309493258,0,0,-0.238362344990071,0,0,0,0,0,0,0,0,0,0,0.336622529156787,-0.0372187040585781,-0.295323968423358,0,0.390257606376794,0,0,0,0.0367407077938773,0,0,0,0,0.247830271098054,0.103356634663186,0,0,0,-0.0355804508693662,0,0.0133937273910502,0.0142571496927846,0,0,0,0,0,0
X000553.SZ,0,0,0,0,-0.151876430338218,0.00419279462387629,0,0,0,0,0,0,0,0,0,0,-0.103489639632124,0,0,0.0485176495584592,0,0,0,0.0744672647474161,0,0.389383680863609,0,-0.031482332429276,0,0.0340281176726133,0,0,0,0,0,0,0,0,0,0,0.0102501545551158,0,0,0,0,0,0,-0.0431742314241517,0,0,-0.0851227060763604,0.0806266490220514,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,-0.715979850634652,0,0,0,0.209157290284688,0,0,0,0,0,0,0,0,0,0.518895380575504,0.0671492263075504,0,0.0913820398594405,0,0,0,0.371362787927768,0,-0.0749968844087169,0,0,0,0,0,0.40536845236725,0,0,0,0,0.066998853932991,0,0,0,0,0.00215173474905013,0,0,0,0.179485738498656,0.251040269975612,-0.13867711203203,0,0,0,0,0,0
