,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X600795.SH,X600362.SH,X600188.SH,X002466.SZ,X600111.SH,X601991.SH,X600547.SH,X600660.SH,X600516.SH,X000709.SZ,X600886.SH,X300072.SZ,X000898.SZ,X600157.SH,X002460.SZ,X600027.SH,X000959.SZ,X600808.SH,X600489.SH,X002092.SZ,X600339.SH,X600352.SH,X000553.SZ,X600219.SH,X601158.SH,X000630.SZ,X600549.SH,X000983.SZ,X000792.SZ,X000883.SZ,X000723.SZ,X600176.SH,X002271.SZ,X600299.SH,X601699.SH,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0792130562688843,0,0,0,0,-0.0163786846080504,0,0.0426053771823881,0,0,0,-0.0156909715589926,0,0,-0.0239079460011618,0,0.0165087895806666,0,0,0,0,0,0.0097288148754848,0,0,0,0,0,0,0,-0.0515779195463362,-0.0506864869415929,0,0,0,0,0,0.0335102806605569,0.0107165208195824,0,0,-0.0953871448684591,0,0,0,0,0,0,0,-0.00591874772923725,-0.00631239119834135,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.147435508539458,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410953414095759,0,-0.0413974773639275,0,0,0,0,0,0.0042232546912044,-0.316728651102485,0,0,0,0,-0.0444941325474985,0,0,0,0,0,0,0,0,0,0,0,0,-0.063465034138033,0.0281637224702584,0,0,0,0.00337045092945048,0,-0.0517454957864538,0,0,0,0,0
X601088.SH,0,0,0,0.0320352744717904,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000975292189275612,0.0205944581031714,0,0,0,0,-1.0842021724855e-19,0,0,0.0154906485354896,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185107261521533,0.00536387842485194,0,0,0,0.00200813304741791,0,0,0,0,0,-0.00530541881561854,0.00277687200161306,0,0,0,0.118153011714924,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.28023764959969,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0175365608257363,0,0,0,0,0,0,0,0,0.330145870894043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129803394053505,0.0158814408005508,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0203031723689587,0,0,0,0,0,0,0,0,0.121045343053701,0,0,0,0.0155882328643617,0.052821499666575,0,0,0,0,0,0,0,0.136929525906625,0,0.02189339487391,0.0355102250536573,0,-0.0339191789681318,0,0,0,0.0105434161466111,0.0349374802430454,0,0,0,0,0,0,0,0,0,0,0,0.0177319788466018,0,0,0,0,0,0
X600585.SH,0,0.197637008579545,0,0,0,0,0,-0.0183839880046293,0.263840507668312,0,0.147781951388143,0,0,0.150326934202829,0,-3.46944695195361e-18,0,-0.0467140289507981,0,0.177862757891681,-0.0527407632115877,0,0.0328346831853098,0,0,0,0,0,0,0,0,0,0,0,0.0294377089204679,0,0,0,0,0,0,0,0,0.0401546860934347,0.151466281178427,0,0,0,0,0,-0.00108103642525325,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0772155746637106,0.0518325665814827,0,0,0,0,0,0,0,0,0,0,0,0.506953554145794,0.043991557825963,0,-0.0217400059410893,0,0,0,0,0,0,0,0,-0.00239450666775676,0,0,0,0,0.0939095439727274,0,0,0,0,0,0,0,0,0.185368886925786,-0.0402447940030107,0,0,0,0,0,0.0318208825671953,-0.0637696707307475,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023374719724013,0.0159381138521021,0.0523355507314127,0,0,0,0,0,0,0,0,0.233631822548757,0,0,0,0,0,0,0,0,0.100079227976903,0.127240171594766,0,0,0,0,0.0217623472877313,0,0.0584453516471205,0,0,0,-0.0201839313648954,0.0116299464757033,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142074036296601,-0.0151088254871912,0,0,0.234339856914548,0.0939933008781555,-0.084550979054913,0,0.154943600320152,0,0,0.00503762074524358,0,0,0,0,0.12919418957367,0,0,0,0,0,0,0,0,0,0,0,0,0.0878222488844975,0,0.117953332733662,0,0,0,-0.00852662612855401,0.00486610841032071,0,0,0,0,0,0
X601898.SH,0,-0.115530773804324,0,0.23025359785985,0,0,0,0.172442067406836,0,0,0,0,0,0.0542941906841309,0,0,0.0165488898463388,0,0,0,0,0.00172334582877397,0,0,0.109377042731404,0,0,0,0,0.0263003440094102,0,0,0,0,0.0221508906387285,0,0,0,0,0.0154676759904066,0,0,0.067704424265633,0,0,0,0.0471429381943078,0,0,0,-0.00123048708467309,0,0,0,0,0,0,0
