,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600886.SH,X600362.SH,X600801.SH,X600188.SH,X002460.SZ,X600352.SH,X002466.SZ,X601991.SH,X600795.SH,X000786.SZ,X600688.SH,X600111.SH,X601992.SH,X002271.SZ,X000723.SZ,X600176.SH,X600027.SH,X002353.SZ,X600583.SH,X600516.SH,X600426.SH,X600489.SH,X000898.SZ,X600299.SH,X600219.SH,X000709.SZ,X000883.SZ,X601158.SH,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X000825.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0917697552799693,0,0,0,0,0,0,0,0,0.0470268610548502,0.0248269765297495,0,0,0,0.2136814012378,0,0.0398487665112715,0,0,0.0300200819809425,0,0,0.018177738820993,0,0,0.163192009933702,0,0,0,0,0,0,0,0.0161782966363557,0,0,0,0,0,0.0172774935826278,0,0,-0.00526182716914562,0.00565178207382323,0,0,0,0,0,0
X600028.SH,0.101968083118033,0,0,0,0,0,0,0,0.00632915956862204,0.0770572446317017,0,0,0,0,0,0,0,0,0,0.00075721085309984,0,0,0,0.186447035409024,0,0,0.020124714340342,0,0,0,0.0700022001156253,0,0,0,0.0643691139368322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140600173641346,0.00275921058622757,0,0,0,0.00619072522550643,0,0
X601088.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0942368406116674,0.347852428380809,0,0.00161513294740296,0.00752758044358343,0,0,0,0,0,0,0,0.0213887836545463,0.0169773595594284,0,0.00174956872451952,0,0.00302049588520086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.132710000551584,0,0,0,0,0,0,0,0,0.0111063666500643,0,0.373953912835226,0,0,0,-0.0234955339788605,0,0,0.138977229871271,0,0,0,0.0689214431325181,0.0241570317612128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762205478007305,-0.0140119583532042,0,0,0,0.012122836964116,0,0
X600309.SH,0,0,0,0,0,0,0.0617556788247885,0,-0.0690651730616953,0,0,0,0,0,0,0.313025779644844,0,0,0,0,0,0,-0.034067936468701,0,0,0,0.0645217991250428,-0.239330069408652,0,0,0,0,0,0.26465692517884,0,0,0.00809782915513654,0,0,0,0,0,0,0,0,0,-0.0864980415644043,0.375254670911232,0,0,0.0150582881649749,0,-0.0653651252072403,0,0,0,-0.0771962726204611,0,0
X600019.SH,0,0,0,0,0,0,-0.0502706447797021,0,0.0391258344327507,0,-0.0407822454378876,0.0404073706362539,0,0,0.197438971728964,0,0.0169894015461441,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.00556631813827187,0,0,0,0,0,0,0,0,0,0,0.0455480700161992,0,0,0,0,0,0,0,0,0,0,0.0087395494081388,0,0.0321358561710531,0.0252397211530945,0,0,0,0.0482920410498479,0,0
X600547.SH,0,0,-0.197812200221297,0,0,-0.00383586335733616,0,0,-0.0824935622472484,0,0,0,0,0,0,0,0,0,-0.235598054650297,-0.0295622636811207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956452361824009,0,0,0,0,0,0,0,0,0,-0.135354856777927,0,0.0825969888476863,0,0,0,0,-0.0466480073993068,0.0553011495101318,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.108080894030596,0,0,-0.164380482150014,0,0,0,0,0,0,0,0,0,0,-0.157262423608465,0,0.324047745287408,0,0.24394321203661,0,0.136420283010824,0.0421920814478721,0,0.117018278163465,0.254099905486924,0,0.00728459940547865,0,0.0595256065097142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506227464303002,0,0,0,0,0.0166607607954138,0,0
X000708.SZ,0,0,0,0.33808857830461,0.0744311098460433,0,0,0,0,0,0,0.12066062423447,0,0,0.107115562213853,0,0,-0.234680840032334,0.0850130074456226,0,0,0,0.0464875198654757,0,0,0,0,0.292099848857143,0,0,0.153507773755934,0,0,0,0.28348292805753,0,0.182916038166009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365401830145053,0,0,0,0,0,0
X601898.SH,0.273460570363594,0,0,0,0,0.0180005315419083,0,0,0.0788635403524716,0,0,0,0,0.0667811936019013,0.0338762582394847,0,0.529204489303214,0,0,0.0126077897221211,0,0,0,0,0,0,0,0.0624715578372912,0.00944099172885016,0,0.0400711736599384,0,0,-0.0815899612982336,0,0,0.145227121273555,0,0,0,0,0,0.0997454295056306,0,0,0,0,0,0,0,0,-0.0489602881293962,0.0436359799487645,0,0,0,0,0,0
