,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X000708.SZ,X601699.SH,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X000786.SZ,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000933.SZ,X000932.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X002128.SZ,X600219.SH,X300037.SZ,X000027.SZ,X600096.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.335020674186125,0,0.301177589627519,0,0,0,0.053255488622848,0,0,0,0.0187719964527605,0,-0.372603150459661,0,0,0.17948547743671,0,0,0,0,0,0,0,-0.025044983742144,0,0,-0.0372210545470465,0,0,0,0,0,0,0.202617019722893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139469289723706,0,0,0.0105589859073582,0.17078956761079,0.148049054394942,0,0,0,0
X601088.SH,0,0,0,0,0.248115993363894,0.190704097580398,0,0.0633815523930418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208207466110093,0,0,0,0,0,-0.193295613864858,0,0,0,0,0,0.0603145497011854,0,0,0,0,0,0,0,0,0,0,0,0,0.00851880583506568,0,0.00541206731561186,-0.00637398376581003,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0438173114683195,0,0,0,-1.73472347597681e-18,0,0,0.17212796093195,0,0,-0.0179405802952591,0,-0.0639998557339528,0,0,0,0,0,0,0.0408022058253723,0,0.0149891374710447,-0.0875824214851099,0,0,0,0,0,0,-0.06801779361662,0,0,0.444176196311899,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139701797821617,0,0,0,0,0,0,0
X600309.SH,0.135091690218634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216119922330267,0.19573334425987,0,0.173538166530684,0.0100596339581585,0,0,0,0.0952473177746111,0,0,0,0,0,0,-0.0122332114559454,0,0,0.25223958597343,0,0,0.0283973316257175,0,-0.126395265481144,0,0,0,-0.0312231981940661,0,0,0,0.0316205892819249,0,0,-0.020704555353314,0,0,0,0,0,0
X600188.SH,0,0.12304441249295,0,0,0,0.148215391575372,0,0,0,0,0,0,0.051601200957083,0,0,0,0,0,-0.0351576515354383,0,0,0,0.0381250586782613,0.247427679423204,0,0.0999182643489646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232012526234387,0,0,0,0,0,0,0,0,0,-0.00262799319190424,0,0,0,0,0,0
X601898.SH,0,0,0.0114383331864743,0,0.437820000421181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231308633677356,0,0,0,0,0.204821340259201,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.217967133831746,0,-0.0681235082403412,0,0,-0.154691549020026,0,0,0.0659137260808609,0.0072464451151203,-0.0256951461334849,0.112507378886439,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0356074722459246,0,0.193689807174704,0,0,0,0,0,0,0,0,0.114608332495982,0.00625013815543569,0.0332035088153645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123743442747231,0,0,0,0.140834120360753,0,8.67361737988404e-19,0.102292301187681,0,0,0,0,0,0,0,0,0.00771246321483061,0,0,0.00276651974592157,0,0,0,0,0,0
X600011.SH,0.120571671907446,0,0,0,0,0.0581403842364665,0,0,0,0,0,0,0,0,0.17448036641078,0,0,0,0,0,0,0,0,0,0.286794848878953,-0.0459029981580844,0,0,0,0,0,0.215908760262486,-0.0440874587395667,-8.67361737988404e-19,0,0,0,0,-0.0935804478081466,0,0,0,0,0.134260527524829,0,0,0,0,0,0,0.0308389233467477,0.00011687861932933,-2.36670313060803e-05,0.0265384676067041,0,0,0,0,0
X600585.SH,0.177797150087258,0,0,0.102722710482548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164752562499453,0,0,0,0,0,0,0,0.0354925165086401,0,0,0,-0.0529279547389023,-0.0306342963784792,0,0.0342265050110536,0,0,0.0344735224662862,0,0.0592915791530418,0,0,0,0,0,0,0,0,0,0,0,0,0.00737037430124945,0.00692991337491207,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0497009478054334,0,0.0363571806645819,0,0,0,0,0,0,0,0,0,0,0,0.012868504261504,0,0,0,0,0.0997777955481566,0,0,0,-0.189639075332677,0,0.0145013061988625,0,0,0,0,0,0,0,0,0,0.0845539171413111,0,0,0,0,0,0.0331311613236448,-0.00940342541000907,0.242461225252366,0.14059365370927,0,0,0,0
