,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600188.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600362.SH,X601991.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600547.SH,X000898.SZ,X600516.SH,X300072.SZ,X600111.SH,X002460.SZ,X600176.SH,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X600299.SH,X000709.SZ,X000792.SZ,X601699.SH,X002110.SZ,X600808.SH,X600426.SH,X002271.SZ,X000932.SZ,X600315.SH,X000883.SZ,X601158.SH,X600219.SH,X000830.SZ,X600489.SH,X000408.SZ,X000983.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.154853815127251,0.0216877925575547,0,0,0,0,0.0271607987330336,0,0,0,0,0,0,0,0,0,0,0.0317088450201786,0,0.0774650536041519,0,0,0,0,0,0.0694930032121791,0,0,0,0,0.0197919135062719,0,0.0363468154181418,0.156151145447841,0,0,0,0.0372755979506127,0,0.0697874988111197,0,0,0,0,0,0,0,0,0,0.00434972988839939,0,0,0,0,0,0,0
X600028.SH,0.235366215820777,0,0.199225180856008,0,0,0,0,0,0,-0.00600524642840068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664707438687201,-0.0343804316882294,0,0,0,0,0,0,0.182929933977815,-0.0088736422862424,0,0,0,0,0,0,0,0,0,0,-0.0953900698156329,0,0,0,0,0.0022694838408198,0,-0.111378211564454,0,0,0,0
X601088.SH,0,0.022710762958418,0,0.201616669600888,0.126125676691026,0,-0.146245876424614,0.121512634437618,0,0,0,0.615185470591797,0,0,0,0,0,0,0,0,0,0,0,-0.0623734043800616,0,-0.0401167656534529,0,-0.0140301935951538,0,0,0,-0.0189749082021681,0,0,0.249917453746185,0,0,0,0.00208330272128,0,0,0,0,0,0,0,-0.032352953936619,0,0,0,0.0183823500639205,-0.0337926290923822,0,0.0447366709452099,0,0,0,0
X600019.SH,0,0,0.200387445393912,0,0,0.156018025291461,0,0.169524204918993,0,0,0,0,0,0,0.443675018794791,0,0,0,0,0.179158984842975,-0.0354007414210054,0,0,0.0109248175682747,0,0,0,0,0,0,0,-0.0265751411988197,0,0,0.104636699972645,0,0,0,0,0,0.0603533072147039,0,0,0,-0.182478074209477,0,0,0,0,0,-0.0146790621756854,-0.0163084826862913,0,0,0,0,0,0
X600585.SH,0,0,0.212082207362282,0,0,0,0,0,0,0,0,0.0460184514133388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141047013467356,0,0,0,0,0,0,0,0,0,0,0,-0.0454560322239207,0,0,0,0.250975863605976,0,0,0,0.147249779890344,0,-0.0445408238822124,0.0249098558921986,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0372937077637059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183227850248606,0,5.42101086242752e-20,0,0,0,0.096611950758813,0,0,0,-0.0159476811418001,0,0,0,0,0.120479878550523,0,-0.132016684788565,0.0294928867946587,0,0,0,0,0,0.0696395224275413,0,0,0,0.0207741249421363,0.0165952618218853,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0269365799468343,0,0,0,0,0,0.07996504129695,0,0,0,0,0,0.133091716878374,0,0,0,0,0.302250177554539,0,0,0,0.0835589684013409,0,0.0767577712536255,0,-0.206695938375662,0,0,0,0,0,0,0.0503526531198118,0,0,0,0,0.0158281743097951,0,0,0,0,-0.00542873793707501,-0.0256598122876079,0,0,0,0,0,0
X600188.SH,0,0,0.538635910262706,0.0330650581927868,0,0,-0.153113677931317,0,0,0,0,0,0,0,0.10610082401337,0.110840388661529,0,0,0,0,-0.127714825468082,0,0,0,0.249576772632894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550050931617783,0,0,0,0,-0.107984748562028,0.114765845162407,0.576500430740211,0,0,-0.0556684719596286,0.0146091225239866,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0109493396539373,0,0,0,0,0,0.304769375087951,0,0,0,0,0.188476359445412,0,-0.172878771744359,0.227294409585045,0,0,0,0.581696256129431,0,0,0,0,0,0,0,0,0,0,0.342212033958146,0,-0.248697096012384,0,0.023349083514617,0,0,0,0,0,0,0,0,0,0,0.00790493097488023,0,0,0,-0.7082520949289,0,0
X600660.SH,0,0,0,0,0,0,-0.224709621513237,0,0,0,0,0,0,0,0,0,0,-0.198228482362726,-0.000363543280128765,0,0,0,0,0.00778493221611866,0.35415050464915,0,0,0,0,0,0,-0.291993324347686,0,0,0,0.068575218551808,0,0,0,-0.216531437226986,0,0,0,0,0,0,0,0,0,0,0.0310937915847588,0.0384003576253909,0,0,0,0.211578484567552,0,0
