,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X600688.SH,X000786.SZ,X601991.SH,X600027.SH,X600111.SH,X600795.SH,X601992.SH,X600176.SH,X600299.SH,X600126.SH,X002075.SZ,X600426.SH,X600486.SH,X000723.SZ,X600529.SH,X600315.SH,X002466.SZ,X601158.SH,X002353.SZ,X000401.SZ,X600516.SH,X600219.SH,X600612.SH,X000898.SZ,X000932.SZ,X000553.SZ,X000883.SZ,X002409.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0169727680357643,0,0,0.0167900406601503,0,0,0,0.024022235455853,0,0,0.0366745258273047,0,0,0.0863944318044327,0.0693169307672266,0,0,0,0,0,0.102442242894632,0,0,0.0119960981156477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181880568924686,0,0.025651484266354,0,0,0,-0.021963966650486,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168718892313493,0.134004083833872,0,-0.0157712515696719,0,0,0,0,0,0.0100728160905138,0,0,0,0.0617873921451619,0,0,0,0,0.0175274078430803,0,0,0,0,0.00734786397257824,-0.0160626009280479,0,0,0,0,0,0
X601088.SH,0,0,0,0.277138335177097,0,0,0,0,0,0,-0.056996889500332,0,0,0,0,0,0,0,0,0.440663531351943,0,0,0,0,0,-0.0180838664224375,0,0,0,0,-0.0427009961679495,-0.150645220435895,0,0,0,0,0,0.0766287408404243,0,0,0,0,0,0,0,0,0,0,-0.0679842319507469,0,0,0.00266171756415299,-0.000850433202909326,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.226961811076905,0,0,0,0,0,0.0146051034561353,0.470037967712327,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.0415395433461465,0,0,0,0.0537300071661069,-0.0314902690055373,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488611915847887,-0.00600860375343346,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.123936525418805,0,0,0,0,0,0,0,0,0,0,0,0.0403025572089889,0,0,0,0,0,0,0,0,0,0,0.0570432987944258,0,0,-0.0195779171054859,0.237982895007049,0,0,0.0562670751543354,0,0.100075931303747,0,0.0439419397936218,0,0,0,0.0946350037872467,0,0,0,0,0,0,0,0.00935474868705345,0.0169722025891485,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.000718907307499138,0,0,0,0,0,0,0,0,0.747656520558533,0,0,0,0.122663282259559,0,0,0,0,0,0,0,0.00182065485673603,0,-0.0488257974021892,0,-0.0508717246376277,0,0,0.0467970862423825,0,0,0,0,0,0.373345429983162,0,0,0.0548498383277814,0,-0.0158385203782536,0,0,0.00802801429000649,0.0270646232108162,0,0,0,0,0,0
X600019.SH,0,0,0.00194615683441115,0,0.182538311840739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894213970181302,0.136761241546938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165087069477636,0,0,0,0,0,0,0,0,0,0,0,0,0.0130041211261,0.0146412373442198,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0756539049331106,0,0,0,0,0.109927734994583,0.210500866074738,0,0,0,0,0,0,0,0,0,0.0312151142217063,-1.38777878078145e-17,0,-0.174732837506879,-0.0463104852674335,0,0,0,0,0.0110724728486088,0.0283743999794473,0,0,0,0,0,0,0,0.262599702441322,0,0,0,0,0,0,0,0,0,0,-0.151399410430672,-0.0173612390391303,-0.0689898702632485,0,0,0,0,0,0
X600011.SH,0,0,0.353513090576524,0,0,0,0,0,0,0,0,0,0,0,0,0.0891474585699722,0,0,0,0,0,0,0,0,0.204586853496294,0,0,0,0,0.112482170595328,-0.0195227643082973,0,0.108875901577932,0,0,0,0.102493073710565,-0.135302417339657,0,0,0.0236474303862257,0,0,0.00389305203163253,0,0,0.04176601205206,0,0,0,0,0,0.0014220675234624,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0116059005280111,0,0,0,0,0,0,0,0,0,0.444021286925494,0,0,0,0,0,-0.153418314939806,0.108744788065601,0,0,0,0,0,0,0,0,0.0767121509970403,0,0,0,0.122745093106529,0.165667527602795,0.137380530345464,0,0,0,0,0,0,0,0,0,0,0.133533810273154,0,0,0.00162972457099418,-0.00500527879814026,0,0,0,0,0,0
