,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600010.SH,X000877.SZ,X002271.SZ,X600660.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X600803.SH,X002080.SZ,X601991.SH,X000408.SZ,X600795.SH,X600688.SH,X600027.SH,X300037.SZ,X000807.SZ,X300073.SZ,X600801.SH,X000825.SZ,X600352.SH,X002353.SZ,X002326.SZ,X600489.SH,X000630.SZ,X000959.SZ,X600141.SH,X600516.SH,X000960.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.233063330013206,0,0,0,0,0.0322701182986905,0,0,0,0.00676710941799734,0,0,0.00455361172450207,0,0,0.0673044448673608,0,0.100430548809186,0,0,0,-0.145233015104105,0,0.0328346016312268,0.079685298761999,0,0,0,0,0,0,0,0.0504874303115073,0.137090361440571,0,0,0.0202350981560719,0,0,0,0,0.00129688136223337,0,0,0,0,0.0557538026767721,0.0374892212390409,0,0,0,0.00258603222301983,0,0,0,-0.0507532299393512,0,0
X600028.SH,0.0911697828455701,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0663587237666161,0,0,0,0,0,0,0,0,0,0,0,0,-0.00929508905111516,0,0,0,0.15014403800455,0.0166819012915003,0,0,-0.0444393756198499,0,0,0,0,0,0,0.00342573539919626,0,-0.00174910507173977,0,0.0149309327226307,0,0,-0.0175113979714132,0.023173796628728,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0708423268010981,0,0,0,-0.0223317696074789,0,0.0606229772941173,0,0.243824609877539,0,-0.174117063731121,0,0,0,0,0,0.0889770108576026,0,0,0,0,0,-0.0652942797631606,0,0,0.236481711863892,0,0,0,0,0,0,0,0.0956828402382123,0,0,0,0.0579102167908083,0.0250336184232305,0,0,0,0,-0.0240556809813288,0.0148960555936315,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0593519156828337,0,0,0,-0.115097488223025,0,-0.0761430999522023,0.12827821931853,0.102148441468944,0,0,0,0,0,0,0,0,-0.0409799695614228,0,0,0,0,0,0,0.0839114882830668,0,0.0847943000400378,0,0,0,0,0,0,0,0,0,0,0,0,0.108714820704627,0.0881495958340302,-0.0281175542118489,-0.0696601378442666,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0745417662153837,0,0.172547015991308,0,0,0.0296713515904085,0,0.0139331505710104,0,0,0,0.0407731909439636,0,0,0.296518385494253,0,0,0.00334791610831598,0,0,-0.0815572070655221,0,0,0,0,0,0,0,0.0277124986825968,0.261869943904104,0,0,-0.0410372787846686,-0.121375194834398,0,0,0.026665549617374,0,0,0,0,0,-0.0234207383828485,0.0293779144942148,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.427146350511825,0,0,0,0.188742010580471,-0.0747478259491828,0,0,0,0,0,0,0,0,0.209197095655811,-0.0859759944878927,0,0,0,0,0.0537961105023037,0,0.0565430871269635,0,0,0,0,0,0.0647178077169156,0,0,0,-0.1177060588284,0,0,0,0,0.226288549716894,0,0,0,0,-0.0160568322027577,0,0,0,0,-0.0402857930126554,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.230960693550057,0.258561193700917,0.289597634383932,0.0331596071281319,0,0,0,0,0,0.0796182709119538,0,0.219484156591235,0,0,0,0,-0.00524576045470064,0.0106945924592378,0,-0.20736269825458,0,0,0.0602326516456224,0,0.207655997633291,0,0,0,0,0,0,0,0,0,0,-0.134213824848733,0,0,0,0,0,0.00824509299981442,0,0,-0.0604823973616973,0.0944888102289825,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448998386070168,0.000781225217921776,0.0564371695147047,0,0,0,0,0,0,0.0594481318161014,0,0,0,0,0,0.00527660840935285,0,0,0.0336869077407538,0,0,0,0.0984206498147666,0,0.0631958098529981,0.0230745333434264,0,0,0,0,0,0.0764681985899959,0,0,0,0,0,0,0.0231081416578325,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.510981962777956,0.208129786679672,0,0.113829537447376,0,0,0,0,0.0324796921873183,0.162609504727619,0,0,0,0,0,0.0516703570589491,0,0,0,-0.176000023146825,0,0,0,0,0,0,0,0,0.00906257196457571,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00556201065370254,0,0,0,0,-0.0887693607875418,0,0
X002466.SZ,0,0,0,0,0,0.413676228430988,0.225812135433119,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104655602636346,0.268620969558702,0,0,-3.46944695195361e-18,0,0,0.206004966529772,0,0,0,0,0,0,0.0558448843950031,0,0,0,0.0325751629291377,0,0,0.0424935428653127,0,0,0,0,-0.025609527478148,0,0
