,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X601699.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000807.SZ,X000723.SZ,X600219.SH,X002080.SZ,X600096.SH,X600378.SH,X300037.SZ,X600348.SH,X000933.SZ,X000831.SZ,X600157.SH,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.327581046019566,0,0,0,0,0,0,0,0,0,0.0162974441716153,-8.67361737988404e-19,0,0.0418194198675582,0,0,0,0,0,0,0,0.0135754529911756,0,-0.0159057199494593,0,0,0.161624581556418,0,0,0.0351625435416632,0.117685248987298,0,0,0,0,0,0,0,0,0,0,0,0,0.00511585927989444,0,0,0,0,0,-0.00667286724929149,0.0139308472270486,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.516839920479995,0,0,0,0,0,0.0369834048728021,0,0,0,0,0,0,0,0,0,0,0,0.0516102335982094,0.00145795761600965,0,2.71050543121376e-20,0.0260271822242901,0,0,0,0,0.0317470845910673,0,0,-0.0513103581313495,0.0656133322626561,0,0,0,0,0,0,-0.0117383265037508,0,0,0,0,0,0,0,-0.0512685654538348,0,0.00385110207901422,0,0,0,0,0,0
X600028.SH,0.528302138552659,0,0,0,3.46944695195361e-18,0,0,-0.0430800832296176,0,0,-0.000521092450561552,0,0,0,0,0.0690394680387825,0,0,0,0,0,0,0,0.0276868151851095,0,0,0,0,0.0379985881248402,0.00188990999290421,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0108896539959599,-0.00478235382027629,0.015992728666836,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28070978346625,0,0,0,0,0,0,0,0,0,0.00562822208258252,0,0.0359427231159667,0.181637477853085,0,0,0,0,0.313953308367205,-0.0754433089123786,-0.195036357320083,-0.126480586601394,0,0,0,0,0,0,0.102112442242563,0,0,-0.119742740083864,0,0.0483080465222957,0,0,0,0,0,-0.0123098649421308,0,0,0,0,0,0
X600188.SH,0,0.657099185965931,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922759395990606,0,0,0,0,0,0,0.0622854301728394,0,0,0,0,0.0885893723487531,0.00997482165619989,0,0,-0.0265794163055788,0.0786227605844991,0,0,0,0,0,0,0,0,0,0,0,0,0.347699424058912,-0.0134103840853658,0,0,0,-0.0249121053436785,0.0084668241557167,0.0202213906938895,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182285299981665,0.0264356970294938,0.0575527405590954,0,0,0.350545462708642,0,0,0,0,0,0,0.0559108848712402,0,0,0.18923536394244,0,0,0,0,0,0.00575313532093488,0,0,0.0628679465615037,0,0,0,0,0.0226887103504472,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.638015360299031,-0.0305978713329798,0,0,0,0,0,0,0,0,0,-0.000438727206102209,0,0,0,0.0595346584632817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575681243062156,0.08712103707073,0,0.0639166003319004,0.0116346705020167,0,0,0,0,0,0.0273204337884368,0.0119135483590693,-0.0129954296657656,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.622265746600802,0,-0.292825269412337,0,0,0,0,0,0,0.0908953513746233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822909598769952,0,0.0582214799170258,0,0,0.112982108195279,0,0,0,0.0707882908105111,0,0,0.140169304220986,0,0,0,0,-0.042394128017485,-0.00787752441130629,-0.0248470558784247,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.132902063405621,0.15485798315064,0,-0.0361725496775634,0,0,0,0.0911995360279899,0,0,0,0,0,0,0,0.0457428489224594,0,0,0,0,0,0.0913769060445403,0,0,0,0,-0.0384903489583378,0.0463270847596176,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0774400000278484,0,1.73472347597681e-18,0,0,0.158116944609835,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0353967691985552,0.29966445580815,0.100296299531478,0,0,0,0,0.0983414890770594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329250163282769,0,0.0593995578860893,0,0,0,0,0,0,0,0,0,0,0,0.118176184128143,0.0172988727126541,0,0,0,0,0,0.0392219547019469,-0.00147010048560548,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0991806164377484,-0.139049565468398,0,0,0.0354271238299125,0,0,0,0,0,0,0,0.0326067442414867,0,0.0335084172395994,0,0,0.397795540112633,-6.93889390390723e-18,0,0,0,0.367399760848056,0,0.153536895025993,0.313011516150618,0,0,0,0,0.331871507515152,0,0,0,0,0,0,0,0,0.143315961904641,0,0,-0.0351920586410861,0,0,0,0,0,-0.0313664177828469,0.0189175248210143,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.21836250287262,0,0,-0.0532235509273205,0,0,-0.025003201076015,0,0,0.0227763412721979,0,0,0.09853255929709,0,0,0,0,0,0,0,0.147355523346852,0,0,0.124429589447477,0,0.219232830611377,0,0,0.141276197389413,0,0,0,0,0,0,0,0,0,0,0,0.0636785819323845,0,-0.0304530307689488,0,0,0,0,-0.0217062676799446,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.0608010022873116,0,0,0,0,0,0.347138275916854,0,0,0,0,0,0.0735430869058701,0,0,-0.0255533538342962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418907168426115,0,0,0,0,0,0.0312733297045745,0,0,0.292823379861503,0,0.039343882481819,0,0,-0.00366438595216169,0.0419136341723034,0,0,0,0,0,0
X000301.SZ,0,0,0,0.182260112265956,0,0,-0.00988886382615294,0,0,0,0,0,0,0,0,-0.370943296502083,0,0,0,0,-0.506167947649302,0.364437382232372,0,0.614831555317046,0,0,0,0.211387864490354,0,0.0319384062763808,0,-0.134608022216941,0.163655525846073,0,0,0,0,0,0,0,0,0.266095881339445,0.164161195559074,0.182916528325669,0,0,0,0,0,0,-0.393601763934719,0.0283627055391928,0.0397291794629464,0,0,0,0,0,0
X600660.SH,0,0,0,0.0758921861881313,0.0791753215286059,0,0.0568235884864044,0,0,0,0,0,0.0358314953722399,0,0,0,0,8.67361737988404e-19,0,0.0240817977272194,0,0.0646315257037551,0,0,0,0,0,0.0221253397738367,0,0,0,0.141970550545457,0,0,0,0,0,0,0.0723361638747767,0,0,0,0.0448237532087261,0,0,0,0.161442232906334,0,0,0,0,-0.00323780693324878,0.00230222929675356,0,0,0,0,0,0
