,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X600011.SH,X600188.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X000786.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X000539.SZ,X600688.SH,X000933.SZ,X600157.SH,X000723.SZ,X600612.SH,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.907955575514144,0,0,0,0,0,0,0.175633472051536,0,0,-0.238798006463802,0,0,0,0,0,0,0,0,0.101921207974411,0,0.0283429998119523,0,0,0,0,0,0,0.12962356560406,-0.166841734608951,0,0,0,0.0849351773245952,0,0,0,0,0,0.164618334762023,-1.73472347597681e-18,0,0,0,0.0690161149665265,0.0232565532586621,0,0,0,0.140353059536775,4.33680868994202e-19,-0.0160080143928308,0,0,0,0,0,0
X600028.SH,0.641385528709385,0,0,0,0.176470512093396,0.150613433726616,0,0,0,0,0,0,0,0,0,-0.0290806571825419,0,0,0,-0.0797123847641294,-0.0907347053177935,0,0,0,0,0.0855242468589165,0,0,0,0,0,0,0,0,-0.000308679556536881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115524206144857,0,0,0.00576772287680074,0.086074073052185,0,0,0,0,0,0
X601088.SH,0.0167583282471227,0.0622571972908837,0,0,0,0,-0.0950973115137906,0.388297758385823,0,0,0,0,0,0,0,0,0,0.082769769664686,0,0,0.0370727651345166,0,0,0,0,0,0.206912895593752,0.0670001859200678,0,0,2.16840434497101e-19,0,0,0,-0.0226681997746525,0,0,0,0,0,0,0,0,0,0,0,0,0.0112319172716885,-0.19171054618842,0,0,0,0.00476596359383286,0,0,0,0,0,0
X600309.SH,-0.0807754759024234,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.223621459424724,0,0.0259612773872403,0,0.196309128573756,0,0,0,0,-0.0270324739139941,0,0,0,0,0,0,0,0,0,0,0,0.000324631785714201,-0.0342848466500804,0.0500462605759507,0,0,0.159830575681868,0,0,0,0,0,0,0.0438328479442151,-0.054111075139114,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.259592084637633,0.0907356629830613,0,0,0,0,0,0,0,0.194709471706669,0,0,0,0,0,0,0,0,0,0,0,0,-0.155707314456731,0,0,0,0,0,0.195814962017378,-0.0299951856434243,0,0,0.196780710015636,0,0,1.0842021724855e-19,0,0.0296227498029217,0,0,0,0,-0.198350016181255,0,0,0,-0.0999720581227772,-0.0627099301680175,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.103640341779482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185019635367452,0,0,0,0.194973000083934,0,0.103637157413355,0,0,0.125781715162501,0,0,0,0,0.0026507848907258,0,0,0,0,0,0,0,0,0,0,-0.0182630078876907,0,0,0,0,0,0,0
X600011.SH,0,0.225219452166373,-0.246655776147487,0,0.248128508058843,0,0,0,0,0,0,0,0.378864453831977,0,0,0,0,0,0,0,-0.113867946848443,0,0,0,0,0,0,0.580268325266326,0,0,-0.0507701004087725,-0.0309863283072997,0,0,0,-0.128488070761899,0,0,0,-0.0345700160680577,0,0,0.0292728180569775,0,0,0,0,-0.0491649608346098,0,0,0,0.0281992795620651,0,0,0,0,0,0,0
X600188.SH,-2.16840434497101e-19,0,0.585179801674913,0,0,0,0,0,0.272033653708173,-0.0712026724746151,0,0,-0.126111940188407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314851150124502,0,-0.497267636664128,0.168636371116403,0,0.195000992973477,0,0.125036209724724,-0.179627605379332,0,0,0,0,0,0,0.0174736742127148,0,0,0,0.0748163797919967,-0.0160652851182694,0,0,0,0.0979797415037585,-0.100075933602899,0,0,0,0,0,0
X601898.SH,0.183189233527266,0,0.123836707752488,0,0,0,0,0.216841959681183,0,0,0,0,0,0,0,0.0991428137948569,0,0,0,0,0.0126462639053987,0,-0.188014708481642,0,0,0.0619237931620287,0,0,0,0,0,0.139808582820349,0.0367989066031415,0.148342600888224,-0.00719120393977236,0,0,0,0,0,0,0,-0.152817685093841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.126562949768783,0,0,0,0,0,0.0913802474208451,0,0,0,0,0,0,-0.0791317848237316,0,0,0,-0.139031446992601,0,-0.0416020790997526,0,0,0,0,0.115533304254694,0,0,0,0.752153965810056,0,0,0,0,0,0.173617793733672,0,0,0,0,0,0,0,0,0,-0.248139801903208,-0.0580583962212892,0,0.0835449164511242,0,0,-0.0181278115592465,-0.0215387152743102,0,0,0,0,0,0
