,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600309.SH,X601991.SH,X600362.SH,X600660.SH,X600188.SH,X600886.SH,X601992.SH,X600027.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000959.SZ,X000898.SZ,X000709.SZ,X002466.SZ,X600299.SH,X601158.SH,X000408.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000883.SZ,X600219.SH,X600352.SH,X000983.SZ,X000539.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X000825.SZ,X002460.SZ,X600176.SH,X601699.SH,X600021.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.211890033634163,0,0,0.0714480384318739,0,0,0,0,0.0256515649623832,0,0,0,0,-0.0181124134178003,0,0.0118543140078573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035110110565184,-0.0646861263557927,-2.16840434497101e-19,0,0.0994642283844721,0.0265136739498126,0,-0.00468476288037899,-0.00116953338294142,0,0,0,0,0,0
X600028.SH,0.0935296471621299,0,0,0,0.0115376822080337,0,0,0,0,0,0.396158362284668,0,0,0,-0.00426040650890989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323386226046333,0,-0.022183914992515,-0.0629764350315248,0,0,0.101951323009251,0,0,0,0.00623600221461236,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.18481013147498,0,0.071772869784234,0,0,0,0,0,0,0,0,0,0.0475321309525327,0.017379552261525,0,0,0,0,0.0122304134476351,0,0,0.0946384441639036,0.0484768699427544,0,0,0,0,0,0,0,0,0,0,0.0545510429995838,0,0,0,0,4.33680868994202e-19,0,0,0.100218984528933,0,-0.00583174325322751,0,-0.00854248391852525,0.00156483221530803,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.23453015420596,0,0,0,0,0,0,0,0,-0.179961343767878,0,0,0,0,0,0,0,0,0,0,0.392455610141382,0,0,0,-0.103365558529111,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0780712008132431,-0.152890956018385,0,0,0,0.0507808211497424,0.00444823411444601,-0.00656991129557482,0.38552903040311,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.344504183942287,0,0,0,0.0606319949419768,0,0,0,0.193154772731002,0,0.168770067720853,0,0,0,0,0,-0.15191153858907,0,0,0,0,0,-0.246772448474358,0,0,0,0,0,0,0,0,0,-0.137134278965138,0,0,0,0,0,0,0,0,0,-0.00265166355269211,0,0,0,0,0,0
X600011.SH,0,0,0.0376247471686962,0,0,0,0,0,0,-0.00308678881778239,0,-0.143073641829061,0,0.126966487870645,0,0,0,0,0.0277092842618403,0,0.328847542585585,0,0,0,-0.0794580755061991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137621369888163,0,0,0,0,0,0,0,-0.0735202297593236,0.0439278617902956,-0.0191545627523289,0,0,0,0.122000708002414,0,0
X600010.SH,0,0,0,0.0462224012265875,0,0,0,0,-0.0361911299768514,0.0754794771735184,-0.00852673834474901,0,0,0,0.0986371069305971,0.00927922240862167,0.0914418287558734,0,0,0,0,0,0,0,0,0,0.187966314821161,0,0,0,0,0,0,0,0,0,0.0646515340095693,0,0,0,0.107464430750647,0.00752270726331423,0,0,0,0,0,0,0,0,0,-0.00663360252666664,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451641886750059,0,0,0,0,0,0,0,0.0834195315044425,0,0,0,0,0,0,0,0,0,0,0.347316914284804,0,0,0,0.21447307716552,0,0,-0.00407512936192059,0,2.16840434497101e-19,0,0,0,0,0.0173679060703292,0,-0.00831877490023017,-0.000545961233197055,0,0,0,0,0,0
X300072.SZ,0,-0.0311540412564701,-0.0589813628703546,0,0,-0.0502024363120764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205498603888011,0,0,0,0,0,0,0,0,-0.0488050346318612,0,0,0.0777792468131787,0,0.0466897488092868,-0.179312389238828,0,0,0,0,0,0,0.0385187141436125,0,-0.0478850859537621,0,0,0,0.0370139544018962,0,0.251356069370844,0.0175034373431177,0.00613636403481891,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0943040015801691,0,0,0,0,0,0,0,0,0,0,0.255620086192486,0,0.0445481002019881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312035952846714,0,0,0,0.032517826064829,0,0,-0.0870626562788406,0,0,0,0.0551252021098745,0,-0.0980660779821898,0,-0.00406961441866054,0,0,0,0,0,0
X600688.SH,0,0.374250166697692,0,0,0,0,0,0,0,0.0428730096473501,0,0,0,0.163949616071025,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324369340824884,0,0,0,0,0,0,0,0.0270709712425075,0.0139191250624545,0,0,0,0,0,0,0,0,-0.116957568851366,0,0.0096561088710896,0,-0.0247209982316887,-0.125788382609374,0,0.00196169590477841,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0282327088228237,0,0,0,0,0,0,0,0,-0.000969591312254956,-0.0117688064759893,-0.010570647615051,0,0,0,0,0,0,0,0,0.654095296135805,-0.073708239282162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104360201566252,0,0.00931601467752909,-0.0590874369047989,0,0,-0.0146893719746801,-0.00693058813794324,0,0.00311235700462417,0,0,0,0,0,0,0
