,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X000408.SZ,X000629.SZ,X600160.SH,X600219.SH,X000831.SZ,X600489.SH,X000723.SZ,X600378.SH,X600096.SH,X002080.SZ,X000933.SZ,X600348.SH,X300037.SZ,X000630.SZ,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.211734899258154,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.038473800712516,-0.040322453937506,0,0,0,0.129035149651773,0.0414456313479173,0,0,0.0505371957144862,0.0148162223011176,0,0,0.0147175853660596,0.0519156780879923,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0257496508476214,0,0,0,0,0,0,0,0,0,0.00711514702118746,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.305733312273472,0,0,0,0.0714480233469966,0,0.0199935376443929,0,0,-0.0128774016405996,0,0,0.101736520900783,0,-0.0338560175509701,0.0554027776802815,0,0,0,0,0,0.0825500294329901,0,0,0,0.0664575152021237,0,0,0,0,0,0,0,0,-0.0524120459510506,0,0,-0.171684200625679,0,0,0,0,0,0,0,0,0,-0.0508675668867192,0.0379950746830687,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0711974998455177,0,0,0,0,0.0122507485407938,0,0.0993987620170538,0,0,0,0,0,0.038299905150591,0.0292099994733605,0,0.0695061637173431,0,0,0,0,0.0225237265953832,0,0,0.0301046643511669,0,0.00573477240892187,0,0.0185412317131191,0,0,0,0,0.0401598463048083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194549000921307,-0.00369287708856564,0,0,0,0,0,0
X600309.SH,0.110424574304954,0,0,0,0,0,0,0,0,0,-0.161517729005754,0.0654820502882195,0,0.185469057830587,0,0,8.67361737988404e-19,0,0,0.0584295015828985,0,0.102475924115181,0,0,0,0,0,0,0,0,0,0,0.214176790825541,-0.0355130865057005,0,-0.0657802303757244,-0.0245600816942633,0,0,0,0,0,0,-0.0132294446856904,0,0,0,0,0,0.199929122025339,0,0.0251087725658127,-0.0220529731009437,0,0,0,0,0,0
X600188.SH,0,0.696681620895094,0,0,0,0,0,0,0,0,0,0,0,0.0189208777097124,-0.337187663321285,0,0,0,0,0,0,0,0,0.103685807892598,0,0.0688409270375889,0.105022730190139,0,0,0.127343935276929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273280905031495,0.0361377984152019,0,0.0184488357058178,0,0,-0.0400372278800744,-0.0132223614448709,0.00948590110649685,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0126503501087955,0,0.608541156011139,0,0,0,0,0,0,0,0,0,0,0,-0.00565101355419329,0,0,0,0,0,0,0,0.0442921166749108,0,0,0.0127901477926377,0,0,-0.018899851578303,0,0.100394630841177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786424577158337,0.00537558489715294,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.638837486156162,0,0,0,0,-0.0200399142118095,0,0.129085360789558,0,0,0,0,0,0,0,0,-0.0581765658202038,0,0,0,0,0,-0.0281144446194541,0,0,0,0,0,0.150697837970844,0,0,0.0896694078540449,0,0,0,0,0,0.0579050461287665,0,0,0,0.0328279217593615,0,0,0,-0.0149556267356527,0.0195317047491653,-0.0145403359995483,-0.0473773750910837,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773877533041848,0,0,0.0517213827932263,0,0,0,0,0.407806952108011,0,0,0,0.00104675105577681,0.0241320543346135,0,0,0,0,0,0.162625791252471,0,0.0208030684372571,1.73472347597681e-18,-0.130768712642363,0.000912953588070205,0,0,0,0,-0.0138913110682101,0,0.147076762601593,0,0,0,0,0,0,0.00913637368804877,-0.00832623130767659,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.326952270957306,0.0992518012722606,0.019890666844971,0,0,0,0,0.11659580837142,0,0,0,0,0,0,0,0,0.0229850488518387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324392806947309,0,0,0,0,0.123477754097043,0,0,0,0.0264159930430089,0,-0.00819413448820748,0,0,0,0,0,0
X600019.SH,0,0.0186135545760101,0,0,0,0,0,0.0241989080371104,0,0,0,0.0856479640334043,0,0,0,0,0.00857576596149996,0.258269189155448,0.118357767396152,0,0,0,0,0,0,0.0435035163081765,0,0,0.0807951590849715,0,0,0,0,0,0,-0.0186085556217902,0,0,0,0,0,0,0,0,0,0,-0.032151748424134,0.0610016321880022,0,0.0781309282910893,0,0.00326356606684587,-0.023113933310936,0,0,0,0,0,0
