,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X002466.SZ,X002271.SZ,X600660.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000408.SZ,X600027.SH,X600688.SH,X300073.SZ,X600801.SH,X000807.SZ,X600352.SH,X000825.SZ,X002353.SZ,X601699.SH,X300037.SZ,X000959.SZ,X600489.SH,X000932.SZ,X000630.SZ,X600486.SH,X000983.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0280589444519101,0,0,0.042231383667585,0,0,0,0,0,0,0.04470654358712,0,0,0,0.103629012154798,0,0,0,0,0,0,0,0,0.00285511377400445,0,0,0,0,0,0,0,0.082913762144921,0.274871264697352,0,0.14478899449752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686043569647131,0,0,0,0,-0.0520360408626425,0,0
X600028.SH,0.242546622374672,0,0.00409944211933611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0661726074075602,-0.0644992348457968,0.0405918404862696,0,0,0,0,0,0,0,0,0,0.0397660752165863,0,0.065296640347094,0,0,-0.0233445694001133,0.00602764692409937,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0230397409141624,0,0,0,0,0,0,0,0,0,-0.0799569286173662,0,0,0,0,0,0,0.0730850689136926,0.0779500771704287,0,-0.00529582000552245,0,0,0,0,0,0.148411701660031,0,0,0,0,0,0.046683883486225,0,0,0,0,0,0,0,0.304515853265376,0,0,0,0.0247310090560048,0,0,0,0.00683654447534393,0,0
X600309.SH,0,0,0,0,0,0,0.0205987723443788,0,0,0,0,0,0.0582109950104684,-0.216819710673867,0.0734524078087792,0,0,0,0,0,0,0,0,0,0,0,0.0478841293568619,0,0,0,0,0.0470153901448849,0.0302879867416633,0,0,0,0,0,0,0,0,0,0,0.0688769364000338,0,0,0.0348135560737249,0,0,0,0,-0.0558286944584356,0,0,0,0,-0.0166631661625974,0,0
X600585.SH,0,0,0,0,0,0.0131546344063493,0,0.0544863184691038,0,0,0,0,0,0.0271835757384681,0,0,0.0544420070921805,0,0,0,0,0,0,0.196930482401392,0,0.105600563692961,0,0,0,0,0,-0.0774353944203339,0.0115549866342586,0,0,0,0.30442800302873,0,0,0,-0.0260417637635212,0.0556553811216215,0,0,0,0,0,0,0,0,0,-0.0359144347429606,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.0399348065695862,0,0,0.581013662351279,0,0.0692413218698008,0,0,0,0,0,0.0264471028961699,0,0,0,0,0,0,-0.0680320656102594,0,0,0,0,0,0.119537115255795,0,-1.73472347597681e-18,0,0.154605273962959,0,-0.00783659119582553,0,0,0,0,0.176811053269472,0,0,0,0,0,-0.127319730440462,0,0,0,0.000952582826038866,0,0,0,-0.104839952759664,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0545601699320021,0.0119919536269182,0.0634874803168016,0,0,0.0230545128768849,0,0,0,0,0,0,0,0,0,0,-0.0769579705404766,0,0,0,0,0,0,0,0.0472627321525443,0,0,0,0,0,0.287807811948718,0,0,0,0,0,0.246191886698061,0,0,0,0,0,-0.0135710189368432,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.436534208791699,-0.0943965138660609,0.0608804333232074,-0.151692474286052,0,-0.107233217083877,0,0,0,0,0.365228081872561,0,0,0,0,0,0,0.0835734983472372,0,0,0,0,0,0,0.184228870705835,0,0.0193412752280846,0,-0.0714493509363467,0,0,-0.1887026941433,0,0,0,0,0,0,0,0,0,0,0,-0.0283781761126377,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0462082187373334,0.519042108964285,0.118203110064721,0,0,0,0,0.191444774878245,0.0439573921916533,0.166704802677359,0,0,0,0,0,0,0,0,0,0,-0.166480778986687,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004304821129308,0,0,0,0,-0.0359576832965945,0,0
X600011.SH,0,0,0.11807085322458,0,0,0,0,0,0.195263850695569,0,0,0,0,0,0,0,0,0,0.114405916586783,-0.0183875193316899,0,0.173494217321644,0,0,0,0,0,0,0,0.106420876534038,0,0,0,0.596816752734532,0,0,-0.0726737785519633,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.046651744370243,0,0.030462125333564,0,0,0,0,0,0,0
