,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X600309.SH,X000792.SZ,X600489.SH,X601158.SH,X300072.SZ,X600583.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600352.SH,X000539.SZ,X000723.SZ,X002075.SZ,X600549.SH,X000027.SZ,X000630.SZ,X002470.SZ,X002460.SZ,X002407.SZ,X000983.SZ,X000012.SZ,X600021.SH,X600176.SH,X600098.SH,X000060.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00659484626136164,0.0868732515529455,0,0,0,0,0,0,0,0,0.0509251514659395,0,-0.00715600080683652,0,0,0,0,0,0.215845951017881,0,0,0,0,0,0,0,0,0,0,-0.0457033104154995,-0.00582449270278968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155005392021162,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.111350698634209,0,0,0,0,0,-0.0226968273108135,0,0,0.183936269561933,0,0,0,0,0,0,0,0.0608300269518247,0,0,0,0.0106389573042517,0.103687363096515,0,0,0,0,0,-0.0665963726564842,0,-0.032695335124994,0,0,0,0,-0.0245872388069952,0,0,0,0,0,1.73472347597681e-18,0,0,0.0180971310285986,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.298300070728149,0,0,0,0,0.166417382861155,0,0,-0.0257277511378758,0,0.059961351109683,0.0539746071143678,0.0711992088129804,-0.0195928244980533,0,-0.00639256641103722,0,0,0.0399831470169372,0,0,0,0,0,0,0,0,0,0,0.087586709684598,-0.0272083860302636,0,0,0,0,-0.071100958434066,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0105990602778895,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0383302831001327,0,0,0,0,0,0,0,0,0,0,0.0791011390073177,0,0.00927103617248775,0,0,0,0,0.0382133932219658,0.0590361991281123,0,0.0422227515756621,0,0,0,0,0,0,0,0,0,0.0286867641241882,0,0,0,0,0,0.00838030311258033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.157379604511363,0,0,0,0,0.26567737809826,0,0,0,0,0,0,0.024198071460999,0,0,0,0,0.0444600280729751,0,0,0,0,0,0,0,0,0,0,0.130610995777594,0,0,0,0,0,0.0703969391998331,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0236719041178228,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0.00229118912130542,0.1141664102797,0,0,0,0,0,0,0,0,0.0131713796098409,0,0.0700191471773744,0,0,0,0,0,0,0.0480473741764259,0,0,0,0.094707984126162,0.153583445153845,0.0377057256518415,0,0,0.0875758957116399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452186427855024,0.0511434416725726,0,0,0,0,0,0
X600585.SH,0,0,0.217489791302104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146283210329258,0,0,0,0.24714331417379,0,0,-0.0248230195599042,0,0,0,0,0,0,0,0,0,0,0,0.245222796713811,0,0,0,0.0513339591549454,0,0,0,0,0,0,0,0,0,-0.0173919430076337,0,0.0931711922294825,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.109510039942083,0,0,0,0.016706116569879,0,0.0848534682087457,0,0,0,0,0,0,0,0,0,0,0.0621608392358953,0.33345329872771,0.281752759674621,0,0,0,0,0,0,0,0.0309787945857812,0,0,0,0,0,0,0,0,0,0.00905176561768037,0,0.0931409915346476,0,0,-0.066219717686581,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0508337672659549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279933221797976,0,0,0.0613307831502826,0,0,0,0,0,0,0.102577764665219,0,0.0432305102585716,0,0,0,0.037135906449805,0,0.193556025950292,0,0,0.112756650126796,0,0.0325049092661154,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.033902785271062,0.128000015329231,-0.0301712733271911,0.140762660853987,0,0,0,0,0,0,0,0.104140304399333,0,0,0,-0.0466254337686969,0,0.0181599786992583,0,0,0,0.220144422700236,0,0,0,0,0,0,0.140482678198444,0,0,0,0,0.0984116918274989,0,0,0,0,0,0.00840395006552593,0,0,0,0,0.129179105250941,-0.321463888451963,0,-0.00921119037327527,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.112844720238776,0.0117801673112584,0,0,0,0,0,0,0,0,0.132246633506985,0,0,0,0.105894932265869,0,0,0,0,0,0,0,0,0.0562625979006785,0,0,0,0,0,0,-0.00376921958737143,0,0,0,0,0,0,0.01939942762663,0.00947538856998919,0,0,0,0,0,0,0.00733011344550892,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0926856243871575,0,0,0,0,0,0.0357580189691612,0,0,0,0,-0.00544210934269772,0,0,-0.0224818384555958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129413187529516,0,0.0957391049192596,0,0,0,0.0260636604753497,0.137235787703172,0,0.0566376743061748,0.0893334088748345,0,0,0,0,-0.042933734585594,-0.0021281607918203,0,0,0,0,0,0
