,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X600027.SH,X600111.SH,X601992.SH,X300072.SZ,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X000932.SZ,X600808.SH,X000709.SZ,X000786.SZ,X600426.SH,X600801.SH,X000883.SZ,X601158.SH,X600339.SH,X600219.SH,X601699.SH,X600583.SH,X600985.SH,X000830.SZ,X000408.SZ,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0786843744810339,0,0.029303247451902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786859629422778,0,0,0,0.123341364190936,0,0,0,0,0,0,0,0.000832626043114094,0,0.023962205414409,0,0.103145779400422,0,0,0,0,0,-0.00172375288190554,-0.0122238094657299,0,0,0,0,0,0
X600028.SH,0,0,0.290930128397833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704232233832055,0,-0.0888102287528208,0.131277189177246,-0.070628162311046,0,0,-0.00625734130967245,0,0,0,0,0,0,0,0.00550818206166792,0,0,0,0.0683461647442326,0,-0.00324058373811887,0,0,0,0.00556474506989505,0.00413362874120256,0,0,0,0,0,0
X601088.SH,0,0.0718841886717785,0,0.0603439202489343,0,0.0416771164331119,-0.0802612024818554,0,0,0,0,0,0.498342687937288,0,0,0,0.116708799500406,0,0.0405881049135526,0,0.0107078374791565,0,0,0,0,0,-0.0293424813947505,0,-0.0652368757244849,-0.0615102206058493,0,0,0,0,-0.0679391355088915,0,0,0,0,0,0.0748167683494475,0,0,0,0,0,0,0,0,-0.00839395243060067,-0.019506286728221,0,0,0,0,0,0
X600585.SH,0,0,0.276006138072871,0,0,0,-0.0203570560166905,0.00555387726888661,0,0,0,0,0,0,0,0,0,0,0.088719333397712,0,0,0,0,0,0,0,0,0,0.118279567008809,0,0,0,0,0,0.134684054367395,0,0.298308790638277,0,0,0,0,0,0.0621268157972883,0,0,0,0,0,0,0.00227097467424341,0.0162279501075674,0,0,0,0,0,0
X600019.SH,0,0,0.226453241161178,0.163283705875721,0,0.167924697106032,0,0,0,0,0,0,0,0,0,0,0,0.0385338557181438,0,0,0,0,-0.0598078583297242,0,0,0,0,0,-0.00651533537122623,0.149387446042721,0,0.269011730080842,0,0,0.00230534966936724,0,0,0,0,-0.0444028714641082,0,0,0,0,0,0,0.0281978784365321,0,0,0.00234336422724362,0.00344667084743616,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406429956373767,0,0.289318388664455,0,-0.200796098052413,0.246170945743237,0,0,0,0,0,0,0,0,0,0,0.0868195355305841,0,-0.14583863978554,-0.493521958405051,0.155483596723808,0,0.0989236242252248,0,0,-0.0145191987344914,0,0,0,0,0.164272007998453,0.00526410149424136,0,0,0.0131318580153541,0.0380718679306437,0.079506466376663,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0808927805856604,0,0,0,0,0,0,0,0,0,0.0710100707440879,0,0,0,0.0913531773019373,0,0.699792461852654,0,0,0,0,0,0,0,-0.0428971482798398,0,-0.0461025210866705,0,0,0,0,0,0,0,0,0,0,0,-0.00659425105192497,0.13717722453638,8.67361737988404e-19,0,0,0,-0.00179931497445994,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806794943641866,0,0.0666712726530563,0,0,0,0.684053583605919,0,-0.165956173535964,0,0,0,0,0,0.251748428042976,0,0,0,0,0,0,0,0,-0.248197368517932,0.548777719298092,0.0642029856525813,0,0,0.201970572895586,0,0,-0.0229518637663171,-0.0933881436465355,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.263724220149095,0,0,0,0,0,0.0723867127549512,0,0,0,0.0495386776543536,0,0.106726147603831,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0331438161468409,0.0489940438308232,0,0.0308302028924848,0,0,-0.00289045554100847,1.35525271560688e-20,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0164477428566678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127618141716433,0,0.132369291138093,0,0,0.0259071303788686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184813695459711,0.034734138703398,0,0.0816547036813819,0,0,0,0,-0.000457068179692203,0,0,0,0,0,0
X600660.SH,0,0.0363286253569928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262445120553838,0,0,0.0381872937661082,0,0,0,0,0,0,-0.0134536077193169,0,0.0816350007143133,0,0,0,0.037897667993279,0.166143097440267,0,0.000404586547401157,0,0,0,-0.059228376801786,0,0,0,0,0,0,0.0933134172190589,0.00319040429654907,0.0246748594523645,0,0,0,0,0,0
X600688.SH,0,0.264912104580592,0,0,0,0,0,0.00247876538868988,0,0,0,0,0,0,0,0,0.246585057935201,0,0.0486940213040335,-0.012304316041902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319882547332185,0.0318392489187936,-0.00995831668884127,0,0,0.0111279009555218,0,0,0.0397895431004627,0.101252896224581,0,0,0,0,0,0.00393285404275722,2.16840434497101e-19,0,0.035713873235761,0,0,0,0
X600188.SH,0,0,0.464980819726812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023773531729045,0,-0.0765284853606597,0,0,0,0,0,0,0,0.106544200283707,0.172721830628162,0,0,0,0.038575473806771,0,0,0,0,0.0472513950954589,0,0.341652816881335,0,0.0532960711361813,0,0,0.15764953837788,0,0,-0.0159362503130574,-0.0200808246758193,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.147516577148288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150490757130269,0,0.0220308039618942,0,0,0,0.00406862763156474,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.170352023983528,0.254367684641573,0,0.0585262287686622,0,0.0480625426486741,0,0,0.0123570890658559,0.0221193827704887,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.269165693676094,0,0,0,0,0,0,0,0,0,0,0,0.0474802017115323,0,0.156239843122348,0,0,0,0,0,0,0.0767569429314693,0,0,0,0,0,0,0,0,0.0881008371230732,0,0,0,0,0,0,0,0,0,-0.00590995597564547,-0.000676266196991171,0,0,0,0,0,0
