,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X600352.SH,X600299.SH,X600516.SH,X000709.SZ,X600489.SH,X002460.SZ,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000539.SZ,X000883.SZ,X000825.SZ,X600612.SH,X000786.SZ,X300072.SZ,X000408.SZ,X000553.SZ,X000301.SZ,X600583.SH,X600021.SH,X002110.SZ,X000027.SZ,X002470.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.170710153678113,0.0318018834169966,0,0,0,0,0.00107308232155548,0,0.181459297177857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443630746521513,0,0,0,0,0,0,0,0,0.255640635156485,0,0,0,0,-0.0546428514886734,-0.0354188853186531,0,0,0.186707254919414,0.160195881098266,0,0,0,0,0,-0.0707565800942122,-0.025298980410835,0.0389009051083303,0,0,0,0,0,0
X600028.SH,0.327669522502392,0,0,0,0,0,-0.0287113524004515,0,0,0,0,0.0789938056185454,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600620026876216,0.235904464925938,0,0,0.109169470476719,0,-0.0419148267473686,0.201286177478375,0,0,0,0,0,0,0,0.0945796439244942,0,0,0,0.197446636032324,0,0,0,0,0,0,-0.00893763891590518,0.186611648136137,0,0,0,0,0,0
X601088.SH,0.363924739926081,0,0,0.0816807976141828,0.0134983138229205,-0.324938640483125,0,0,0,0.203594186644432,0,0,0,0,0,0,0,0,0,0,0,0.293294984921357,0.0518820059501171,0,0,0,-0.066486271889395,0,0,0,0,0.0225743527289403,0.107733987865131,0,0,0,0,0,0,0,-0.00708012614169487,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.000804301231874135,0,-0.208051819500175,0,0,0,0,0
X600585.SH,0,0,0.0521093459024916,0,0,0.0475461207363357,0,0.0524544261845532,0,0,0,0,0.106701631631801,0,0,0,0,0,0,-0.117010651311357,0,0,0,0,0.144538840331193,0,0,0,0,0,0,0.00955564839610951,0,0,0.605643944945287,-0.0433425346656458,0,0,0,0,0,0.140991947448837,0,0,0,0,0,0,0,0,0,-0.00133622626086406,0,0,-0.187942175445128,0,0,0,0
X600019.SH,0,0.113674764737819,0.021660803055458,0,0,0,0.0877025176764305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564830344114264,0,0,0,0,0.043936070369319,0.0670781961175307,0.0123592233985289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049280060452735,0,0,0,0,0.0103913172067187,0.0116352968606134,0,0,0,0.0559542438994419,0,0
X600011.SH,0,0,0,0.204094896210621,0,0,0.0160352225778949,0,-0.265127830669262,0,0,0,0,0,0,0,0.711436826740445,0,0,0,0,0,0,0,0,0.0098378846580965,0,0,-0.00721509400247749,0,0,0,0,0,0,0,0,0,0,0,-0.0403249562730169,0,0,0,0,0,0,0,0.150294904017354,0,0,-0.0148592523346178,0.0339387545481538,0,0,0,-0.0220990912147587,0,0
X600309.SH,0,0,0,0,0,0,0,0.00925296789200848,-0.162848193671221,0,0,0,0,0,0,0,0,0,0.16185268239541,0,0,0,0,0,0,0,0,0,-0.194057597912582,0,0,-0.09715545508213,-0.187696685773129,0,-0.0749621625389101,0,0,0,0,0.283756639602637,0,0.0381554194214248,0,0,0,0,0.129571690504432,0,0.639236957537311,0,-0.599091909473217,-0.0603943613925723,0.0800677806537065,0,0,0,0,0,0
X600010.SH,0,0.109223868682973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206820851551834,0,0,0,0.07655448054223,0,0,0,0,0,0,0,0,0.144945311709425,0.216727364116995,0.0880396138095684,0,0,0,-0.0354642494218214,0,-0.0508476763812183,0,0,0.0280287798338214,0,0,0,0,0,0,0,-0.00151421383478171,-0.0205656228227356,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181874564104882,0,0,0,0,0,0,0,0,0.0411210083282785,0.0599343367717556,0,0.522405091318273,0.117741807544645,0,0,0,0,0,0,0,0,0.0211846472353308,0,0.00622308887212642,0,0,0,0,0,0.122939944125932,0,0,0,0,0,0,0,0,0,0.0042236804565316,0,0
X601898.SH,0.237271150405648,0,0,0,0,0,0,0,0,0,0.453817698269187,0,0,0,0,0,0,0,0.186038196820172,0,0,0.0268432148438898,8.67361737988404e-19,-0.0209823302032306,0,0,0,0,0.0735797861340919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890549701104708,0,0,0,0.00189228998993105,0.0369831179617245,0,0,0,-0.0128031607703923,0.0169639938776767,0,0,0,-0.0192730950605089,0,0
