,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600886.SH,X600795.SH,X600188.SH,X600309.SH,X600688.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000629.SZ,X600315.SH,X600489.SH,X600490.SH,X000709.SZ,X000825.SZ,X600547.SH,X000831.SZ,X600352.SH,X000539.SZ,X601699.SH,X600660.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000937.SZ,X000960.SZ,X000959.SZ,X000027.SZ,X600578.SH,X600516.SH,X002470.SZ,X600157.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.00310558468047603,0,0.120084637102369,0,0.0371020367339983,0,0,0,0,0,0,0,0,0,0,0,0.00163702657234474,0.0472922079417994,0,0,0,0,0.00550442596450347,0,0,0,0.0578559313128022,0,0,0.0385283490241611,0,0,0,0,0,0,0,0,0,-0.0097886046336654,0,0,0,0,-0.0181691270982835,0.0594543988590786,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.171073946091346,0,0,0,0,0,0,0,0,0,0,0,0,0.00403393331037638,0,0,0.058775513007843,0,0.0178283096028484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123181121447807,0,0,0.00767635894674906,0.0166091905671724,0,0,0,0.0916212953632236,0.0470527624158913,0,0.0166387465629578,0,0,-0.0105503449474303,0.0145034207553193,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.043893189862899,0,0,-0.0403986033383853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339106013571852,0,0,0.0669851065241872,-0.0251547911329059,-0.000274409606939372,0,0.106085611013735,0,0,0,0,0,-0.00599871623579319,0.0103087921419947,0,0,0,0,0,0
X600585.SH,0,0.0567532018212792,0.194344985853503,0,0,0,0.0480464146191026,0,0,0.0636365757864521,0,0,0,0,0,0.126336366706001,0,0,0,-0.0395300475013921,0,0.204852220904068,0,0.0268278768399342,0,0,0,0.0327225321352489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105387607202623,0,0,0,0,0,0,0,0,0,-0.00412222641060628,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0358166479363645,0,-0.00630394225428365,0,0,0,0,0,0,0.223401829387715,-0.0852712195309697,0.0900264557063542,0,0,0,0.0154989829317727,0,0.175559263493,0,-0.0944714267959988,0,0,0,0,0,0,0,0,0,0,0,-0.00438999420743435,0,0,0.152207136773145,0,0,0.0767531949808985,0,-0.0558038934726372,0,0,0.0218201948799619,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0590263578676333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107827529386848,0.203867717531861,0,0,0,-0.0286584056648303,0,0,0,0,0.121817942225967,0,0,0,0,0.102379478128114,0.0570957660746651,0,0.115132734540162,0,0,0,-0.126221626368379,-0.0113557506749083,0.259926656167684,0,-0.0189914638073956,0.0236416397329139,0,0,0,0,0,0
X601898.SH,0,0,0,-8.67361737988404e-19,0.0267552081215606,0.113973750626912,0,0,0,0,0,0.016545614633588,0,0,0,0,0,0,0,0,0.120094946642192,0,0,0,0,0.078006680842358,0,0.0660112237134282,0,0,0,0,0.152128395826282,0,0,0,0,0,0,0,0,0.0967050138583796,0,0,0,0,0,0,0.00867939647013184,0,0,0.00251060256159876,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0134939596584403,0,0.0911527603498371,0,0,0,0.0827776171016564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267485879294334,0,0.0104730272376915,0,0.0547259358897322,0,0,0,0,0,0,0,-0.020399369756622,0,0,0.0778054813795774,0,0.150760496874048,0,0,0,0.0174845234792788,0,0,-0.0130648940569153,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0387531520211314,0,0,0,0,0.0408787667091206,0,0,0,0,0,0.0577128323408414,0,0,0,0,0.00779299387630043,0,0,0,-8.67361737988404e-19,0.0272652620228557,0,0,0,0,0.0825655731331947,0,0,0,0.255036267301776,0.0728021614861964,0,0.0666450714845319,0,0,0,0,0,0,0.00831354614929369,0,-0.00647208089913053,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0147612972361815,0,0,0,0.0467564880500946,0,0,0,0,0,0,0.268348347777384,0,0,0.403101433939104,0,0,0,0.027873729937063,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.176001615572007,0.0927721596757621,0,-0.178948567167664,0.102244625663709,0,0,0,0,0,0,0,-0.06229497042415,0.0670567447440997,0,0,0,0,0,0
