,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X002466.SZ,X601992.SH,X600362.SH,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X000959.SZ,X002271.SZ,X601158.SH,X000883.SZ,X600339.SH,X002092.SZ,X000723.SZ,X601699.SH,X002470.SZ,X600299.SH,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.541203683984979,0,0.0408813258587301,0,0,0,0,0,0,0,0,0,0,0.0385367903517915,0.0046679555420143,0,0.0331753775622625,0,-0.0804491817016348,0,0,0,0,-0.0341128041810396,0,0,0,0,0,0,0.0242821627242058,0,-0.0184298316488936,0,0,0,0,0.0667919947837613,0,0,0,0,0,0,0,0,0,0,0,0.00727810039173025,-0.00654939668834343,0,0,0,0,0,0
X600028.SH,0.375532218042787,0,0.0180424278760471,0,-0.0858748711637429,0,0,0,0,0,0,0,0,0,0.007573526937028,0,0,0,0,-2.16840434497101e-19,0,0,0.0288185240700348,0,0,0,0,-0.0901536183993389,0,0,0,0,0,-0.0167701383496176,0,0,0,0,0,0,0,0,0,0,0,0,0.0470904060060234,0,0.0299644901063125,0,0,0.0210474844431506,-0.0994557644454633,0,0,0,0,0
X601088.SH,0,0.146172916966152,0,0.217079394760651,0.0885477651558755,0,0,0,0,0,0,0,0,0.15450070775892,0,0.01963017056559,0,-0.268126441218416,0,0,0,0,0,0,0.00273623653137038,0,0,0,0,0,0.0778952078416823,-0.0199742991490172,0,-3.46944695195361e-18,0,0,0,0,0.00683624599192563,0,0,0,0,0,0.147068600707116,0,-0.0642618215384947,0,0,0,0.00908786319921511,0.0170559767180979,0,0,0,0,0,0
X600019.SH,0,0,0.13372569532105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058334506224576,0,0,0.64227720460305,0,0,0,0.108393175034238,0,0,0,-0.0320541568661315,0,-0.0213164646955421,0,0,0,0,0.0813595571324911,0,0,0,0,0,0,0,0,0,0,0,0.0453490406021466,-0.0204914238690165,0,0,0,0,0,0
X600585.SH,0,0,0.432840651924047,0,0,0,0,0,0,0,0,0,0,0,0,0.180314596764141,0,0,0,0,0.0328062864678726,0,0,0,0.0363156731176157,0,0,0,0,0,0,-0.0749078227272405,0,0,0,0,0.0936912384323424,0,0,0,0,-0.362406663847616,0,-0.331618784894434,0,0,0.157342424864927,0,0,0,-0.021817238993149,0.0353682252564055,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00928017911567653,0,0,0,0,0,0,0,0,0,0,-0.00045300670906072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490254729755812,-0.0263643885172161,-0.0166640701448204,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924853323590506,0,0,0.0124747667472803,0.201430932837405,0,0,0,0,0.0843858047628528,0,0.018371338623163,0,0,0.0659204796687877,0,0,0,0,0.0986634666235587,0,0,0,0.122801238678437,0,0,0,0,0,0.0322850250612084,0,0,0,0,0,0,0,-0.0124020371691245,0,0,0,0,0,0,0
X600309.SH,0,0,0.0466846545300638,0,0,0,0,0,0,0,0,0,0,0,-0.0630589488888892,0,0,-0.0993737562074737,0.294177963286683,0,-0.187088685789717,0,0,0,0,0,0,0.274362512277571,0,0,-0.0610164595737179,-0.00537692527580197,-0.0863512927754448,-0.109493800715024,0,0,0,0,-0.023437507869553,0,0,0,0.611793333260335,0,-0.106731216725097,0,0,0,0,0,0,-0.00624818558608523,0,0,0,0,0,0
X600011.SH,0,0.105598314810381,0,0,-0.0446035719587642,0,0,0,0,0,0,0,0,0.0945446454930907,0,0,0,0,0,0,0,0,-0.0450468544016443,0,0,0,0,-0.0225330279461822,0,0,0.0243943754088849,0,0,0,0,0,0,0,0,0,0,0,0,0.0791479499899507,0,-0.0543796872582371,0.0190483058330967,0,0.0183559734372421,0,-0.0196648053751704,0.0254134982592197,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279901651991306,0,0,0,0,0,0,0,0,0,0,0.0080599152602128,0,0,0,0,0,0,0.0209322371009724,0.00918247806676389,0,0,0,0.0770275685811181,0,0,0,0,0,0,0,0,-0.00406481470239008,0,0,0.10263517251087,0,-0.00622844156511606,0.00450910076134083,0,0,0,0,0,0
