,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X601600.SH,X002466.SZ,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X000553.SZ,X600352.SH,X000898.SZ,X601992.SH,X000825.SZ,X600176.SH,X600299.SH,X000792.SZ,X000786.SZ,X000709.SZ,X000408.SZ,X600426.SH,X600808.SH,X000883.SZ,X600315.SH,X000830.SZ,X601699.SH,X601158.SH,X600339.SH,X000932.SZ,X600219.SH,X002110.SZ,X002271.SZ,X600583.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.279175272085591,0,0,0,0,0,0,0,0,0.017365350864799,0,0,0,0,0,0,0,0.019535937141618,0.0111240322220137,0,0,0.078719963739712,0,0,0.0187861662663215,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0631711830705195,0.118323317691269,0,0.00130995243089339,0,0,0,0.0363122187886576,0.0975834993561625,0.0430192772199849,0,0.0150531052305005,0,0,0,0,0,0,0
X600028.SH,0.0801253660638178,0,0.334259482727904,0,0,0,0,0,-0.0484519379762222,0,0,0,0,0,-0.0973530871342311,0,0,0,-0.00790981211229279,0,0,0,0,0,-0.137857056800563,0.0665754962873796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107482053158459,0.0268589764265676,0,-0.107842678331193,0,0,0,0
X601088.SH,0,0.220644001612568,0,0.113028776373367,0,0,0,0,0,0,0.389100074459394,0.156310130629533,0,0,0.0673322766600822,0,0,0,0,0,0,-0.00452484323047337,0,0,0,0,0,0,0,0,0.0543897821628074,0,0,0,-0.0463397660988119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520374226756898,-0.0234884679370388,0,0,0,0,0,0
X600585.SH,0,0,0.287980504571278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973700822546402,0.164896545289225,0,0,0,0,0,0,0,0,0,0.0243574555041017,0,0,0.284533955596102,0,0,0.197520588340411,0,0,0,0.0580534013004012,0,0,0,0.0095015698571586,0,0,0,0,0,0.0921734683347776,-0.0574143424381869,0.0803634105020857,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0403009856323622,0,0,0,0,0.303556160243947,0,0,0.277893969425165,0,0,0,0,0,-0.048605487944513,0,0,0,0,-0.134718128636459,0,0,0,0,0.119964525329338,0,0,0,0,-0.0962345047468316,0,0.167776233432558,0,0,0,0,0,-0.0109777983438746,0,0,0,0,0,0,0,-0.00110106065005911,0.0254517335497933,0,0,0,0,0,0
X600309.SH,0,0,0,0.0731189206562134,0.0560547677759312,0,0,0,0,0,0.0115984125308153,0,0,0,-0.212965092459666,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118191033823338,0,0,0.050389388750175,0,0.222714676267505,-0.114140267167014,0,8.67361737988404e-19,0,0,0,0,0,0,-0.11412876777587,0,0,0,0,0,0,0.0217502389173873,0.0716701859482868,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140184598583718,0,0,0,0,0.0233285538376295,0,0,0,0.223823858730423,0.0179944995841421,0,0,0,0,3.46944695195361e-18,0.267916057162766,-0.102764338249535,0,0,0,0,0,0,0.0356247431177361,0,0,0,0.0245930796068395,0,0,0,0,0,0,0,0.012816491867792,-0.0526128730644194,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.138756495829416,0,0,0,0,0,0,0.582189885657853,0,0,0,0,0,0.0412818827059324,-0.198111170395823,0.250258831959857,0,0,0.49576185615377,-0.0247592756939344,0,0,0,0,0,0,0,0,0,0,0,0.111782614874115,0,0,0,0,0,0.216045668312733,0,0,0,0,0.0476977035394189,0,0,-0.0200982141910116,0,0,0,0,-0.652886000159704,0,0
X600660.SH,0,0,0,0,0,0.0290953275265532,0,0,0,0,0,0,0,0,0,-0.0134031375704657,0,-0.323454504839784,-0.099680381121181,0,0,0,0,0,0,0,0,0.0408875881610042,0,0.0817345505468509,-0.276238117536509,-0.0301199595723844,0,0,0,0,0,0,-0.0606988414479796,0,0,0,0,0,0,0,0,0.211692121187073,0,0,6.93889390390723e-18,0.0031516546973212,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0311327992703629,0,0,0,0.0917455483424518,0,0,0.0123281101110831,0,0,0,0,0,0.0466153741521821,0,0.0262623169850346,0,0,0,0,0,0.145615163352256,0,0.0838701249286155,0,0,0,0,0,0,0,0,0,0,0.116295305381738,0.218461315746243,0,0,0,0,0,0,0,0,0,-0.00667145625085331,0,0,0,0,0,0
