,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600352.SH,X600188.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X601992.SH,X600801.SH,X600027.SH,X000898.SZ,X000786.SZ,X000709.SZ,X002460.SZ,X600176.SH,X600516.SH,X002466.SZ,X600489.SH,X000629.SZ,X002271.SZ,X600299.SH,X601158.SH,X600219.SH,X000883.SZ,X600808.SH,X000553.SZ,X600583.SH,X000630.SZ,X600985.SH,X600339.SH,X000027.SZ,X000825.SZ,X601699.SH,X600157.SH,X000539.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0471397396814618,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.00388741943369485,0,0,0,0.0106530508914959,0,0,0.0676279317617242,0,0,0,0,0.0148439054927169,0,0,0,0,0,0,0,0,0.0359947470756337,0,0.0064182030441558,0,0,0,0.0957863644616208,0.0696553204147468,0.0280070915747183,0,0,0,0,0,0,0,-0.0126297301120427,0,0,0,0.000373214280534597,0,0
X600028.SH,0,0,0,0,0,0,0,0.0192998236479804,0,0,0,0,0,0,0,0,0,0,0,0.0279444293148161,0,0,0.0763372875971114,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0485786257940717,0,0.00271283629513295,0,0,0,0,0,0.0691086833478429,0.122266709924124,0,0,0,-0.0245009984232964,0,0,0,0,0,0
X601088.SH,0,0,0,0.0654411049964726,0,0,0,0,0,0,0,0,0,0,0,-0.161675730014678,0,0,0,0.0166379883885117,0.0183485144330452,0,0.299653186288319,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815306543513123,0.0758361702144111,0,0,0.026958293804233,-0.038481776916256,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.139277317251303,0,0,0,0,0,0,0,0,0.0829661689225501,-0.0313981360100636,0,0,0,0,0.00746707797724297,0,0.438729120829915,0,0,0,0,-0.000295720611656489,0,0,0,0,0,0,-0.0654857776252651,0,0,0,0,0,0,0.000652161314996546,0,0,0,0,0,0,0,0.0403467634329172,0,-0.00339194061219402,0.0167505332910474,0,0,0,0,0,0
X600019.SH,0,0,0.0606992427143247,0,0,0,0,0,-0.0104372148776202,0.0588970532827996,0,0,0,0,0,0,0,0,0,0,0.0458262064697198,0,0.164014252176717,0,0,0,0,0,0,0,0,0,0,0,0.0353983839820983,0,0,0,0,0,0,0,0.0628111168537933,0,0,0,0,0.116999578454043,0.0218543424442561,0,0,0,-0.0217313271043067,0,0,0,-0.00226754116894443,0,0
X600309.SH,0,0,0,0.520303288976322,0,0,0,0,0,0,0,0,0,0,0,0.127612022167378,0,0,0,0,0,0,0,0.0062630954758065,0,0,0,0.150964135249346,0,0.242219189043615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122048276124388,0,0,0,0,-0.141429146260397,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0777601470310828,0,0,0,0,0,0,0,0.183001783232293,0,0,0.0523911365424873,0,0,0,0,0.46177089167667,0,0.0602234242187849,0,0,0,-0.0851756982429227,0,0,0,0,0,0,0,0,0,-0.062520838505435,0,0.0856756263710403,0.0434633700425723,0,0,0,0,0,0,0,0,0.0506417934550657,0,0,-0.152852475881208,0,0.0323410126140921,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031806483402683,0,0.315229824846408,0,0,0.00921291331578879,0,0,0,0,0,0,0.0236647166075708,0,0,0,0,0.0719931505361811,0,0.100319702477656,0,0.13168878675045,0,0,0,0,0,0,0,0,0,0,0.212634497083738,0,0.0860824851255123,0,0.0224929992657871,-0.029772335874874,0,0,0,-0.050710434144594,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617106084278079,0.0031930550465523,0,0,0,0,0,0,0,0,0,0,0.827605621333133,0,0,0,0,0,0,0,0.0729028199631897,0,0,0,-0.0060488624027906,0,0,0,0.0299311579200374,0,0,-0.0665065685833483,0.00697625145229724,-0.00557587853363072,0,0,0,0.0125607685179674,0,0
X601600.SH,0,0,0,0,0,0,0,0.435690896703775,0,0,0,0,0,0,0,0,0,0.0670779585601333,0,0.0757061058914325,0.0616014139719562,0,0.0596704208887228,0,0,0,0,0.0132803509257554,0,0,0,0,0,0,0,0,0,0,0,0.0535461228388479,0,0,0.0318835933767872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046457264166802,0,0.0279286588369067,0.0154086878935986,0,0.0178751295278409,0,0,0,0,0.0355134056170506,0.126887047461788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215181193951147,0,0,0,0.0201941580659801,0.121491531374028,0,0.0678115811563502,0,-0.00847766678631348,-0.0408484671233737,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474773098109611,0,0.0208331278553434,0,0,0,0.0979448191102024,0,0.0389077088947188,0,0,0,0,0,0,0,0,0.244846249313664,0,0,0,0,0,0,0,0,0.0112556723198333,0.0080028540949459,0,0,6.93889390390723e-18,0,0.038038407194032,0.107083558562171,0,0,0,-0.0411601615832954,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.00431775372123362,0,0,0,0.0923762053745756,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00178953689027415,0,0,0,0,0,0,0,0,0.0670500769056175,0,0.0597921974711855,0,0,0,0,0.136112399155639,0.100714888961811,0,0.052857201234172,0,-0.0312465560375464,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0318720091081806,0,0,0,0,0,0,0,0,0,0.00478505462322941,0,0,0,0,0.01123106638989,0.0406160716610159,0.0385362984807333,0.139003561988644,0,0.104319625406071,0,0,0.0670749720004026,0,0,0,0,0,0,0,0,0,0,0,0.00696521037295712,0,0,0,0,0,0,0.0316577679015457,0,0,0,-0.0310565858211924,0,0,0,0,-0.0247725321643858,0,0
