,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X002466.SZ,X600188.SH,X600010.SH,X600660.SH,X000301.SZ,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600011.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X300037.SZ,X000786.SZ,X601991.SH,X002080.SZ,X600219.SH,X600795.SH,X002326.SZ,X600803.SH,X000825.SZ,X000723.SZ,X002353.SZ,X000959.SZ,X600688.SH,X600141.SH,X000807.SZ,X600096.SH,X000898.SZ,X000983.SZ,X600352.SH,X600157.SH,X600489.SH,X000630.SZ,X000932.SZ,X600295.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.179349596724179,0,0,0,0,0.0312013635982293,0,0,4.33680868994202e-19,0.0326597365322724,0,0,0.0231572351028507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797915522028509,0,0,0.030687578621061,0.0289051123595923,0,0,0.100110986214323,0,0,0,0,0.00313368556162413,0,0,0,0,0,0,0,0.0860334992499692,0.0480842665300996,0,0,-0.0133550461928169,0,0,0,-0.0428670138956097,0,0
X600028.SH,0.00917504565770575,0,0,0,0,0,0,0,0,0,0.0441411493895198,0,0,0.0489143407970468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149542669036189,0,0.0267939322062751,0,0.0966585570736237,0,0,0.0315471507279144,0,0,0,0,0,0,0,0,0,0.15345842893162,0.0713938834224474,0,-0.0145813484897822,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0410853853655399,0.0209625600655144,0,0,0,0,0,0,0.133018356639904,0,0,0,0,0,0,-0.0874030364965532,-0.0665480901503737,0,0,0,0,0,-0.0367061722991478,0,0,0.0411973916095298,0,0,0,0,0.022047504234426,0,0,0.202543015502441,0,0,0,0,0.163418742376698,0.121155002736411,0,0,-0.0141649459603581,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0103663972888819,0,0,0,0,0,0,0,0,0,0,0,0,0.202863041631752,0,0.0788293253157727,0.0442548303230281,0,0.00224342165794653,0,0,0,0,0,-0.00672952731622633,0,0,0,0,0,0,0,-0.0343222955059392,0,0,0,0,0,0,0,0,-0.00570693619495817,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.213525487969313,0,0.13940062427081,0,0.509211183094871,0,0,0,0,0,0.231800348645231,-0.126425029822934,0,-0.0350499576580447,0,0,0,0,0,0,0.0157031516708969,0,0,0,0,0,0.079556297455629,0,0,0,0,0,0,0.106584332515934,0,0,0.121692389672714,-0.0805193019228052,0,0,0,0,0,0,0,0,0,-0.0586186270591211,0,0,0,0.0261467946883203,0,0
X600585.SH,0,0,0,0,-0.11323701629893,0,0,0,0,0,0.0348124966744993,0,0,0,0,0.107744789683721,0,0,0,0,0,0.113120705951277,0,0,0.0742011366063536,-0.0162171185230764,0.163840842906185,0,0,0,0,0,0,0,0,0,0.043398768504832,0,0,0,0,0,0.0368373497008698,0.267441387454763,0,0,0,0,0,0.113198467919931,0,0,0.0623034583317615,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0125567292909907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396918094928097,0,0,0,0.0361007917059979,0,0,0,0.00413125348902311,0,0,0,0,0,0,0,0.5674810295414,0.0614826444797806,0,0,0,0,0,0,0,0,0,0.00449105506233691,0,0,0,-0.0302632508818901,0,0
X600111.SH,0,0,0,0,0.218367553284304,0,0,0,0,0.272988531193719,0.0227470268660854,0.243181829564444,0,0,0,0,0,0,0,0,0,0,0,0.115384087488185,0.161494937763804,0.202395164114526,0,0,0,0,0,0.076741881537373,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.373440868905652,0,0,0,0,0,0,0,1.0842021724855e-19,0.0571410307910011,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0748770003556374,0,0,0,0,0,-0.0231551132920098,0.0134276271203548,0,0,0,0,0,-0.0610492732102217,0,0,0,0,0,0,0.254185980676168,0,0,0,0,0,0,0,0,-0.105854276099326,-0.299861573579933,0,0,0,0,0,0,0,0.172445036672701,0,-0.0950254641863238,0,0,0,0.0572556572134524,0,0,1.73472347597681e-18,0.0878220752066299,0,0,0,-0.127585949420977,0,0
X002466.SZ,0,0,0,0,0.447053430556902,0,0,0.180593164963341,0,0,0,-2.71050543121376e-20,0,0,0.120678695245772,0,-0.0477769133923568,0,0,0,0,0,0,0,0.116705847278825,0,0,0,0,0,0,0.144966381356959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519749608692934,0,0,0,-0.0135506637638484,0,0,0,0.0569108349242654,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0919189380123717,0,0,0,0,0,0,0,0,0,0,0,0,0.0212137904713072,-0.0505446546496719,0,0,0,0,0,0,0,0.452634057672239,0,-0.019641264516571,0,0,0,0,0.0280042340020506,0,0,0,0,0,0,0,0,0.430974800793317,0,0,-0.0394559624100155,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.286453418215927,0.429054710341218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793476215808708,0,0,0,0.00774700696865149,0,0,0,0,-0.0225127472078806,0,0,0.266300043278995,0,0,0,0,0,0.0256686019949171,0,0,0,0,0,0.0652334054153604,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.089043072108782,0,0,0,0,0.00903533921708131,-0.0321758292068942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804635880323086,0,0,0,0,0,0.0469059397709802,0,0,0,0,0,0,0,-0.0793225828254896,0.136517513491039,0,0,0,0,0,0,0,0.00849366773353489,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0883779413583345,0,0,0,0,0,-0.125117316653974,0,0,0,0,0,-0.0409928117615126,0,0,0,0,0,0,0,0.158691102875417,0,0,0,0,0,0.0647326840106307,0.0115096068751265,0,-0.0233719537036852,0,0,0.0986956461028216,0.0517429269488553,0.0423494791661515,0.359815991317424,0,0,0,0,0,0.107395408374933,0,0,0,0,0,-0.0553412236522457,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0906634942244009,0,0,0,0,0,0,0.235004351341638,0,0,0,0,0,0,0,0,-0.0386864986719064,0,0,0,0,0.0576522648262812,0.0880710214347477,0,0.130088873610132,0,0,0,0,0,0.35535074223118,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0528420401577848,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0797005633700818,0,0,0.349128983444632,0,0,0,-0.0105728640827368,0,0,0,0,0.105662307194894,0,0,0,0,0.372862731090933,0,-0.105169858093797,0,0,0.093383320012421,0,-0.118202422933545,-0.0389306739080722,0,0,0,-0.0705363764997428,0,0,0,0,0,0,0,0.0318286985265113,0,0.0704717072667278,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0133437031124009,0,0,0.14013769801671,0,0,0.0491569485691421,0,0,0,0,0,0,0,0,0,0,0,0.00562101247356774,0,0,0,0,0,0,0.0233027968770142,0,0,0.156823715743316,0.163321402183697,0,0,0.0034123852511967,0,0.0527378014062678,0,0,0,0,0,0,0,0,0,0,-0.0207804543767392,0,0,0,0,0,0,0
X601898.SH,0,0,0.0138866470877581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186839285739838,0,0,0,0,0.0143928931850431,0,0,-0.246034077883097,0,0,0.155376694538382,0,0,0,0.0455634315261822,0.0804805831406195,0,0,0,0,0.0912922344486757,0,0,0.105304399622719,0.155443559228091,0.267598016494028,0,-0.0454236165368825,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.132640435134368,0.0571157116901698,0,0,0.0776170171423586,-0.113903208477291,-0.0712489896116684,-3.46944695195361e-18,0,0,0,0,0,0,-0.128073333300144,0,0,-0.0268519201719935,0.598392320509021,0,0,0,0,0,0,0,0,0,0,0.110630837761695,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00214477494797649,0,0,0,-0.0983729687402537,0,0
