,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601898.SH,X000786.SZ,X600010.SH,X600176.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X002080.SZ,X601992.SH,X000932.SZ,X002466.SZ,X000301.SZ,X002353.SZ,X600803.SH,X600486.SH,X600219.SH,X600529.SH,X002075.SZ,X000027.SZ,X000723.SZ,X002409.SZ,X600315.SH,X601158.SH,X600612.SH,X000898.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.120741652648028,0,0,0,0,0,0,0,0,0.0437852513469821,0.00458493956483789,0.0151297350474468,0,0,0,0.0283411314967125,0.0976089095795129,0,0,0,0,0,0,0,-0.0145664863496455,0,0,0,0,0,0,0,0,0.0245852491345755,0,0,0.0891711832810064,-0.0612243764242655,0,0.0182244201835896,0,0,0,0,0,0,0,0,0,-0.00193567782820848,0.00919096995552528,0,0,0,0,0,0
X600028.SH,0.130165591580943,0,0.075639112141776,0,0,0,0,0,0,0.018662304712051,0,0.00801898320986632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200462699282188,0.0413698911364869,0,0,0.0405088706377234,0,0.0603733975914548,0,0,0.0025509559627953,-0.00715528064126913,0,0.00439633881746764,0.0183865072383962,0,0,0,0.00419837048591702,0,0,0,0,-0.0204892417060514,0.00956502477249239,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0419602655314379,0.00725952876335302,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.334065053172734,0.15881986174221,0,0,0,-0.00927867685467351,0,0,0,-0.0191479205802803,0,0,0,0,0,-0.0327624655450217,0,0.00544191473530372,-0.0158766027157233,0,0,0,0,0,0,0,0,0,0,0,-0.00235614599582871,0.00853929340515175,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459831926133246,0.10064809019534,0,0,0.0434416029550392,0,0,0,0,0.0805696803670744,0,0,0,0.0521772815617183,0,0,0.0247842372613701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412725714299068,-0.00136367137520442,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.138358713217421,0,0.157009124232636,0.149503653699201,0,0.201699153801945,6.93889390390723e-18,0,0,0,0,0,-0.0612650499481324,0,0,0,0,0,0,0.298668598326311,0,0,0,0,0,0,0,0,0.185797969440228,0,0.00683569709357048,0,0,0.0574972388189192,-0.0165454619779522,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222740398006516,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0490640688948391,0.0189268186611616,0,0,0,0,0,0,0,0,0,0,0,0.418744605925678,0,0,0,0.00696032315304116,0,0.0198083420179416,0,0,0,0.0461664349414126,0,0,0,0,0,0.0573619973984204,0,0.0634021930709926,0,0,0,0,0,0.0023894267194456,0,0.24718447377968,0,0,0,0,0,-0.0183994261331676,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0658479950156454,0,0.0070593796426997,0,0,0,0,0,0,0.0281208894779621,0,0,0.110543636449299,0,0,0,0,0,0,0,0,0,0,0.164684409745475,0,0,0,0.0149459364059252,0,0.0413416115097225,0,0,0,0.0923751122992781,0.0523238407511404,0,0,0,0,0,0,0,-0.00738691480194052,0.00374682179735484,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.122556068915309,0,0,0,0,0,0.105235122307095,-0.0228551350290613,0,0.0540330967983864,0,0,0,0.190704699370729,0,0,0,0,0,0,0.14856309812702,0,0.0523687000214913,0,0,0,0,0,0,0,0,0,0.0503860285833935,0,0,0,0,0,-0.0220190276077565,0.148744860930627,0.083186024942846,0,-0.0528515561812758,0,0,0,0,0.0515028927197484,-0.0157107005971439,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.100184053502615,0.00797079900954162,0,0,0,0.124763717231976,0,0,0,0,0,0,0,-0.0311694797101053,0.044556751631992,0,0.124934231120792,0,0,0,-0.0474988518847415,0,0.203748708828379,0,0,0.0589943374981392,0,0,0.0553362852582332,0,0,0.0614259621733676,0,0,0,0,0,0,0.145872577927221,0,0.0866924640485559,0,0,0,0,0,0,-0.0111236949906654,0.0331396099348119,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.00339295554515324,0,0,0,0,0.287192336683456,0,0,0,0,0,0,0,0,-0.14143424042205,0,0.114714987980547,0,0.737166045619285,0.0830808438880908,0,0,0.0174291571844164,0,-0.113145195201006,-0.201645799890647,0,0,0,0,0.135079105807931,0,0,0,0,0,0,0,0,0,0,0.0240583206207986,0.0259022763307951,0,0,0,0,0,0
