,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X600352.SH,X600021.SH,X000883.SZ,X600660.SH,X601918.SH,X002470.SZ,X000792.SZ,X600098.SH,X600489.SH,X600623.SH,X600022.SH,X600307.SH,X000629.SZ,X600863.SH,X600547.SH,X600808.SH,X002353.SZ,X600008.SH,X000060.SZ,X300072.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.698160516054175,0,0,0,0,0,0,0,0.0612789917269127,0,0,0,0,0,0,0,0,0,0,0.0299794904076247,-0.0496392042022963,-0.000685398578886433,0,0,0,0,0,0,0,0.0186057203666607,0,0,0,0,0.00824928662281135,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.040773382635108,0,0.05107986782009,0,0,0,0,0
X600028.SH,0.228958715392657,0,0,0,0,0,0,0,0,0.00819440435759503,0,0,0,0,8.67361737988404e-19,0,0,0.0717904402865051,0,0,0.108045759829933,0,0.0291976809534195,0,0,0,0,0,0,0,0.0272878083835593,0.135565431286072,0.117252836534209,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0397908254048197,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.223939859819913,0.0806665313372267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590584249710213,0.241781803921989,0,0.122491799863302,0,0,0,0,0,0,0,0,-0.0376403587743453,0,0.0187186128201724,0,0,0,0,0,0,0,0,0,0,0,0,0.0932460910504562,0,0,-0.0441452082187175,0.00307218125471279,0,0,0,0,0,0
X600011.SH,0,0,0.0401470272639016,0,0,0,0,0,0,0.00313253435003693,0,0.435316553041946,0.263203994078423,0,0,0,0,0,0.0193918339521219,0,0,0.173167744777355,0,0,0,0,0,0,0,0,0,0,0,-0.0960862032389821,0,0,0,0,0,0,0,0,0,0,0,0.0383864818518332,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.166179053900074,0,0.0596524623897781,0,0,0,0,0,0,0,0,0.23087281470521,0,0,0.0592730544468367,0,0,0,0,0,0,0,0,0.01714307751265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157915757540212,0.0300435114828306,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0685023417663192,0.0867154987483572,0,0,0.200120040438945,0,0,0.00169843986107064,0.165589176708151,0,0,0,0,0.119721168529165,0,0,0,0,0.015248315267561,0,0,0,0,0,0,0,0,0.0332896972791941,0.00150933304701334,0.106700482740584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276811765941815,0,0,0,0,0,0,0
X600585.SH,0,0,0.0496168249901237,0,0.155500274601241,0,0,0,0,0,0,0,0,0.0518997756553597,0,0,0,0.0360660024230646,0,0,0,0,0,0.386976933411175,0,0,0,0,0,0.116157445151792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.00787552059821271,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0880724308353525,0,0,0,0,0.0674726974767002,0.546884781095985,0,0,0,0,0,0,0.0267809699472982,0,0,0,0,0,0,0,0,0,0.125268179182824,0,0,0.200853944700153,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0446007116261435,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0933462144599366,0,0,0,0.100917651478869,0,0,0,0,0.0739998234020128,0.0234784166416199,0,0,0.0592856339113535,0.153349993915723,0,0.0183939299008672,0,0,0,0.0168106184817083,0,0,-1.73472347597681e-18,0,0,0,0,0.00386698236130533,0,0,0,0.0914645376859661,0,0,0,0.0517190399720324,0,0,0.200882268800502,0,0,0,0,0,0,0,0,0
X600688.SH,0.125454762306858,0,0,0,0,0,0,0,0,0,0,0,0.343060099006545,0,0,0,0,0,0,0.222517944005411,0.0695743083508412,0,0,0,0,0,0,0.314058604823366,0,0,0.0838534538122459,0,0,0,0,0.161604739293234,0,0,-0.15265230300203,0,0,0,0,0,0,0.120333162307608,0,0,-0.0674304504097267,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.27848129367605,0,0,0,0,0,0,0,0,0,0.141661207316378,0,0,0,0,0,0,0,0,0,0.00101797635348167,0,0,0.0654479205839377,0,0,0,0,0.168434840411721,0,0.00528861612967685,0.0858912663702223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.016399059439827,0,0,0,0.152954459414604,0,0.0378589246056537,0,0,0.169896188639599,0,0,0,1.73472347597681e-18,0,0.0489376509875671,0.0792032562230256,0,0.217476963724663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.0808998589624246,0,0.187400153070095,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.17503964715731,0,0,0,0.0919088689062628,0,0,0,0,0,0.00786084758897511,0.0647818517303533,0,0,0,0,0,0,0,0.0117445806797916,0,0,0.191827541278053,0,0,0,0,0,0,0,0,0,0,0,0
