,X601857.SH,X600028.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X002466.SZ,X600362.SH,X600111.SH,X600188.SH,X601991.SH,X600547.SH,X300072.SZ,X600516.SH,X600660.SH,X002460.SZ,X000898.SZ,X600886.SH,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X000959.SZ,X600489.SH,X600219.SH,X600549.SH,X600352.SH,X002092.SZ,X000723.SZ,X000807.SZ,X000553.SZ,X000983.SZ,X601158.SH,X601699.SH,X000883.SZ,X000630.SZ,X600299.SH,X600008.SH,X002271.SZ,X000792.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757703786699419,0,0,0,0,0,0.0149151021456408,0.0164262766516317,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409096718296139,-0.0303739152034793,0.0189229894185181,0.0471471246361868,0,0,0,0,0.0778228667547337,0,0,0.000723329712767753,0,0,0,-0.00952589731718904,0.0120329506307525,0.0298614256110797,0,0,0,0,0
X600028.SH,0,0,0,0,0.112671668543791,0,0,0.0240308683154437,0,0,0,0,0,0,0,0,0,0,-0.0168451478634399,0,0.0264758851523185,0,0,0,0,-0.332865651861795,-0.0295600033185438,0.00931630527512574,0,0,0,0,0,0,0,0.00398679319224534,-0.00284792002197061,0,0,0.0428434993429044,0,0,0,0,0,0,0,0,0.00623607119202926,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.106523657843277,0.0951195468594525,0,0,-0.0196515589858821,0,0,0,0,0,0,-0.0636091546343521,0,0,0.0798203564769532,0,0,0,0,0,0.241159805715828,0,0,0,0,0,0,0,0,-0.0376029053539425,0,0,0.0035041038484271,0,0,0,0,0,0,0.249798349428393,0,-0.0141704224739739,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0299418266672892,0.0654155369751563,0,0,0,0,-0.0189849961995465,0,0,0.154013780504071,0,0.174092417614789,0,0,0,0.05609127099038,0,0,0,0.198748629734234,0,0.11192929550356,0,0.0208220738400816,0,0,0,0.0112264861169465,0,0,0,0,0,0,0,0,-0.0101352169841635,0.0202956939436096,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0475850833793668,0,0.105141005081153,0,0,0,0,0,0,0,0,0,0,-0.107547724559177,0.263993522110366,0,0,0,0,0,0,0.0451298932373924,-0.013096096889175,0,0,0,0,0,0,0,0.110876017474518,0,0,0,0,0,0,0,0,0.228058021465772,0,0,0,-0.00368647339906082,0,0,0,0,0,0,0
X601600.SH,0,0,0.0548243549423992,0,0,0,0,0.0710847019888165,0,0,0,0.0670844759636953,0,0,0.0332040828613506,0,0,0,0.136644088264726,0,0,0.000840709190902157,0,0.0492786980770645,0,0,0,0.144303679117289,0,0,0.40094845166926,0.0400471358055357,0,0,0,0.147716084533316,0,0.045539894738991,0,0,0,0,0,0,0,0,0,0,0,-0.0168828875852735,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.067133484961208,0,0,0,0,0,0,0,0.135493953053108,0,-0.00516215482805567,-0.0410695187235831,0,0.0795489385849411,0,0,0,0,0,0,-0.0166224444493719,-0.0828447982834875,0,0,0,0.0620445715012162,0.0411845804407581,0,0.0116203997311699,0.0311561701632984,0,0,0,0,0,0,0,0,0,0,0,0.0211744151489663,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0204584157986251,0,0,0,0,0,0,0.0475600535508257,0,0,0.139590191663088,0,0,0,0.0174858914836129,0.324036807087589,0.0212109534032425,0,0,0,0,0,0,0,0,0,0,0,0,0.0959079087522032,0,0.106860350205114,0,0,0,0,0,0,0,0,0,0,0,0,-0.00608695238987555,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0672974403453594,0.0110361361194385,0,0,0,0,0,0,0,0.216217599961959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568766321376721,0,0.129219961570446,0,0,0,0,0,0,0,0,0.29013489781743,0,-0.000280687942346336,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0990125381919888,0,0.0852610534974382,0,0,0,0,1.73472347597681e-18,0,0,0.299302152828934,0,0.0382527409633177,0,0,0,0,0,0,0,0,0,-0.106799579634911,0,0,0,0,0,0,0,0,0.0763554807211439,0.538576315974221,0,0,0,0,0.00353976793524068,1.0842021724855e-19,0.00652578644697961,0,0,0,0,0
