,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X002466.SZ,X600362.SH,X600111.SH,X601991.SH,X600188.SH,X600547.SH,X300072.SZ,X600660.SH,X600516.SH,X002460.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600027.SH,X600157.SH,X600339.SH,X600489.SH,X000959.SZ,X600808.SH,X600219.SH,X600352.SH,X600549.SH,X000723.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000983.SZ,X600299.SH,X000883.SZ,X600008.SH,X000630.SZ,X000807.SZ,X601699.SH,X002271.SZ,X000792.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0269306332568229,0.0115504160266944,0,0,0,0.025241660327646,0.018666276042861,0,0,0,0,-0.0184038463596244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068749406242735,-0.0364355798621752,0,-0.0151369398486723,0.0295018963424148,0,0,0,0,0.0503440761240335,0,0,0,0.0414688997060924,0,-0.0103408236669951,0,0.0195364895955851,0,0,0,0,0
X600028.SH,0,0,0,0,0.104858289866023,0,0,0,0.0727948830093491,0,0,0,0,0,0,0,0,0,-0.0211442453360063,0,0,0,0.00271225237211381,0,0,0,-0.352307205431574,0,0,0,0,0,0,0,0,0,0,0,-0.0593557540845767,0,0,0,-0.00936484121900709,0,0.000400614939560555,0.0534311098539439,0,0,0,0,0.000896489557071565,0.00845687078647268,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213011116191622,0,0,0,0.002382175212032,0,0.00150533835460809,0,0,0,0,0,0.00122985892508412,0,0,0,0,0,0,0,0.00120445320987901,0,0,0,0,0,-0.0012018200422081,0,0,0,0,0,0.000194123588406173,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0762619323911257,0,0,0.133251406149703,0.201552919289309,0.0211556861093287,0,0,-0.0301395615252537,0,0.0407679594143813,0,0,0,0,0,-0.0634204232991229,0,0,0.11229295777878,0,0,0,0,0,0,0.300350473713061,0,0.0802863529377181,0,0,-0.044697973829044,0,0,0,0,0,0,0,-0.0349253030009702,0,0,0,0,0,-0.0116138285245552,-0.00877995230094856,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0401912069198605,0,0.108424322542514,0,0,0,0,0,0,0,0,0,0,0,0.262307364992425,-0.110457507458625,0,0,0,0,0,0,0.0459250820943999,0,0,-0.0174853784182092,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.113113343162717,0,0.218289034557502,0,0.0384531790353895,0,-0.0038686652736705,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765198704476346,0,0.00835499214743782,0,0,0,-0.0306128032458558,0,0,0.153677106505068,0.183111575552573,0,0,0,0,0,0.023589391025306,0,0,0.178472832597859,0,0.16064677631786,0,0,0,0,0,0,0,0.0507585044810815,0.000338772419279296,0,0,0,0,-0.00938673977954828,0.0208522793830789,0,0,0,0,0,0
X601600.SH,0,0,0,0.040309535717693,0,0,0,0,0.11572304684244,0,0,0,0,0.0189961386744596,0,0,0,0,0,0,0,0.105437321150982,0,0,0.00331256420727739,0,0,0,0,0,0,0.138603788373275,0.476518902430265,0,0.0163275116636802,0,0,0,0,0.117448761399508,0,0,0,0,0.122221049779315,0,0,0,0,0,-0.002907671847569,-0.0232323789983034,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0692918121051039,0,0,0,0,0,0,0,0.143382890167308,0,0,-0.00889264609356925,0,-0.0299529621415369,0.0572703914917168,0,0,0,0,0,0.0146938515779594,0,-0.0898211188664597,-0.0153219509932828,0,0.0328997077282209,0,0,0.0533895804493713,0,0.0915241866069329,0,0,0,0,0,0,0,0,0,0,0,0.0241681990739141,-0.00411861979171992,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0255811938489222,0,0,0,0,0,0,0,0,0.0680492351820012,0,0,0,0.146250878577261,0,0,0.309393365633331,0.0160293993315722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954369247892422,0,0,0,0,0,0,0,0.104228696289006,0,0,0,0,0,-0.00473504352113266,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.016271151950362,0,0.0756141078116055,0.0297844452356869,0,0,0,0,0,0,0,0.0192780822380049,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.357701289563496,0.00280250745309277,0,0,0,0,0,0.0427176186932325,0,0,0,0,0,0,0,0.132878152730341,0,0,0,0,0.0487353864281235,0,0,0,0,0,0,0,0,0,0,0,0,0
