,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X600362.SH,X601600.SH,X600801.SH,X601898.SH,X600010.SH,X000786.SZ,X600489.SH,X600352.SH,X600176.SH,X600111.SH,X600188.SH,X601991.SH,X600299.SH,X600529.SH,X600795.SH,X600688.SH,X600426.SH,X002466.SZ,X600027.SH,X002080.SZ,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X002353.SZ,X600219.SH,X000932.SZ,X600486.SH,X000301.SZ,X000027.SZ,X600126.SH,X000723.SZ,X600516.SH,X000878.SZ,X601158.SH,X000898.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00677262697753552,0,0,0,0,0.104533240456575,0,0,0,0,0,0,0.0315850732194535,-0.0706133315129703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430855094489888,0,0,0,0,0,0,0.0635109238121414,0,0.0871043644609371,0,0,0,0,0.00234073338114541,-0.00429294186398285,0,0,0,0.0666321209637613,0,0
X600028.SH,0,0,0,0,0.0552020934378445,0,0,0,0,0.00782129474685906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126488299755265,0.0101503419027309,0,0,0,0,0,0,0.111351007678717,0,0,0,0,0.0274173694979485,0,0,0.026160362451165,0.103639631526974,0,0,0,0,-0.0033198622653771,0.00577782938168865,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214077857209499,0,0,0.118440549744686,0,0,0,0,0.205640178001542,0,0,0,0,0,0,0.0241760224970823,0,0.0687037775818541,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.062452693172942,0,0.0488300722378435,0,0,0,-0.0160272851918949,-0.0116110292302532,-0.000204422837474362,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0800385386087426,0,0,0,0,0,0.000734264928669139,0,0,0,0,0,0,0,0,0,0.105099947568545,0,0,0,0,-0.0344162635673216,0,0,0,0,0,0,0,0,0,0,0.0433030984131527,0,0,0,0,0,0,0,0,0.104728757242655,0,0,0,0,0.00785911368892871,0.00779827660516758,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.104769278483772,0.0545750327440197,0,0,0,0,0,4.33680868994202e-19,0,0,0.0668934285157117,0,0,0,0,0,0,0,0,0,0,0.203499096674084,-8.67361737988404e-19,0,0,0,0.00523900294687218,0.00802325848995557,0,0,0,0,0,0,0,-0.054877661467705,0,-0.067421755203861,0.0856391455646726,0,0,0.195184657523395,0,0.0102652268424454,-0.0139245538696095,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0.079482839238952,0,0,0,0,0,0,0,0,0,0,0.695673582612903,0,0,0,0,0,0.129452233801405,0.0104845388639423,0,0,0,0.00898206332065241,0.0207356630832242,0,0,0.0711119147337245,-0.0023869764274304,0,-0.12602263445409,0,0,0,0,0,-0.0360144901967052,0,0,0,0,0,0,-0.0623352724462914,-0.00226605103750329,-0.0214779849479869,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.273106761509398,0,0,0,0,0,0.0419831966716069,0.0324963289823222,0,0,0,0,0,0,0,0.0555317470556143,-0.00134981810185968,0,0,0,0,0.0132562322752398,2.71050543121376e-20,0,0,0,0,0.0185359736413173,0,-0.0289870656270502,0.203782932019173,0,0,0,0,0,0,-0.000176003299406862,1.35525271560688e-20,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0226028636019171,0,0,0.581504571063334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103495374701361,0,0,0,0,0,-0.0143147506131142,0,0,0,0,0,0,0,0.118446741779209,0,0.0110374256416272,0,0,0,0,0,-0.005513125150073,-0.0208474184672214,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.127422050082262,0,0,0,0,0.0280365153018697,0,0,0,0,0,0,0,0,0.135697269992095,0,0,0,0.031758738395742,0,0.130836126346538,0,0,0,0,0,0.135775729755716,0,0,0,-0.0798290779860819,0.0513932911645105,0.136505489720492,0,0,0,0.133591305654125,0,0,0.0350966739879766,0,0.133021882855787,0,0,0,0,0,-0.0165180883757321,-0.0195737164942017,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117531333117995,0,0,0,0,0,0,0.129766713017132,0,0,0,0.160597974542788,0,0,0,0,0.192426513197639,0.363482806326557,0.0838030929319984,0,-0.0234102717786174,0,0,0.27954231302683,0,0,0,0,0,0,0,0,0,-0.00782962469831257,0,0,0,0,0,0
