,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X600801.SH,X002460.SZ,X600188.SH,X002466.SZ,X600795.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X002271.SZ,X600111.SH,X601992.SH,X000723.SZ,X600176.SH,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600489.SH,X000898.SZ,X600299.SH,X600219.SH,X000709.SZ,X000883.SZ,X601158.SH,X600612.SH,X000553.SZ,X000629.SZ,X000630.SZ,X000027.SZ,X000792.SZ,X600808.SH,X000825.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.047354769424324,0,0,0,0,0,0,0.0882695971742357,0,0,0,0,0,0.0282776057460848,0,0,0.0239882166671405,0,0.0140253624299099,0.216971866034793,0,0,0,0,0,0,0.0250439853825982,0,0,0,0,0,0.181333026740935,0,0,0,0,0,0,0,0,0,0,0,0,0.0365620736925298,0,0,0,-0.00565370493526957,0.00577022727921616,0,0,0,0,0,0
X600028.SH,0.130536034215825,0,0,0,0,0,0.00178419003471336,0,0,0.0858017372569968,0,0,0,0,0,0,0,0,0,0,0,0.175804200808559,0,0,0.021429941948655,0,8.67361737988404e-19,0,0,0.0735971026164158,0,0,0,0,0.062074791968587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117365698409364,0.00280549267128989,0,0,0,0.00761118260767516,0,0
X601088.SH,0,0,0,0,0,0,0,0.00223615347981966,0,0.0259367347610117,0,0,0,0,0,0.0862672486819119,0,0.331683689688291,0,0,0,0.0213792013429194,0,0,0,0,0,0.0404008211891897,0,0,0,0.00867853864431048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00237261849915959,0,-0.0129881937818336,0,0,-0.00869447798590929,0,0
X600585.SH,0,0,0,0,0.130324502908902,0,0,0,0,0,0,0,0,0,0,0.401882654290936,0,0,0,0,0,0,0,0.116042654182787,0.0416478446456999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165131397387636,-0.0237822302853398,0,0,0,0,0,0
X600309.SH,0,0,0,0.0996647584997989,0,0,0.112890570046349,0,-0.0467915172201835,0,0,0,0,0,0,0.277165394823374,0,0,0,0,0,0,0,-0.0958592959002198,0.0499215012020304,0,0,-0.233426724556428,0,0,0,0,0.204812205950654,0.0382084121875745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738646654876479,0,0.227345996404326,0,0,0,-0.0743264129656659,0,0,0,-0.0916342639454371,0,0
X600019.SH,0,0,0,0,0,0,-0.016166412256987,0,0.0641456441715568,0,-0.0119363492994382,0.050440736787691,0,0,0.123866154223761,0,0,0.0608017930097677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175072367577185,0,0.0220990187644393,0.0279281418730535,0,0,0,0.0497887933949688,0,0
X600547.SH,0,0,-0.0927600852223617,0,0,-0.00985335310267647,0,0,-0.124851972896076,0,0,0,0,0,0,0,0,0,0,0,-0.260793587365488,0,0,0,0,0,0,-0.00209601722783091,0,0,0,0,0,0,0.781395140850344,0,0,0,0,0,0,0,0,0,0,-0.130282508703045,0.0725619365109262,0,0,0,0,-0.0464225867675085,0.0631406080681357,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.17019841689789,0,0,0,0,0,0,0,0,0.176704233018181,-0.128024224587281,0,0,0.195424992457694,0,0,0,0,0,0,0.180021749982534,0,0.231118353883301,0.0362421475703084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218880073931677,0,0,0,0,0.00112495327240727,0,0,0,0,0.0321468886222439,0,0
X000708.SZ,0,0,0,0.300178544851255,0,0,0,0,0,0,0,0.100129035937553,0,0,0,0,-0.328824034765829,0,0.00933298845470751,0,0.403658629890899,0,0,0.190683341307515,0,0,0,0.164314392316857,0,0.0101856908054459,0,0,0,0,0.383881955199256,0,0.300746463616372,0,0,0,0,0,0,0.0141057791303296,0,0,0,0,0,0,0,-0.0584825010599128,0.0488180291655821,0,0,0,0,0,0
X601898.SH,0.33167760053081,0,0,0,0,0,0,0,0.0516769805263096,0,0,0,0.0626434762977702,0,0,0,0.0089134300162528,0.492198347971758,0,0,0,0,0,0,0,0,0,0.0743583828187498,0.0415580722714231,0,0,0,-0.0850422639151594,0,0,0,0.143105426204641,0,0,0,0,0,0,0.0250908525022887,0,0,0,0,0,0,0,-0.035208947297167,0.0412312615383037,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581362693402498,0,0,-0.00768552349294317,0,0,0,0,0.026775724282542,0,0,0.0954884336117779,0,0,-0.0128300594877423,0,-0.0819723867662519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121406976165316,0.0140471016851854,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.256036708589178,0,0,0.149153141699761,0.108161075126137,0,0,0,0,0,0,0.0208834186152843,0,0,0,0,0,0,0,0,0,0,0,0.0195496167298483,0.0125364009875541,0,-0.123807682349183,0,0,0,0,-0.0139350692574326,0,0,0,0.0319511232032541,1.73472347597681e-18,0,0,0,0,0,0.217709452014448,0,0,0.0418957063738657,0.00742221265834824,0.0252864772285491,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.232860425509886,0,0.0750374271721446,0.272971153467992,0,0,0,0,0,0.0971463722147102,0,0,0.109520859707927,0,0,0,0,0,0,-0.000733519997843107,0,0,0.0839195326021634,0,0,0,0,0,0,0,-0.0217528464235913,0,0,0,0,0,-0.0656654500540264,0,0,0,0.126264294470193,0,0,0.0630011360034705,0,-0.00764417323541949,0,0,0,0,-0.0343430095359506,0,0
X601600.SH,0,0,0,0,0.0287028476424878,0,0,0,0,0,0,0,0,0,0.0856847658024553,0,0,0,0,0,0,0,0,0,0,0,0.358656508584193,0.0858630734820644,0,0,0,0,0,0.059510391528102,0.0176494721433223,0,0,0,0,0,0,0,0,0,0,0,0,0.035794008372641,0,0,0,0.0563785937894182,-0.0395739004867854,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.03931171693255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815106867771149,0,0.0667860414938411,0,-0.0305869450850342,0,0,0.0429422934962183,0.329307449316691,0,0,0,0,0,0,0,0,0,0.00853401716513928,0,0,0,0,0,0,0.074787930579341,0,-0.00745852902988624,0,0,0,-0.00019494597257895,0,0
X600801.SH,0,0,0.332031834005421,0.55832590662364,0,0,-0.0382380206540679,0.061445118161198,-0.0201173767966284,0.0506137552791242,0,-0.0495015193954783,0.0760578996708047,0,0.0748453053099154,0,0,0,0,0,0.109525249477254,0,0,0,0,0,0,0,0,-0.0619577215929142,0,0,0,0.179067768279521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145332937908777,0.00724187958831376,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.0751631123247045,0,0,0,-0.0257163729411817,0,0,0,0,0,-0.464998080878664,0,0,0,0.306123906962231,0,0,0,0,0,0,0,0,0.010000176901181,0.0174331109043709,0,6.93889390390723e-18,0.536643232633854,0,0.18875426818272,0,0,0.0943081215126396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330089232066737,-0.0134430470870309,0,0,0,0,0,0
