,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X002271.SZ,X600660.SH,X000877.SZ,X002466.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X000301.SZ,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000786.SZ,X000723.SZ,X600219.SH,X600803.SH,X601991.SH,X600795.SH,X002080.SZ,X600027.SH,X000408.SZ,X600688.SH,X000825.SZ,X002353.SZ,X000807.SZ,X600801.SH,X600352.SH,X300073.SZ,X600489.SH,X000959.SZ,X000932.SZ,X601699.SH,X600486.SH,X000630.SZ,X300037.SZ,X600157.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0868351370694295,0,0,0,0,0,0,0,0,-0.00641931081621361,0,0,0,0.0188398777535604,0,0.0246740554989354,0,0.00615438688325982,0,0.0699857788119869,0,-0.154971934255384,0,0,0,0.0199157289132943,0,0,0,0,0,0.11912599061518,0,0.135171590064597,0,0,0,0,0,0,0,0,0,0,0,0.15044504672724,0,0.0930137067054572,0.0242754610167328,0,-0.055371877120253,0,0,0,0,-0.0412163167553632,0,0
X600028.SH,0.199454620899576,0,0,0,0,0,0,-0.0057299583404125,0,0.00923272229070597,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936158344696262,0,0,0,0.0392681929231553,0,-0.0522588503633863,0,0,0,0.0954032114061421,0,0,0,0,0.0149209204597822,0,-0.0318744376871332,0.00347760302403598,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.101878854973311,0.0408718264641084,0,0,0,0.20292041974519,0,0,0,0,0,-0.147194790875192,0,0,0,0,0,0.0729214610528948,0,0,-0.0696473215889291,0,0,0,0,0.220237521534025,0,0.116412876146266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733824153486059,0,0,0,3.46944695195361e-18,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0601333870424824,-0.202343567724881,0,0.0600618145691871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405513723483819,0,0.0226037644062049,0,0,0,0,0,0,0,0,0.0558602996428041,0,0,0,0.126476663476942,0,0,0,0,-0.06098273127532,0,0,0,0,-0.0147442303714403,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.047852739953182,0.0219621494202992,0,0,0,0,0,0,0,0,0,0.278477386191776,0,0.014723012837347,0,0,0,0,-0.0273431922269899,-0.0686714090844589,0,0,0,0,-0.202879994302569,0,0.3782837035317,0,0,0,0.0300290189541592,0,0.0551469829714184,0,0,0,0,0,0,-0.0441023632020463,0.0363986598889786,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.202718100844515,0,0.577801489552652,-0.108314259991303,0,0,0,0,0.119067755909052,0.0711307629656215,0,0,0.191556036874753,0,0,-0.110269627147771,0.00566176721670288,0,0,0,0.0854817199024786,0,0,-0.0383718838236231,0,0,0,0,0,0.0801402203078624,0,0,0,0,0,0,0.133906488943998,0,0,0,0.00913961608012178,0,0,0,0,-0.0696006629058349,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00307304302099779,0.00629062550992625,0,0,0,0.0627558840036099,0,0.0159676196844561,0,0,0,0,0,0,0,0,0,-0.0258158015399725,0,0,0,0,0,0.0894691104834842,0.00440983114669573,0,0,0,0,0.00758722742431314,0,0,0,0,0.329173115016692,0.0955554789783518,0,0,0,0,0,0,0,0,0,0,0,-0.00591126793158474,0,0
X000792.SZ,0,0,0,0,0,0,-0.300839273983815,0,0.283341443300832,-0.0206319554521349,-0.159992899768515,0,0,0.124913987443619,0,0,0.0950777335449386,0.150304570794588,0,0,0.301764365228008,0,0,-0.156255187758707,0,0,0.125904123864704,0,0,0,0,0,0,0.0565624538105014,0,0,0,0.0229495518405483,0,-0.436516005213833,0,0,0,0,0,0,0,0,0,0,0,-0.0566850296771201,0,0,0,0,-0.0193137336637908,0,0
X600111.SH,0.0150908145908032,0,0,0,0,0,0.0623019608339936,0,0,0,0.0920832339503315,0,0,0.562705448040729,0,0,0.265485724560704,0.0320858878341182,0,0,0.171743599989762,0,0,0,0,0,0.0276000152260739,0,-0.139556198837889,0,0,0,0,0,0,0,0,0,0,0,0.0129709601383681,0,0,0,0,0,0,0,0,-0.0941338056417507,0,0,0.0321188578988464,0,0,0,0,0,0
X600011.SH,0,0,0.0322363495505037,0,0,0,0,0,0.0434796998825252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137029887125718,0,0,0,0,0,0,0,0,0.128082287898375,0.414020985913053,0,0,0,0,0,-0.00611995976926934,0,0,0,0.00104008917246983,0,0,0,0,0,0.174823794365337,0,0,0.0308087678599481,-2.16840434497101e-19,0,0,0,0,0,0
