,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600660.SH,X000301.SZ,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X601991.SH,X601699.SH,X600795.SH,X000807.SZ,X000786.SZ,X600096.SH,X000983.SZ,X002353.SZ,X600803.SH,X002080.SZ,X600801.SH,X600489.SH,X000825.SZ,X600141.SH,X600688.SH,X000630.SZ,X000932.SZ,X300073.SZ,X600157.SH,X600486.SH,X600027.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0213257693995871,-0.0293002433756608,0,0,-0.0632506972395515,0,0,0.117229056987984,0,0,0,0,0,0,0,0,-0.040592372326641,0,0,0,0,0.0284101211113871,0,0,0,0,0,0,0.28905026432266,0.0930466131578902,0,0,0.11948546188432,0,0,0,0,0,0,0.0905597305090087,-0.0363707720935223,0,-0.0314821020408784,0.0230904542455701,0,0,0.00578885673735235,0,0
X601088.SH,0.0685947990960932,0,0,0,0,0,0,0.187852512715118,0,0,0,0,0,0,0.0722194720653263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169067825763008,0.164173710767723,0,0,0,-0.0782378327438187,0.232267424592302,0,0,0,0,0,0,0,0.0333167561476258,-0.113080491971921,0,-0.0668497250610011,0,0,0,0.0471948483330034,0,-0.0414600394480263,0.0568216985872049,0,0,0,0,0,0
X600028.SH,0.120373220947614,0,0,0,0,0,0,0.0213910526553484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584029354667316,0.0057751850819955,0,0,-0.0335908747816094,0,0,0,0,0,0,0,0.0396448998624441,0,0,0,0.105046505382542,0,0,0,0.108669715164123,0.0417551184820153,0,0,0,0,0,-4.33680868994202e-19,0,-0.00945560367634779,0,0,0,0,0.0128433969676414,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118593503222356,0,0,0.22254939911149,0,0,0,0,0,0.00466657497048296,0,0,0,0,0,-0.00569980806854041,0,0,0,0,0,0.043312379447079,0,0,0,0,0,0,0,0.0206282032601153,0,0,0,0,0,0,0.00360460860894717,0,0,0,0.0402427711956067,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125105385504112,0,0,0,0,0,0,0,0,0.100817231284904,0,0,0,0,0,0.457136884242304,0,0.0139281155682905,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.00340372248614759,0,0,0,0.00303913585467664,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.517234236833046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131445497666871,0,0,0,0,0,0,0,0,0,0,0,0.112278469649252,0,0,0,0.0808225410790434,0,0.204107333959457,0,0.280518437086189,0,-0.0305963298048342,0,0,0.025659799797653,-0.0342674428077032,-0.0129728054456654,0,0,0,-0.0456276652305995,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.278177435261269,-0.0495604365645699,0.285703635634682,0,0,0,0,0,-0.139920424367279,0,0,0,0,0,0,0,0.362337957806212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28855558809181,0.138579691432771,0,0,0,0,0,0,0,0,0,0,0.0077451407277691,0,0,0,-0.024560756174007,0,0
X600188.SH,0,0.294993258732708,0,0,0,0.146158649757329,-0.044460400571736,0,0,0,0.130668624835522,0,0,-0.017909079647604,0,0,0.0412784340331832,-4.33680868994202e-19,0,0.0357228714414009,0,0,0,0,0,0,0,0,0,0.0545233922303824,0,0,0,0,0.38945513586127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595812133139768,0,-0.0939084275036751,0.127020834683815,0,0,0,-0.0404797788058306,0,0
X600019.SH,0,0,0,0,0,0,0,0.0109303738661312,0,-0.0268137698642395,0.160291863676478,0,0,0,0,0,0,0,0,0.0332871108540092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428442231979276,0,0,0,0,0.131281332272987,0,0,0,0,0,0.484504834189752,0,0,0,0,0,0,-0.00447585994064544,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.225985619761343,0,0,0,0,0,0.160990485697389,0,0.218083345251709,0,0,0.0821244535363803,0,0,0.0819468093642111,0,0,0,0,0,0.0934363677336794,0,0.0660427701005937,0,0,0,0.131004667577641,0,0,0,0,0,0,0,0,0,0.101280940544971,0,0,0,0,0,0,0,0,0,0.0176258289110136,0,0,0,0,0,0,0
