,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600111.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600157.SH,X601158.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X600660.SH,X600008.SH,X600219.SH,X002470.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600578.SH,X600315.SH,X000629.SZ,X600098.SH,X600549.SH,X600021.SH,X600307.SH,X601699.SH,X000983.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.453158588776871,0,0,0,0,0,0,0.0118454356911272,0,0,0.25467515203808,0,0,0.141731587214255,0,0,0,0,0,0,0,0,0,0,0,0.0169328611932622,0,0,0.0708612075459748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473545956907989,0,0,0,0,0,0,0.00926533920908612,0,0,0,0,0,0
X600028.SH,0.340453884119396,0,0,3.46944695195361e-18,0,0,0,0,0.0717553921297635,0,0,0,0,0,0,0.340536717649697,0,0,0,0.0274863579303384,0,0,0,0,0,0,0,-0.06888934068813,0.0607855560515669,0,0,0,0,0,0,0,0.0448383231940155,0,0,0,0,0,0.0598873772124345,0,0,0,0,0,0,0,-0.0639079862010025,-0.00586038874333942,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.1673216679499,0,0,0,0,0,0,0.226145042658512,0,0,0.0431154027543547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.165248456767007,0,0,0,0,0,0,0,0.255813379917232,0,0,0,-0.00419663061646341,0,0,0,0,0,0
X600011.SH,0.0890051218156575,0,0,0,0,0.0161237579244621,0.225080195431787,0,0,0.146106344035231,0.10720034525935,0.228889380902826,0,0,0.0660242368561545,0,0.0552289789484934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732480992798779,0.0281658418740288,0,0,0,0,-0.0367221112898543,0,0,0,0,0,0,0.00876198185680301,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751246321917551,0.0923242577390964,0,0,0,0.101277037821926,0,0,0,0,0,0,0,0,0,0.0494809819200364,0,0,0.0513621121087842,0.0126062840110889,0,0,0.044074030422314,0,0,0,0,0,0.247970298459819,0,0,0,0.138502140280744,0,0,0,0,0.00414335607344241,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0603400082390727,0,0,0,0.0663498099464392,0.112955985308744,0,0,0,0,0,0,0.191837794714905,0.214949297663746,0,0,0,0,0,0,0.0899283655029862,0,-0.00665519141108992,-0.0136912357044334,0,0,0,0,0,0,0,0,0,0.0333039288324311,0,0,0,0,0,0,0.00943197407627774,0,0,0,0,0,0
X600010.SH,0,0,0,0.0555296953095532,0,0,0,0,0,0,0,0,0,0,0.0868122342326728,0,0,0,0,0,0,0,0,0.634782166523754,0,-0.0413434837484104,0,0,0,0.178453884614255,0,0,0,0,0,0,0,0.0665038305414987,0,0,0.261845779316376,0,0,0,-0.0979926146696674,0,0,0,0,0,0.05139775024483,-0.00448668056652082,0,0,0,0,0,0
X601898.SH,0,0,0.0249690275527364,0,0,0,0,0,0.0457972688124247,0.136144534173004,0,0,0,0,0,0,0,0.00961987441770731,0,0.0760336513109574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639867295821956,0.0362860911031575,0,0,0,0,0.0766685507939838,0,0,0,0,0,0.023005231285511,0.0641812585741854,0.377546516954759,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.378963100418335,0,0.0285280252870479,0,0.128082494053976,0,0,0,0,0.281363810094314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223760856092906,0,0,0,0.0525147452439299,-6.93889390390723e-18,0,0.126521897766468,0,0,0,0,0,0,0,0,0,-0.0106134634485064,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0193275016686668,0,0.258615916754555,0,0.0788167320285007,0,0,0,0,0,0.234379104199766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101911732525146,0.0572552861100955,0,0,0,0,0,0,0,0,0.19224451221,0,0,0,0,0,0.0304343340508508,-0.00763715198456222,0,0,0,0,0,0
