,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X300072.SZ,X600795.SH,X601992.SH,X600516.SH,X000898.SZ,X002460.SZ,X601991.SH,X600547.SH,X600176.SH,X600111.SH,X600886.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X002271.SZ,X000792.SZ,X000830.SZ,X000553.SZ,X600027.SH,X600808.SH,X600299.SH,X000408.SZ,X002110.SZ,X600219.SH,X000932.SZ,X601158.SH,X000959.SZ,X600426.SH,X600489.SH,X000983.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.418752951546786,0.00936089606479443,0,0,0,0,0,0,0,0,-0.00311937326081213,0.0782304643637566,0,0,0.208309017693011,0,0,0,0.00417893091020845,0,0,0,0.0147025208036563,0,0,0,0,0,0.0801455818268673,-0.0196576679297393,0,0,-0.00140875835357282,0,0,0,0,0,0,0,0.0200303893676734,0,0,0.0198975151914813,0,0,0,0,0,0,0.0366462946706831,0,0,0,0,0
X600028.SH,0.518746964445282,0,0.154066452689582,0,0,0,0,0,0,0,0,0,0,0,0.0234323345455943,0,0,0,0,0,0,0,0.245611705780257,0.00851205056073779,0,0,0,0,0,-0.0759425725262676,0.00416444573285838,0,0,0,0,0,0,0,0,0,0,-0.11946198805411,0,0,0,0,0,0,0,-0.0175935422144016,0.0124199998343618,0,0,0,0,0,0
X601088.SH,0,0,0,0.434924324697719,0.135424557221969,0,0,0,0,0,0,-0.00622733481788265,0,0,0,0,0,-0.032696787445348,0,0,0,0,0.0604794764862374,0,0,0,0,0,0,0,0.0442101902172824,0,-0.05361647582586,0.0552669480225684,0,0,0,0,0,0,0,0,0,0,0,0,0.0819441174694915,0,0,-0.0231884986749015,0.0286428343585276,0,0,0,0,0,0
X600019.SH,0,0,0.0331122141015861,0,0.0426741676043386,0,0,0,0,0,0,0,0,0.208782068874265,0,0,0,0,0,0.644323478071706,-0.134385176014883,0,0,0.0852325110748484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127242412847805,0,0,0,0,0,0,0,-0.0167444328456423,0.0288116756394307,0.0995199833672717,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.253596757902995,0,0.0194679755834494,0,0.132280997318175,0,0,0,-0.0104312404341296,0,0,0.0177961180999862,0,0,0.172818548505935,0,0,0.248325648278439,0,0,0,0.0261923441925643,0,-0.281768047248238,-0.116007951889406,0.1310032514575,0,0,0,0,0,0,0.10610205719241,0,0,0,0,0,0,0,0,0.0103096828192641,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.135206925789959,0,0,0,0,0,0,0,0,-0.209489455034072,0,-0.288206670634897,0,-0.228214145042458,-0.215138679505756,0,0,0,0,0,0,0,0,0,0,0.651506428357495,0.0290883362261347,0,-0.0613002675368965,-0.0843811790506069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905036746931333,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.024799207222762,0,0,0,0,0,0,0.113474234274541,0,-0.0266111937218745,0,0,0,0,0,0,0,0,0,0.0608299786570033,0,0,0,0,0.0142600093635015,0.225427611073915,0,3.46944695195361e-18,0,0,0,0,0.0358759917326102,0,0.0488656590525564,0,0,0.221741232846487,0,0,0.0294965341275733,-0.0252958557320018,0,0,0,0,0,0
X600309.SH,0,0,0,0.0506627977885748,0,0,0,0,0.0443419219380171,0,0,0,0,0,-0.061854634116228,0,0,0,0,0,0,0,0,0,0,0,0.0859741396692283,0,-0.00580551795843236,0,0,0,0,0.0222654973081252,-0.0293595689108442,0,0,0,-0.0405017732732467,-0.103443416858574,0,0,0,0,0,0,0,0,0,-0.0504091821855149,0.0722298045489453,0.023568535792313,0,0,0,0,0
X600011.SH,0,0.0950598975865396,0,-0.158950680504187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337458934812181,0,0,0,0.255400650482736,0,0,0,0.0150912238831203,0,0,0,0,0,0,0.0341457946389337,0.0262358250740697,0.116160687164259,0.115572295857142,0,0,-0.0122303140883423,0,0,-0.0197940526924145,0,0,0,0,0,0,0,-0.00487150801737907,0,0,0.00722471329816669,0,0,0,0
X600188.SH,0,0,0.0473886284343828,0,0.0174654789208611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165869476339181,0,0.154185338638655,0,-0.0580689940422372,0,0.191827093851315,0,0,0,0.512313144479768,0,0,0.0355081844875458,0,0,0,0,0.0336647483374249,0,0,0,0,0,0,0,0,0,0,0.00548419067036656,0,0,0,0,0,0,0
