,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X601600.SH,X600188.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000708.SZ,X000807.SZ,X000301.SZ,X600027.SH,X000786.SZ,X002466.SZ,X601991.SH,X000408.SZ,X600219.SH,X002128.SZ,X600426.SH,X600176.SH,X000983.SZ,X600096.SH,X000630.SZ,X601168.SH,X000933.SZ,X002353.SZ,X601699.SH,X600985.SH,X000877.SZ,X600378.SH,X600157.SH,X600352.SH,X600299.SH,X000883.SZ,X600995.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19490326041337,0.339295503541687,0,0,0,0,0,0,0,0,0,0,0,0.034008019418874,0,0,0,0,-0.000531125547641073,0,0,0,0.0318654989908165,0,0,0,0,0,0.0423257925609194,0,0,0,0,0,0,0,0,0,0,0.0968834827524419,0,0,0,0,0,0,0,-0.0265320371711172,0,0,0.0175589251894174,0.00499373369024161,0,0,0,0,0,0
X601088.SH,0,0,0.15205241612811,0,0,0.387397217965804,0,0,0,0,0,0,0,0,0,-0.0807165843510384,0,0,0,0,0,0,0,0,0.0413909697380548,0.0300350501800203,0.00477622050139712,0,0.171509113282969,0,0.107320794657788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158258225405128,-0.0163090647629487,0,0,0,0,0,0
X600028.SH,0.292999512264696,0.164645919426321,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184427909008859,0,0,0,0.0103164111513057,0,0,0,0.0898938276857814,0,0,0,0,0,0,0,0,0,0,0,0.0108172208124004,0.213612964704672,0,0,0,0,0,0,0,0,-0.0256090854708068,0.0122885018682695,-0.000935872137627723,0,0,0,-0.0815421969583407,0,0
X600309.SH,0,-0.0205942011066274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157926342229071,0.0213233768652014,0,0,0.16828035429107,0,0.0238757891757222,0,0,0,0.0571515558080761,0,0,0,0,0,0,0,0.00975896593233913,0,0,0,0,0,0.0994605495202296,0,0.00625536469772513,0,0.03349513780941,0,0,0,-0.0789472196338934,-0.0145759713464761,0.0034325650264113,0,0,0,-0.0443169352900704,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.205362297744514,0,0,0,0,0.0625808316980193,0,0.096433600100058,0,0,0,0,0,0,0,-0.0168504119272775,0,0,0,0,0.0162422750122455,0,0,0,0,0,0,-0.0139373974704705,0.106461903573653,0.115599221489342,0,0,0,0,0,0,0,0,0,0,-0.0109875883403253,0.00845995316758198,0,0.086776008025441,0,0,0,0
X601898.SH,0,0.321510455925425,0,0,0,0,0.20246078417621,0,0.448370200953344,0,0.0492688779478281,-6.93889390390723e-18,0,0,0,0,0,0,-0.0590591334739834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.111043392739947,-0.0174135774517436,0,0,0,0,-0.0366700041233202,0,0,0,0,0,0.058993603587159,0.0138014812841919,-0.0174612547337179,0,0,0,-0.0314427209670544,0,0
X600019.SH,0,0.0244862687197366,0,0,0,0.13495887018363,0,0.171468989003959,0,0,0,0.271753740864091,0,0,-0.016931916710369,0,0,0,0,0,0,0.0725108948328723,0,0,0,0,0,0,0,-0.0781992955728621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507087725515379,0,0,0.0088783943025677,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031949136026342,0,0,0.672605560466199,-0.198712759452815,0,0,0.0141520219442019,0,0.291746595989558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238405050252872,0,0.062537865472541,0,0,0,-0.0849897518473641,0,0.00612667356820302,0,0,0,-0.742169678609509,0,0
X600188.SH,0,0,0,0.0349610104934105,0,0.104819421032776,0,0,0,0,0,0,1.73472347597681e-18,0.00279123804539786,0,0.0284689696050161,0.144989845083716,0,0,0,0,0,0,0,0,0.109983375097881,0,0,0,0,0,0,0,0,0,0,0,0.13942338021306,0.0146359593180634,0,0.0238146424621959,0.112830587188543,0.0310297829551729,0,0.0612786566010758,0,0,0,0,0,0,0,-0.00183629050929468,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0446148532626979,0,0,0,0,0,0,0,0.175710949876654,0,0,-0.359670639705333,0,0,0,0,0,0.0289660909514776,0,0.0823787278396536,0,0,0,0,0,0,0,0,0,0,0,0.135935241896139,0.288324508449799,-6.93889390390723e-18,-0.0674107447519169,0,0,0,0,0,0,0.00272298678056227,0,0,0.0550298276065862,0,0,0,0
X600547.SH,0,0,0,0,0,0.0755724468473069,0,0.0411560595316931,0,0,0,0,0,0,0,0,0,0,0,0,0.473616220687551,-0.123088940889785,0,0,0,0,0,0.0369713868272262,-0.0232773628272792,-0.0267799233560461,0,0,0,0,0,0,0,0,0,0.0259679827854648,0,0,-0.00968058750556285,0,0,0,0,0,0,0,0,0.00598392130733148,0.000138510991885643,0,0.0439251000084051,0,0,0,0
