,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000883.SZ,X000709.SZ,X600021.SH,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600098.SH,X600863.SH,X600307.SH,X600623.SH,X600547.SH,X600022.SH,X002353.SZ,X000629.SZ,X300072.SZ,X000060.SZ,X600578.SH,X600808.SH,X601918.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.79400000283762,0.12632841574993,0,0,0,0,0,0,0,0,0.0195759094669435,0,0,0,0,0,0,0,0,-0.12361885170609,0,-0.0102850716980186,0,0,0,0,0,-0.00370194858936735,0,0.031331707012891,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033279465195242,0.0361728548760853,0,0,-0.0200588179870625,-0.0114394180933129,0.0929038174843107,0,0,0,0,0
X600028.SH,0.291820035730787,0,0.0796199375612521,0,0,0.18674832066632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148386032711001,0,0,0,0,0,0,0,0.0504911166255116,0,0,0.0799213228698349,0,0,0,0,0.0117006190076334,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0845899741247831,0,0,-0.0460969981878716,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.216971395227118,0,0.043092702226577,0,0,0,0.0679559204545677,0.025672033472657,0,0,0,0,0,0,0.0311312249411466,0,0.0787600543597383,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.118053537399336,0.088197447153679,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0919556711340635,0,0,0,0,0,0,0,0.458161157827029,0,0,0,0,0,0,0.0668107225843615,0,0,0.285487780940452,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227845475147407,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.154748470248419,0,0,0,0.0518881151449539,0,0,0,0,0,0.258339230038769,0,0,0.0669150471098755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408035135468996,0.179805693584004,0,0.0188323698576399,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.000744145113493721,0,0.0682916153871134,0,0,0,0,0,0,0,0,0.0554511427688829,0,0,0.126307124682948,2.77555756156289e-17,0,0,0,0,0,0.401828125103652,0,0,0,0,0,0.139186653328203,0,0,0.00411646717060691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00644834656443459,0,0,0,0,0,0
X600019.SH,0,0,0.245821009420016,0.0918178051397934,0,0,0,0.14948910802539,0,0,0,0.0650107815945506,0,0,0,0,0.0445433464107917,0,0.0652251165503674,0,0,0.0561655924432235,0,0,0,0,0,0,0,0,0,0,0.00613477448796663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388052291519518,-2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.10205983540342,0,0,0,0,0.484394915176432,0,0.0971871222801661,0,0,0,0,0,0,0,0.317256876678524,0,0,0,-3.46944695195361e-18,0,0,0,0.0210312203477196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14964723735685,0,0,-0.0680368335224673,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.000281067338413907,0,0,0,0.028043805659325,0,0,0.146789577039313,0,0,0,0,0,0.0609531933165229,0,0,0,0.175249028549708,0.105251077503688,0,0,0,0,0,0.00710245803835963,0,0,0,0,0.0426179724101413,0,0.103272258241657,0,0.0101969344975314,0,0,0,0,0,0,0.198203659954076,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.251083910593685,0,0,0,0,0,0,0,0,0,0,0,0.0543657868369847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209851621714524,0,0,0,0,0,-4.33680868994202e-19,0.0519136661944461,0,0,0.185933999964463,0,0.00489562764673243,0,0,0,0,0,0,0
