,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600111.SH,X600362.SH,X600157.SH,X600027.SH,X600489.SH,X600886.SH,X601992.SH,X002466.SZ,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000898.SZ,X000983.SZ,X000539.SZ,X000060.SZ,X002407.SZ,X000027.SZ,X002460.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X600176.SH,X600612.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0342611937795018,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.0162560250921219,0,0,0,0,0,0,0,0.0170064284409134,0,0,0.0570073109361042,0,0,-0.00511707098241729,0,0,0.184630816688003,0,0,-0.0231925837254387,0,0,0,0,0,0,0,-0.0372144031085625,0,0,0,0,0,0,0,0,0,0.0371793811714445,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.187230997022292,-0.00736607137213895,0.0146568915918133,0,0,0,0,0,-0.043876466567664,0,0,0,0,0,0.018401547277988,0,0,0.0773452707031349,0,0,0,0,0,0,0,0,-0.0912094598926692,0.0294620433470186,0,0,0,0,0,0,0,0.0194968852511044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.137344170764661,0,-0.00523023380636855,0.000216826241686677,0,0,0,0,0,0,0,-0.0285612163426802,0,0,0,0.0267929597216233,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0201035925740277,0.101740699879424,0,0.101486618802761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344948421122202,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.107027245408213,0,0.0407876098015718,-0.0444516222914363,0,0,0,0,0.0203847224823681,0,0,0,0,0,0,0.00160417146958889,0,0.0364635321243165,0,0,0,0,0.00592890008350246,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0.2692724214385,0,4.33680868994202e-19,0,0,0.048312360871678,0,0,0,0,-0.0173046955631142,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00626307626560479,0,0,0,0,0.435215596790423,0,0,0,0,0,0,0,0.000633057049586066,0,0,0,0,0,0,0.00621009064853873,0,0,0,0,0.198092857180442,0,0,0,0,0,0.0154017990601171,0,0,0.0189163169720789,0,0.0656459875840684,0,0,0,-0.0224427001245615,0,-0.0216816017863468,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0541974705819677,0,0,0,0,0,0,0,0,0,0.00748017250364644,-0.034127752605595,0,0,0,0,0,0,0.0326943207537399,0,0,0,0,0,0.0687598689069475,0,0.113535554553017,0,0,0,0.00924431986333048,0,0.175741715638796,0,0,0,-0.088543650705328,0,0,0,0,0,0,0,0,0.0265658696152889,0,0.023606809593722,0.0713311637738047,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.069742356078426,0.0490588438670653,0,0,0,0.145299521579338,0,0.0842480821051985,0,0,0,0,-0.182578158910305,0,0.0902665458821917,0,0,0,0,0.0699187252626945,0,0,0,0,0.0840086666313846,0,0,0,0,0,0,0,0,0.268590458003484,0,0,0,-0.126552841378976,0,0,0,0,-0.0594676860881722,0,0.03439943161233,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0104747053111728,0,0.160773121839978,0,0,0,0,0,0,0,0,0,0,0,0.0693935792556105,0,0,0,0.0637648479976132,0.0236354583215168,0.0349817051745352,0,0,0,0,0,0,0,0.161500436320802,0,0.0958441571532007,0,0,0.0536941377666912,0,0,0.061063879844892,0,0,0,0,0,-0.0407563761126439,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0458882959212608,0,0,0,0,0,0,0,0,0,0,0.0405512749799297,0.00118360154857646,0.0542948535375965,0.139510703155663,0,0,0.143281082255728,0.044648999783555,0.207933263028524,0,0.085146757785354,0,0,0,0,0,0,0,0,0,0,0,0.0241496828724196,0,0.00651815113058412,0.0821489710466054,0,0,0,0,0,0.0150631459938385,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.112030130468783,0,0,0,-0.0587045622096332,0,0,0,0.957815516434616,0,0,0.0237981400756918,0.0320238750280327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525835677059274,0,0,0,0,0,-0.174530531032137,0,0.19346686978829,0.203774614505703,0,0,0.0836996529057151,0,0,0,0,0,0
