,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X002466.SZ,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600219.SH,X600176.SH,X600011.SH,X600886.SH,X000723.SZ,X000786.SZ,X000932.SZ,X000825.SZ,X000408.SZ,X000959.SZ,X600803.SH,X601991.SH,X600795.SH,X000898.SZ,X600399.SH,X000807.SZ,X002080.SZ,X300037.SZ,X600352.SH,X000831.SZ,X601699.SH,X600486.SH,X002409.SZ,X600808.SH,X600489.SH,X000027.SZ,X600516.SH,X002353.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.035336117044494,0,0,0,0,0.00121956573384995,0,0,0,0,0.022699480944271,0,0,0,0.0586108958390746,0,0,0.0298096271787714,0,0,0,0,0.0359041631671322,-0.0451771043516555,0,0,0,0,0,0,0,0,0,0.0330899388529848,0,0,0,0,0.032618633724269,0,0.0569832521312732,0,0,-0.0341734907605261,0,0,0,0,0,0,0
X600028.SH,0.186413783769891,0,0,0,-0.0555174651942516,0,0,0,0,0,0,0,0.0501586738644631,0.0640866883884,0,0,0,0,0.0135711176712328,0,0,0,0,0,0,0,0,0,0,0,0,-0.00777769754955788,0,0,0,-0.0285376222688775,0.0546737617920197,0,0,0,0,0.0105043076444429,0,-0.00415135597406893,0,0,0,0,0,0,0,-0.0165606920338523,0.0518017967098033,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.11980430357939,0.104945198550168,0,0,0.0510931872825336,0,0,0,0,0,0,0.136513778179797,0,0,0,0,0,0.027610525148605,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0741274629845104,0,0,0.000207593699701632,0,0,0,0,0.0512832481892795,0,0,0.0246969887368701,-0.0184363583830902,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0129998915993061,0.0563444133221365,0,0,0,0,0,0,0,0,0,0.0180421222313994,0.0330645473309331,0,0.201700999332365,0,0,0,0,0,0.037152099909812,0.0315475380098303,0.145066046062554,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0582727295058721,0,0,0,0,0,0.0251595896282268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.207054511342832,0,0,0,0,0.0865192973114005,0,0,0,0,0,0,0,0,0,0,0,0.00965279637700901,0,0.0876147505177644,0,0,0,0,0,0,0,0,0.39917703400281,0,0.213279986199387,0,0.0220781736572754,0.0835773113665523,0,0,0,0,0.0322568041257037,0,0,-0.109337913404197,0,0.103906877331363,-0.0706355831001055,0,0,0,0,0,0
X600585.SH,0.00350897747180075,0,0,0,0,0,0,0,-0.0488846436512938,0,0,0,0,0.0740109581564157,0.0850111088551479,0,0,0,0,0,0,0,0.140952288205683,0,0,0.00999775158520592,0.186787848046346,0,0,0.00334991137148602,0,0,0,0,-0.0732091077853397,-0.0277811136380158,1.73472347597681e-18,0,0.0344806652797255,0,0,0,0,-0.0517482863765013,0,0,0,0,0,0,0,-0.0149553896480869,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084080525734233,0,0,-0.0470131671358316,0,0,0,0,0,0,0,0,0,0.017411746228364,0.0105335275007627,-0.0330049237236364,0.0568988756495881,0,0,0,0.347717800798031,0,0,0,-0.0740953111221752,0,0,0,0,-0.0706844669646833,0.118841842793692,0,0,0,0,0,0,-0.011494529144024,0,0,0,0,-0.163931244415644,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0505200890876833,0,0,0.011624592539333,0,0,0.322259297925712,0,0,0,0,-0.0504750188546575,0,0,-0.1397732770654,0,0,0,0.0355851877434581,0,0,0,0,0,0,-0.204094472826797,0,0,0,0,-0.0151420585055465,0,0,0,0,0,0,0,0,0,0.145271704755019,0.0302578664903118,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.112009946028606,0,0,0,0,0.375708362135205,0,0,-0.139118593293471,0,0.225181498154798,0.437802648572364,0,0,0,0,0,0,0.0705820467956935,0,0,0.0120682574874945,0,0,0.0119836177304127,0.251052429572307,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00287771788936633,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.191258932815383,0,0,0,0,0,0,0,0,0,0.243044802382817,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227333801695497,0,0,0.296865897981968,0,0.232393506620332,0,0,0,0,0,0.152285383482132,0,-0.147005458100507,0,0,0.0247679908863633,0.0282483624272635,0,0,0,0,0,0
X002271.SZ,0,0,0.281308689175543,0,0,0,0,0,0,0,0,0.132480910312286,0,0,0,0,0,0,-0.139721780896415,0,0,0,0.090127359099931,0,0.0135541428772303,0,0,0,0,0.0616006617879,0.172876535765384,0,0,0,0,0.069373902958991,0,0,0,0,0.0359627387298304,-0.00158540062221015,0.0339329393333083,0,0,0,0,0,0,-0.0722101973025753,0,0.0679514750002818,-0.10151315288297,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0869449646548943,0,0,0,0,-0.010866478804101,0.0911715557566495,0,0.108571489773436,0,0,0,-0.0563034931195927,0,0,0,0,0,0.020356369170939,0,0,0,0.135102994992697,0,0,0.0628582129522456,0,0,0,0,0,0,0,0,0.193803777255612,0,0,-1.73472347597681e-18,0,-0.0517489310723868,0,0,0,-0.00559434641478937,0,0,0,-0.0285946142967627,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.350071035807422,0,0.0275050846416039,-0.147970842553994,0,0.0243503088229579,0,0.0684841371816629,0,0,-0.0131305668020389,0,0,0,0.114641406270713,0,0,0,0,0,0.0902735529987955,0.174235196570715,0,0,0,0,0,0,0,0.0472801171406042,0,0,-0.0147304360135965,0,0,0,0,-0.0130241673851843,-0.00858456975128317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.133929108256116,0.215754288503221,0,0,0,0,0,0,0,0.215275411847785,0,0.218413361425447,0,0,0,0,0,0,0,0,0.209725261472098,0,0,0,0,0.158991274805995,0.117864748120322,0,0,0.118084667428667,0,0,0.0752392859936413,0,0,0.272860436017149,0.0650252103747175,0,0,0,0.171109635954199,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.432092025531008,0,0.00728129373892553,0.329364611443736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346042128341605,0,0,0,0,0.0698969510483308,0,0,0,0.0270910578322872,0,0,0.0677026554954714,0,0,0,0,0,0,0.112826094372414,0.087679818727232,0,0.0312188311787815,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.159719337281699,-0.0408353392376734,0,0.0279267105749656,0.105770689538826,-0.0280788695879679,0,0,0,0,0,0,0.0248722913802702,0,0,0,0,0.00608167777390573,0.0603364269052739,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.569081197139651,0,-0.0207830891600383,0,0,0.0260648573995541,0,0,0.0792761066976859,0,0,0,0.102403789729741,0.060583226921991,0,0.0912035596985181,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.155429748852617,0,0,0,-0.234270211409091,0,0,0,0,0,0,0,0,0.0668484467273123,0,0,0,0,0.0820329146520732,0,0,0,-0.000536284768546388,0,0,0,0,0,0.0738865553684811,0,0,-0.127050975751749,0,0.100127034216184,0.362136201766878,0,-0.162136986283222,0.172251828512347,0,0,0,0.0608783404816947,0,0,0.00656036126119425,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.161355257569194,0,0,0,0,0,0,0,0,0,0,0,0.128767844705605,0.158055902344687,0,0,0,0,-0.00066842798750467,0,0.247973268225761,0.00783141857433073,0,0,0,0,0,0,0.031000377790513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473953262603884,-0.0131149262047863,0,0,0,0,0,0
X600188.SH,0,0,0,0.316993101657577,0,-0.052532635325696,0,0,0,0,-0.0633864240787245,0,0,0,0,0,0.219055237152942,0,0,0.0265642407206646,0,0.250487702641922,0,0,0,0,0,0,0.394609086137923,0,0,0,0,0,-6.93889390390723e-18,0.0425504467832051,0,0,-0.0406315814150994,0,0,0.310862819110665,-0.151474776095778,0,0,0,0,0,0.0250979556513337,0,0,0.0878062611657098,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.209316043347914,0,0,0,0,0,0,0,0,0.0885507741060264,0,0,0,0,-0.0288465786105325,0,0,0,0,0,-0.125646825991406,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0832880936021712,0,0,0.0118376818355754,0,0.0857322821474906,0.0425747466002204,0,0.271110341260824,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0.142167755504921,0,0,0,0,0,0,-0.13265179148391,0.0249972266987019,0,0,0,0,0,0,0.236605110767622,0,0,0,0,0,0,0,0,0.180018578361883,0,0,0,0,0,0,0,0,0.173136565915589,0,0,0,0,-0.0332413384896651,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0603728446588289,0,0,0,-0.230677163358019,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0733489949330645,-0.0156407522849923,0,0,0.0944800931010321,0.377356563575848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084947259013054,0,0,0,0,0,0,0.13582348315843,0,0,0,0,0,0,0.00284738980124515,0,-0.0839148857006154,0,0,0,0,0,0,-0.0403944168471959,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0.0107834903308885,0,0.0757337468501079,0,0,0,0,0,0,0,0,0,0,0,0,0.108538093946814,0,1.73472347597681e-18,-0.0373065835146626,0.114686928397881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114823703205992,0,0,0,-0.0378470547928716,0,0,-0.0305204522428246,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0579536467610525,0,0,0,0,0.0641389178282899,0,0,-0.043060891127603,0,0,0,0.00582882612557067,0,0,0,0.0231160832356716,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0525572757315107,0,0,0,0,-0.0343387858178359,0,-0.0217795597946955,0,0,0.0520043181992821,0.0868534346850404,0,0.0974540235805526,0,0,-0.00620900819055243,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0755841226950252,0,0,-0.0161819420631514,0.170686551861974,0,0,0,0,0,0,0,0.0971143709157345,0,0.0445860048767482,0,0.408750114443542,0,0,-0.281933637830496,0,0,0,0,0,0,0,0,0.00635079047052593,0,0,0,-0.0976556512707668,0,0,0,0,0,0,0,0,-0.0841988337608923,0,0,0,0,0,0,0,0,0,0,0
