,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X300072.SZ,X600795.SH,X601992.SH,X002460.SZ,X600516.SH,X000898.SZ,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600176.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X000792.SZ,X000553.SZ,X600027.SH,X002271.SZ,X000830.SZ,X600299.SH,X000408.SZ,X600808.SH,X002110.SZ,X600219.SH,X000932.SZ,X601158.SH,X000959.SZ,X600489.SH,X000883.SZ,X600426.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.416468694154351,0,0,0,0,0,0,0,0,0,-0.00451707047222746,0.0706180513425679,0,0,0.20548564491635,0,0,0,0,0.00939253180085484,0,0,0,0,0.0182183436563088,0,0,0,0.0778178531935854,-0.0123491067027134,0,0,0,0,0,0,0,0,0,0,0.0156799685305542,0,0,0,0,0.0189281235356732,0,0,0,2.16840434497101e-19,0.0464755425121708,0,0,0,0,0
X600028.SH,0.627990903638395,0,0.0878858207934325,0,0,0,0,0,0,0,0,0,0,0,0.0849367455488187,0,0,0,0,0,0,0,0.257759300527317,0,0,0.0283221399889891,0.0449632286390835,0,0,-0.000178739453270793,0,0,0,0,0,-0.0328159940582443,0,0,0,0.0085334756823928,0,-0.16000688239453,0,0,0,0,0,0,0,-0.0134206769214066,0.00824366081048563,0,0,0,0,0,0
X601088.SH,0,0,0,0.396774402219678,0.174229778816094,0,0,0,0,0,0,-0.015242898623918,0,0,0,0,0,-0.0211884469485164,0,0,0,0,0.0394592876177396,0,0,0,0,0,0,0,0.105746258443171,-0.0569129472129434,-0.041135340392582,0,0,0.0714382213528695,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105062010176809,0.0124163397092197,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.126857622794828,0,0,0,0,0.0297485136553751,-0.0955188259482649,0,0,0.183642341441737,-0.0189117487338801,0,0,0,-0.127067667132254,0,0.704156719695581,0,0,0,0,0.0228512678298001,0,0,0,0,0,-0.00460686219158699,0,0,0,0,0,0,0,0,0,0.0965184904356595,0,0,0,0,0,0,0,0,0.00664797335701357,0.09621464509245,0,0,0,0,0
X600585.SH,0,0,0.0527648951746551,0,0,0,0,0,0,0.282911334877261,0,0,0,0.0793660967587782,0,-0.168448934359637,0,0,0,0,0,0,0,0,0,0.143207682959885,0.357406499605349,0,0,0,0.0963352837960045,-0.182659617060596,0,0,0,-0.0209500426212804,0,0,0,0,0,0.0684555199191202,0,0,0,0,0,0,0,-0.0260908320851495,0.0308433567317839,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0608400865311698,0,0,0,0,0,0,0,0,0.0391569850723783,-0.051201406022419,0,0,0,0,0,0,0,0,0.0791108001635241,0,0,0,0.213837935497702,0.273168358036498,-0.019437821377724,0,0,0,0,0,0,0,0,0.159180757019505,0,0,0,0,0,0.0376205587753644,-0.0458339284426867,0,0,0,0,0,0
X600309.SH,0,0,0.095077173528636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546827876305894,0,-0.0210889612668609,0,0,0,-0.0165309260362893,0,0,0,0,-0.0302946797884802,0,-0.0987631695874285,0,0,0,0,0,0,0,0,0,-0.0556947410190014,0.0782526653045476,0.0292202795412914,0,0,0,0,0
X600011.SH,0,0,0,-0.166679551510382,0,0,0,0,0,0,0.059311047436888,0,0,0,0,0,0,0,0,0.0310352481768491,0,0.0141573356725612,0.045293316373033,0,0,0,0,0,0,0,0,0.0324139320129667,0.157176083389506,0.217378879316077,0,0.0475054213480404,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254270405696046,0.034062160373706,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107788620925184,0,-0.0339098547049833,0,0,0,0,0,0,0,0,0,0,0,0,0.0620879417636974,0,0,0,0.108923324408032,0,0,-0.277281360297408,0,0.00303748457889761,0,0,0,0,0,0,0,0,0,0.085833225323179,-0.224733831342364,-0.136654993699124,0,0,0,0,0
X600188.SH,0,0,0.181628889821361,0,0.151725833141124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099934244894704,0,0,0,0.0777013201200023,0,0,0,0,0,0,0,0.421465638865211,0,0,0,0,0.124212365966629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594477330782502,0,0,0,0,0,0,0
