,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X000792.SZ,X002460.SZ,X000786.SZ,X000709.SZ,X000553.SZ,X600352.SH,X600157.SH,X600027.SH,X002271.SZ,X000408.SZ,X600339.SH,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X600299.SH,X000983.SZ,X000959.SZ,X002092.SZ,X601158.SH,X002110.SZ,X000883.SZ,X600426.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.472191520290908,0,0.00911629103473407,0.0108404920434729,0,0,0,0,0,0,0,0.0384019816992383,0.0670421191711207,0,0,-0.0170399481013764,0,0,0,0,0,0,0,0.0583336808883667,0,0,0,-0.0455913930857272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00514333946217155,0,0,0,0,0.0168678770712388,-0.0143957768964377,0,0,0,0,0,0
X600028.SH,0.347022486925956,0,0.0472992038314951,0,0,0,0,0,0,0,0.232960792255384,0,0.166516070824161,0,0,0,0,0,0.0589062209510009,0,0,0,-0.0141772159899445,0,0,0,0,0,0,-0.0714380675518141,0,0,0,0,0,0,0,0,-0.234501676959914,0,0,0,0,0,0,0,0,0,0,0,0.00272670949464615,-0.0820123433810078,0,0,0,0,0
X601088.SH,0,0,0,0.167039889610433,0.172108688895364,0,0,0,0,0.204466108874409,0,0,-0.0475405082569071,0,-0.113882309537474,0,0,0,0.0691840299002584,0,0,0,0,0,-0.0600588132737441,0,0.0507014975277147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417504886193248,0.00872377081623181,0.215954616835847,0,0,0,0,0
X600019.SH,0,0,0.149601487809377,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.159992899273393,0,0,0,0,0,0,0,0,0.625912625961888,0.172059049692804,0,0,-0.108595656039227,0,0,0,0,0,0,0.0952103932477514,0,0,0.0546136120131472,0,0,0,0,0,0,0,0,0.0615151585028164,0,-0.0643503830020673,0,0,0.0151843260562252,0,0.13165052587068,0,0,0,0,0
X600585.SH,0,0,0.108547884216125,0,0,0,0,0,0,0.191011435932078,0,0,0.321533973089686,0,0,0,0,0.0562603883078232,0,0,0,0,0,0,-0.311460120863481,0,0.299113078418187,0,0.259997977722481,0,0,0,0,0,0,0,0.0322940534907525,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420217908133758,0.050381226747774,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0489318447509517,0,0,0,0,0.0156856314234344,0,0,0,-0.0354476513393353,0,0,0,0,0,0,0.20312989550736,0.0402488339388868,0,0.04819360637669,0.0439922798742813,0,0,0,0.0288632350724698,0,0,0,0,0,0,0.222855910441296,0,0.12115392593745,0,0.0160116533585271,0,0,0,0,0.00821702219865827,0.016550797341153,0,0,0,0,0,0
X600309.SH,0,-0.0544606817741982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101148761068605,0,0.102193140678229,0,0,0,0.00124586316668534,0,0.0856506349234201,0,-0.164045677929872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140583775671792,0,-0.0457629851207375,0,0,0.0745669502178378,0,-0.0476172797289056,0.0891132807571141,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0695865446800286,0,0,0.0215873440476881,0,0,0,0,0,0,0,0,0.0157170858076534,0,0,0,-0.0898930620083204,0,-0.0233770091172946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563255028533547,0,0,0.0232952275855037,0,-9.54453711818843e-05,0.00158767927841606,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0831317565937645,0,0,0,0.0383590391302445,0,0,0,0,0.0309081330655259,0,0,0,0,0,0.0310987771079005,0,0,0,0,-0.0361678183087601,0,0,0,0,0.0182733606316632,0,0.136777197569192,0,0,0.0125328410224207,0.0484101364858632,0,0.0810186792819305,0,0,0,0,0.0589971155653864,0,0.0088554885342533,0,0,0,0,0,0,0
X600188.SH,0,-0.141772666979958,0,0,0.265032313558541,0,0.0893335310396831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664442074731532,0.137620711442683,0.0309384278875944,0,0,0,0,0,0,0.109618324410414,0,0,0.3500146226802,0,0,0.00866197922274937,0,0,0,0,0.0550880568080118,0,0.0386802844131128,0,0,0.0231716212187844,-0.0256308913721289,0,0,0,0,0,0
