,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X000708.SZ,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X000786.SZ,X600176.SH,X002466.SZ,X600426.SH,X600362.SH,X000301.SZ,X600011.SH,X600111.SH,X600886.SH,X601600.SH,X600010.SH,X601898.SH,X600486.SH,X002353.SZ,X600352.SH,X600803.SH,X600219.SH,X600188.SH,X601991.SH,X600795.SH,X600801.SH,X600688.SH,X600489.SH,X002080.SZ,X600299.SH,X600315.SH,X300037.SZ,X000723.SZ,X600027.SH,X000932.SZ,X600399.SH,X601168.SH,X600157.SH,X601992.SH,X002409.SZ,X000027.SZ,X000898.SZ,X000807.SZ,X000902.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0387627602211666,-0.019749294498019,-0.0122510528714373,0,0,0,-0.0129442509756638,0,0.052347872999761,0.0161740092944323,0.00900026315389135,0,0,0,0,0,0,0,0,0,0,0.0680969834246412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579635345395155,0,0,0,0,0,0,0,0,-0.00154932971516697,0,0,0,0,0.00329007296913138,0,0
X600028.SH,0,0,0,0,0,0.0250078727805754,-0.00226603670201192,0,-0.0467162747343494,0,0,0,0,-0.0107076153328288,0.0789276087383596,0,0,0,0,0,0,0,0,0,-0.0051232589915223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361759210806379,0,0,0,0,0,0,0,0,0.198466156679677,0,-0.0169294379641141,0,0,-0.00975471966491012,0,0,0,0.00350285484784881,0,0
X600309.SH,0,0,0,0,0,0,0.050295257652841,0,0,0.0647471966865832,0,0,0,0,0,0,0.0831198099418288,0,0,0,0,0,0,0.203442598010676,0,0,0,0,0,-0.0504716666939659,0,0,0,0,0.116106384748253,0,0.0502095732892578,0,0,0,0,0.0783361486326179,0,0,0,0,0,0,0,0,0,-0.00269815528863224,0.0332084358823682,0,0,0,-0.00163517328173233,0,0
X601088.SH,0,0,0,0,0,0,-0.0129267179994807,0,0.0645408212585643,0,0,0,0,0.0224959180686176,-0.0395790819746318,0.0192302291984455,0,0,0,0,0,0,0.151488508310197,0,0,0,0,0,0.46374446185428,0,0,0,0,0,0,0,0,-0.0736091015671948,0,0,0,-0.112216643590486,0.0847217083521047,0,0,0,0,0,0,0,0,0.0266498061036367,0,0,0,0,-0.0287504914851919,0,0
X600585.SH,0,0,0,0,0,0,0.0158015077215966,-0.00881310278479853,0,0,0,-0.103692657775196,-0.00725321458213392,0,0,0.0759634467431462,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783778215908844,0,0,0,4.33680868994202e-19,0.0514086417045459,0,0,0,0,0,0,0,0,0.0113026529492845,0,0,0,0,-0.00248057715081256,0,0
X000708.SZ,0,0,0,0,0,0,0,0.121207897719711,0,0,0,0,0,0,0.183301496870107,0.0408684046483092,-0.0507626554532599,0,0,0,0,0,0,0,0,-0.130894012252527,0,0,0,0,0,0,0,0,-0.1023685934874,0,-0.030380960001023,0,0,0,0,0.0685806505518514,0.231912452842083,0,0,-0.051793515476986,0,0,0,0,0,0,0.0198907576427336,0,0,0,-0.028500839288154,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.12229177239736,0,0,0,0,0.33643651209092,0,0,0.0118698248853063,0,0,0,0,0,0,0,0.109522691017569,0,0,0,0,0,0,0,0,0,0,0,0,0.103980280793569,0.414878841717117,0,0,0.0255717749333846,0,0,0,0,0,0,0,0.463678640012432,-0.0436730618222579,-0.0383472265613671,0,0,0,0,0.0329155197348571,0,0
X600019.SH,0,0,0,0,0,0.213346085560604,0,0,0,0,0,0,0.0085774410291406,0,0,3.46944695195361e-18,0,0,0.245445830002107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140726308467563,0,0,0,0.112246748773739,0.110734671676493,0,0,0,0,0,0.25819494641154,0,0,-0.0163772075586795,-0.00844907596594563,0,0,0,0,-0.00219433288580667,0,0
X600660.SH,0,0,0,0,0,0,0.0666741383575967,0,0,0.0194504120760246,0,0,0.026806282311644,0,0,0.0560681349645734,0.0562088450102292,0,0,0,0,0,0,0,0,0.137535544006543,0,0,0,0,0,0,0,-0.123369056058875,0,0,0,0.0558497119966979,-0.158801494343214,0,0,0.115225138501753,0,0,0,0,0,0,0,0,-0.0280454921733903,-0.0190809196194267,0.0170406787494382,0,0,0,0,0,0
X002271.SZ,0,0,0.0448033764371756,0,0,-0.0323755030487008,0,0,0.241544596136929,0,0,0,0.0895194248848257,0,0.10508106321835,0,0,0,0,0,0,0,0,0,0,0,0,0.00424455795312462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691260556901843,0,0,0,-0.0637865525265436,0,0,0,0,0,-0.0191253073930016,-0.0306122662861698,0,0,0,0.0335823262053414,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385358957278735,0,0,0,0,0,0,0,0,0,0.053282816295456,0,0,0,0,0,0,0,0,0,0.598022881667309,0,0,0,0,0,0,0,0.0204473060515198,0,0,0,0,0,0,0,0,-0.00836472970102414,-0.0184129193050791,0,0,0,0,0.0177910013934818,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0.041826181139435,-0.0638474260758292,0.0164723514834491,0,0.0334514248075665,0,-0.0243665739670022,0,0,0,0,0,0,0,0.157785226355052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117556647542833,0,0,0,0.0377942681704948,0,0,0,0.0244606679293481,0,0.0165210539867745,0,0,0,0,-0.0335879809002753,0,0
